"#tblds_09_InorgWaterData_2009.csv: Concentrations of dissolved inorganic analytes in groundwater samples collected from wells at National Crude Oil Spill Fate and Natural Attenuation Research Site near Bemidji, Minnesota, USA in 2009. The groundwater samples were collected with a submersible pump fitted with polytetrafluoroethylene (PTFE) tubing. ",,,,,,,,,,,,
"#Data code definitions: refer to the metadata file, HistoricalData_metadata.xml, provided with this data release (https://doi.org/10.5066/P9FJ8I0P) and the data dictionary tables available at https://doi.org/10.5066/F7736PDR.  NOTE: An ""x"" was prepended to the values in the LocalSiteName, parm_cd, and meth_cd fields to prevent automatic truncation of leading 0's in the field by software programs used to open .csv files. Users can format this field as text and then use a ""Find and Replace"" tool to remove the x's if so desired.",,,,,,,,,,,,
dataset_id,LocalSiteName,OrigSiteName,sample_dt,Comments_sample_dt,medium_cd,parm_cd,parm_shortname,remark_cd,result_va,meth_cd,pub,Comments
ds_09,x515D,515d,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,4.828,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x515E,515e,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,5.108,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x516,516a,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,6.64,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x517,517,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,7.028,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x518A,518a,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,9.412,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x518B,518b,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,9.356,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x528C,528c,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,6.548,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x528D,528d,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,6.876,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x528E,528e,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,4.88,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x530B,530b,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,8.672,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x530C,530c,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,8.784,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x530D,530d,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,8.928,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x531A,531a,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,8.944,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x531B,531b,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,7.172,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x532B,532b,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,9.096,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x532C,532c,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,10.504,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x532D,532d,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,4.892,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x532E,532e,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,8.448,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x532F,532f,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,9.176,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x533B,533b,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,8.872,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x533C,533c,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,7.272,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x533E,533e,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,9.604,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x603A,603a,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,4.612,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x604B,604b,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,7.724,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x605,605,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,4.248,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x704,704a,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,5.964,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x708,708a,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,5.396,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x801A,801a,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,6.136,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x801D,801d,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,5.86,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x806,806a,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,6.928,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x820A,820a?,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,6.392,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x925B,925b,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,6.256,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x925C,925c,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,6.784,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x954A,954a,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,7.108,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x954B,954b,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,4.2,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x955A,955a,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,5.668,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x955B,955b,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,4.828,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x9014,9014a,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,9.604,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x9018,9018a,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,9.98,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x9315A,9315a,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,8.528,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x9315B,9315b,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,8.268,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x9315C,9315c,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,6.752,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x9315D,9315d ,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,6.024,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x9315E,9315e,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,4.652,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x9316A,9316a,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,6.264,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
ds_09,x9316B,9316b,8/1/2009,This data was collected between July and August of 2009 and given a sample date of 2009-08-01 becuase that is the date between July1 and August 31,WG,xLO034,ALK_meqL,,6.608,xLALK1,"Ng, C.G-H., Bekins, B.A., Cozzarelli, I.M., Baedecker, M.J., Bennett, P.C., and Amos, R.T., 2014, A mass balance approach to investigating geochemical controls on secondary water quality impacts at a crude oil spill site near Bemidiji, MN: Journal of Contaminant Hydrology, v. 164, pp. 1-15. ",
