LocalSiteName,StudySite,LocalUseCode,Comments_UseCode,USGS_siteno,USGS_StationName,LocalSiteCoreSubName,XcoordUTMNAD83_m,YcoordUTMNAD83_m,OnNorthWellTransect,DistanceFromCenterOfNorthOilBody_m,LandSurfaceElevation_mASL_NAVD88,Core_MP_height_m,DateOfConstruction,Comments_DateOfConstruction,TotalBoring/DrillingDepth_mBLS,NameOfContractor,DrillerName,CoringBegan_mBLS,CoringEnded_mBLS,CoreRecoveryLength_m,TopOfCoreElevation_mASL_NAVD88,CoreLengthPounded_m,CoreBarrelType,SubsurfaceCoreZone,FreeProductOilPresentInCore,DrillersFieldComments,Comments_Miscellaneous
x1305,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1305-7,342825.31,5271054.3,1.0,41.83,432.774,0.0,20130716,C1305-1 through C1305-15 were completed 7/16/13; Core C1305-16 and geophysics electrode array installations were completed 7/17/13,13.106,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,3.658,4.267,0.442,429.116,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Geophysics electrodes array was installed in this hole after all cores were collected.,Located near 532 well nest
x1305,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1305-8,342825.31,5271054.3,1.0,41.83,432.774,0.0,20130716,C1305-1 through C1305-15 were completed 7/16/13; Core C1305-16 and geophysics electrode array installations were completed 7/17/13,13.106,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,4.267,4.877,0.472,428.507,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Geophysics electrodes array was installed in this hole after all cores were collected.,Located near 532 well nest
x1305,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1305-9,342825.31,5271054.3,1.0,41.83,432.774,0.0,20130716,C1305-1 through C1305-15 were completed 7/16/13; Core C1305-16 and geophysics electrode array installations were completed 7/17/13,13.106,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,4.877,5.486,0.442,427.897,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Geophysics electrodes array was installed in this hole after all cores were collected.,Located near 532 well nest
x1305,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1305-10,342825.31,5271054.3,1.0,41.83,432.774,0.0,20130716,C1305-1 through C1305-15 were completed 7/16/13; Core C1305-16 and geophysics electrode array installations were completed 7/17/13,13.106,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,5.486,6.096,0.427,427.288,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Geophysics electrodes array was installed in this hole after all cores were collected.,Located near 532 well nest
x1305,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1305-11,342825.31,5271054.3,1.0,41.83,432.774,0.0,20130716,C1305-1 through C1305-15 were completed 7/16/13; Core C1305-16 and geophysics electrode array installations were completed 7/17/13,13.106,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,6.096,6.706,0.381,426.678,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Geophysics electrodes array was installed in this hole after all cores were collected.,Located near 532 well nest
x1305,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1305-12,342825.31,5271054.3,1.0,41.83,432.774,0.0,20130716,C1305-1 through C1305-15 were completed 7/16/13; Core C1305-16 and geophysics electrode array installations were completed 7/17/13,13.106,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,6.706,7.315,0.32,426.068,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Geophysics electrodes array was installed in this hole after all cores were collected.,Located near 532 well nest
x1305,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1305-13,342825.31,5271054.3,1.0,41.83,432.774,0.0,20130716,C1305-1 through C1305-15 were completed 7/16/13; Core C1305-16 and geophysics electrode array installations were completed 7/17/13,13.106,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,7.315,7.925,0.427,425.459,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Geophysics electrodes array was installed in this hole after all cores were collected.,Located near 532 well nest
x1305,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1305-14,342825.31,5271054.3,1.0,41.83,432.774,0.0,20130716,C1305-1 through C1305-15 were completed 7/16/13; Core C1305-16 and geophysics electrode array installations were completed 7/17/13,13.106,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,7.925,8.534,0.396,424.849,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Geophysics electrodes array was installed in this hole after all cores were collected.,Located near 532 well nest
x1305,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1305-15,342825.31,5271054.3,1.0,41.83,432.774,0.0,20130716,C1305-1 through C1305-15 were completed 7/16/13; Core C1305-16 and geophysics electrode array installations were completed 7/17/13,13.106,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,8.534,8.839,0.183,424.24,0.305,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Spanning the water table,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Geophysics electrodes array was installed in this hole after all cores were collected.,Located near 532 well nest
x1305,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1305-16,342825.31,5271054.3,1.0,41.83,432.774,0.0,20130716,C1305-1 through C1305-15 were completed 7/16/13; Core C1305-16 and geophysics electrode array installations were completed 7/17/13,13.106,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,8.839,10.973,1.823,423.935,2.134,Hollow stem: 7-ft wireline piston core sample barrel with freezing drive shoe into 1.875-inch polycarbonate sleeve,Saturated Zone,Yes,Core was taken from MN hollow stem auger rig as part of a full profile at this site. MPCA geoprobe did all coring above this core. Geophysics electrodes arrays were installed in the hole after all cores were collected.,Located near 532 well nest
x1305,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1305-1,342825.31,5271054.3,1.0,41.83,432.774,0.0,20130716,C1305-1 through C1305-15 were completed 7/16/13; Core C1305-16 and geophysics electrode array installations were completed 7/17/13,13.106,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,0.0,0.61,0.396,432.774,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Geophysics electrodes array was installed in this hole after all cores were collected.,Located near 532 well nest
x1305,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1305-2,342825.31,5271054.3,1.0,41.83,432.774,0.0,20130716,C1305-1 through C1305-15 were completed 7/16/13; Core C1305-16 and geophysics electrode array installations were completed 7/17/13,13.106,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,0.61,1.219,0.457,432.164,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Geophysics electrodes array was installed in this hole after all cores were collected.,Located near 532 well nest
x1306,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1306-1,342833.4,5271164.24,,,431.62,0.0,20130716,,6.706,USGS MN Water Science Center,J. Julik (MPCA),0.0,0.61,0.503,431.62,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Nothing installed in this hole after coring was complted. Driller's log filled out by C. Beaver and A. Berg. Bentonite was used to seal the well, but no notes recorded on amount of bentonite used and the elevation that it was poured into the hole.",Located near well 9019
x1306,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1306-2,342833.4,5271164.24,,,431.62,0.0,20130716,,6.706,USGS MN Water Science Center,J. Julik (MPCA),0.61,1.219,0.457,431.01,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Nothing installed in this hole after coring was complted. Driller's log filled out by C. Beaver and A. Berg. Bentonite was used to seal the well, but no notes recorded on amount of bentonite used and the elevation that it was poured into the hole.",Located near well 9019
x1306,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1306-3,342833.4,5271164.24,,,431.62,0.0,20130716,,6.706,USGS MN Water Science Center,J. Julik (MPCA),1.219,1.829,0.411,430.401,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Nothing installed in this hole after coring was complted. Driller's log filled out by C. Beaver and A. Berg. Bentonite was used to seal the well, but no notes recorded on amount of bentonite used and the elevation that it was poured into the hole.",Located near well 9019
x1306,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1306-4,342833.4,5271164.24,,,431.62,0.0,20130716,,6.706,USGS MN Water Science Center,J. Julik (MPCA),1.829,2.438,0.411,429.791,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Nothing installed in this hole after coring was complted. Driller's log filled out by C. Beaver and A. Berg. Bentonite was used to seal the well, but no notes recorded on amount of bentonite used and the elevation that it was poured into the hole.",Located near well 9019
x1306,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1306-5,342833.4,5271164.24,,,431.62,0.0,20130716,,6.706,USGS MN Water Science Center,J. Julik (MPCA),2.438,3.048,0.335,429.182,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Nothing installed in this hole after coring was complted. Driller's log filled out by C. Beaver and A. Berg. Bentonite was used to seal the well, but no notes recorded on amount of bentonite used and the elevation that it was poured into the hole.",Located near well 9019
x1306,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1306-6,342833.4,5271164.24,,,431.62,0.0,20130716,,6.706,USGS MN Water Science Center,J. Julik (MPCA),3.048,3.658,0.366,428.572,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Nothing installed in this hole after coring was complted. Driller's log filled out by C. Beaver and A. Berg. Bentonite was used to seal the well, but no notes recorded on amount of bentonite used and the elevation that it was poured into the hole.",Located near well 9019
x1306,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1306-7,342833.4,5271164.24,,,431.62,0.0,20130716,,6.706,USGS MN Water Science Center,J. Julik (MPCA),3.658,4.267,0.351,427.962,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Nothing installed in this hole after coring was complted. Driller's log filled out by C. Beaver and A. Berg. Bentonite was used to seal the well, but no notes recorded on amount of bentonite used and the elevation that it was poured into the hole.",Located near well 9019
x1306,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1306-8,342833.4,5271164.24,,,431.62,0.0,20130716,,6.706,USGS MN Water Science Center,J. Julik (MPCA),4.267,4.877,0.366,427.353,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Nothing installed in this hole after coring was complted. Driller's log filled out by C. Beaver and A. Berg. Bentonite was used to seal the well, but no notes recorded on amount of bentonite used and the elevation that it was poured into the hole.",Located near well 9019
x1306,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1306-9,342833.4,5271164.24,,,431.62,0.0,20130716,,6.706,USGS MN Water Science Center,J. Julik (MPCA),4.877,5.486,0.518,426.743,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Nothing installed in this hole after coring was complted. Driller's log filled out by C. Beaver and A. Berg. Bentonite was used to seal the well, but no notes recorded on amount of bentonite used and the elevation that it was poured into the hole.",Located near well 9019
x1306,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1306-10,342833.4,5271164.24,,,431.62,0.0,20130716,,6.706,USGS MN Water Science Center,J. Julik (MPCA),5.486,5.791,0.183,426.134,0.305,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Nothing installed in this hole after coring was complted. Driller's log filled out by C. Beaver and A. Berg. Bentonite was used to seal the well, but no notes recorded on amount of bentonite used and the elevation that it was poured into the hole.",Located near well 9019
x1306,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1306-11,342833.4,5271164.24,,,431.62,0.0,20130716,,6.706,USGS MN Water Science Center,J. Julik (MPCA),6.096,6.706,0.518,425.524,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Nothing installed in this hole after coring was complted. Driller's log filled out by C. Beaver and A. Berg. Bentonite was used to seal the well, but no notes recorded on amount of bentonite used and the elevation that it was poured into the hole.",Located near well 9019
x1307,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1307-1,342763.45,5271034.21,1.0,-22.86,430.047,0.0,20130717,Cores C1307-1 through C1307-8 were completed on 7/17/13; hole left open and drilled out by MN hollow stem auger rig on 7/19/13 to install soil moisture probes.,6.096,USGS MN Water Science Center,J. Julik (MPCA); B. Mason; J. Trost,0.305,0.61,0.219,429.742,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Cores were put in the freezer at 10:45am. Will drill out hole with MN USGS drill rig and installed soil moisture and temperature probes after all cores are collected. The hole was drilled out on 7/19/13 and probes were installed on this date. Probes were installed using the vertical installation tool designed by MN USGS employees.,Located near 9017 well nest
x1307,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1307-2,342763.45,5271034.21,1.0,-22.86,430.047,0.0,20130717,Cores C1307-1 through C1307-8 were completed on 7/17/13; hole left open and drilled out by MN hollow stem auger rig on 7/19/13 to install soil moisture probes.,6.096,USGS MN Water Science Center,J. Julik (MPCA); B. Mason; J. Trost,0.61,1.219,0.341,429.437,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Cores were put in the freezer at 10:45am. Will drill out hole with MN USGS drill rig and installed soil moisture and temperature probes after all cores are collected. The hole was drilled out on 7/19/13 and probes were installed on this date. Probes were installed using the vertical installation tool designed by MN USGS employees.,Located near 9017 well nest
x1307,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1307-3,342763.45,5271034.21,1.0,-22.86,430.047,0.0,20130717,Cores C1307-1 through C1307-8 were completed on 7/17/13; hole left open and drilled out by MN hollow stem auger rig on 7/19/13 to install soil moisture probes.,6.096,USGS MN Water Science Center,J. Julik (MPCA); B. Mason; J. Trost,1.219,1.829,0.381,428.828,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,Yes,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Cores were put in the freezer at 10:45am. Will drill out hole with MN USGS drill rig and installed soil moisture and temperature probes after all cores are collected. The hole was drilled out on 7/19/13 and probes were installed on this date. Probes were installed using the vertical installation tool designed by MNWSC employees. Free oil product not necessarily free oil, just oil staining.",Located near 9017 well nest
x1307,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1307-4,342763.45,5271034.21,1.0,-22.86,430.047,0.0,20130717,Cores C1307-1 through C1307-8 were completed on 7/17/13; hole left open and drilled out by MN hollow stem auger rig on 7/19/13 to install soil moisture probes.,6.096,USGS MN Water Science Center,J. Julik (MPCA); B. Mason; J. Trost,1.829,2.438,0.442,428.218,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Cores were put in the freezer at 10:45am. Will drill out hole with MN USGS drill rig and installed soil moisture and temperature probes after all cores are collected. The hole was drilled out on 7/19/13 and probes were installed on this date. Probes were installed using the vertical installation tool designed by MNWSC employees.,Located near 9017 well nest
x1307,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1307-5,342763.45,5271034.21,1.0,-22.86,430.047,0.0,20130717,Cores C1307-1 through C1307-8 were completed on 7/17/13; hole left open and drilled out by MN hollow stem auger rig on 7/19/13 to install soil moisture probes.,6.096,USGS MN Water Science Center,J. Julik (MPCA); B. Mason; J. Trost,2.438,3.048,0.411,427.609,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Cores were put in the freezer at 10:45am. Will drill out hole with MN USGS drill rig and installed soil moisture and temperature probes after all cores are collected. The hole was drilled out on 7/19/13 and probes were installed on this date. Probes were installed using the vertical installation tool designed by MNWSC employees.,Located near 9017 well nest
x1307,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1307-6,342763.45,5271034.21,1.0,-22.86,430.047,0.0,20130717,Cores C1307-1 through C1307-8 were completed on 7/17/13; hole left open and drilled out by MN hollow stem auger rig on 7/19/13 to install soil moisture probes.,6.096,USGS MN Water Science Center,J. Julik (MPCA); B. Mason; J. Trost,3.048,3.658,0.451,426.999,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Cores were put in the freezer at 10:45am. Will drill out hole with MN USGS drill rig and installed soil moisture and temperature probes after all cores are collected. The hole was drilled out on 7/19/13 and probes were installed on this date. Probes were installed using the vertical installation tool designed by MNWSC employees.,Located near 9017 well nest
x1307,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1307-7,342763.45,5271034.21,1.0,-22.86,430.047,0.0,20130717,Cores C1307-1 through C1307-8 were completed on 7/17/13; hole left open and drilled out by MN hollow stem auger rig on 7/19/13 to install soil moisture probes.,6.096,USGS MN Water Science Center,J. Julik (MPCA); B. Mason; J. Trost,3.658,4.267,0.442,426.389,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,Yes,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Cores were put in the freezer at 10:45am. Will drill out hole with MN USGS drill rig and installed soil moisture and temperature probes after all cores are collected. The hole was drilled out on 7/19/13 and probes were installed on this date. Probes were installed using the vertical installation tool designed by MNWSC employees. Free oil product not necessarily free oil, just oil staining.",Located near 9017 well nest
x1307,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1307-8,342763.45,5271034.21,1.0,-22.86,430.047,0.0,20130717,Cores C1307-1 through C1307-8 were completed on 7/17/13; hole left open and drilled out by MN hollow stem auger rig on 7/19/13 to install soil moisture probes.,6.096,USGS MN Water Science Center,J. Julik (MPCA); B. Mason; J. Trost,4.267,4.877,0.381,425.78,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. Cores were put in the freezer at 10:45am. Will drill out hole with MN USGS drill rig and installed soil moisture and temperature probes after all cores are collected. The hole was drilled out on 7/19/13 and probes were installed on this date. Probes were installed using the vertical installation tool designed by MNWSC employees.,Located near 9017 well nest
x1308,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1308-1,342806.33,5271048.61,1.0,22.17,432.569,0.0,20130717,,10.638,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,0.0,0.61,0.421,432.569,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. After all cores were collected, measured cave-in with weighted tape. Sediment had backfilled to the water table but not past. Tapedown reading was 28 ft. below land surface. Geophysics electrodes array were then installed in this hole after all cores were collected.",Located near geophysics array: C1215
x1308,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1308-2,342806.33,5271048.61,1.0,22.17,432.569,0.0,20130717,,10.638,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,0.61,1.219,0.466,431.959,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. After all cores were collected, measured cave-in with weighted tape. Sediment had backfilled to the water table but not past. Tapedown reading was 28 ft. below land surface. Geophysics electrodes array were then installed in this hole after all cores were collected.",Located near geophysics array: C1215
x1308,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1308-3,342806.33,5271048.61,1.0,22.17,432.569,0.0,20130717,,10.638,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,1.219,1.829,0.448,431.35,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. After all cores were collected, measured cave-in with weighted tape. Sediment had backfilled to the water table but not past. Tapedown reading was 28 ft. below land surface. Geophysics electrodes array were then installed in this hole after all cores were collected.",Located near geophysics array: C1215
x1308,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1308-4,342806.33,5271048.61,1.0,22.17,432.569,0.0,20130717,,10.638,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,1.829,2.438,0.442,430.74,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. After all cores were collected, measured cave-in with weighted tape. Sediment had backfilled to the water table but not past. Tapedown reading was 28 ft. below land surface. Geophysics electrodes array were then installed in this hole after all cores were collected.",Located near geophysics array: C1215
x1308,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1308-5,342806.33,5271048.61,1.0,22.17,432.569,0.0,20130717,,10.638,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,2.438,3.048,0.408,430.131,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. After all cores were collected, measured cave-in with weighted tape. Sediment had backfilled to the water table but not past. Tapedown reading was 28 ft. below land surface. Geophysics electrodes array were then installed in this hole after all cores were collected.",Located near geophysics array: C1215
x1308,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1308-6,342806.33,5271048.61,1.0,22.17,432.569,0.0,20130717,,10.638,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,3.048,3.658,0.43,429.521,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. After all cores were collected, measured cave-in with weighted tape. Sediment had backfilled to the water table but not past. Tapedown reading was 28 ft. below land surface. Geophysics electrodes array were then installed in this hole after all cores were collected.",Located near geophysics array: C1215
x1308,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1308-7,342806.33,5271048.61,1.0,22.17,432.569,0.0,20130717,,10.638,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,3.658,4.267,0.463,428.911,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. After all cores were collected, measured cave-in with weighted tape. Sediment had backfilled to the water table but not past. Tapedown reading was 28 ft. below land surface. Geophysics electrodes array were then installed in this hole after all cores were collected.",Located near geophysics array: C1215
x1308,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1308-8,342806.33,5271048.61,1.0,22.17,432.569,0.0,20130717,,10.638,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,4.267,4.877,0.405,428.302,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. After all cores were collected, measured cave-in with weighted tape. Sediment had backfilled to the water table but not past. Tapedown reading was 28 ft. below land surface. Geophysics electrodes array were then installed in this hole after all cores were collected.",Located near geophysics array: C1215
x1308,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1308-9,342806.33,5271048.61,1.0,22.17,432.569,0.0,20130717,,10.638,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,4.877,5.486,0.466,427.692,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. After all cores were collected, measured cave-in with weighted tape. Sediment had backfilled to the water table but not past. Tapedown reading was 28 ft. below land surface. Geophysics electrodes array were then installed in this hole after all cores were collected.",Located near geophysics array: C1215
x1308,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1308-10,342806.33,5271048.61,1.0,22.17,432.569,0.0,20130717,,10.638,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,5.486,6.096,0.457,427.083,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. After all cores were collected, measured cave-in with weighted tape. Sediment had backfilled to the water table but not past. Tapedown reading was 28 ft. below land surface. Geophysics electrodes array were then installed in this hole after all cores were collected.",Located near geophysics array: C1215
x1308,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1308-11,342806.33,5271048.61,1.0,22.17,432.569,0.0,20130717,,10.638,USGS MN Water Science Center,J. Julik (MPCA); J. Greene; B. Mason,6.096,6.706,0.466,426.473,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Core was taken from MPCA 2 inch diameter geoprobe as part of a full profile at this site. After all cores were collected, measured cave-in with weighted tape. Sediment had backfilled to the water table but not past. Tapedown reading was 28 ft. below land surface. Geophysics electrodes array were then installed in this hole after all cores were collected.",Located near geophysics array: C1215
