"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Delineating geochemical anomalies based on the methods of principal component analysis, multifractal model, and singularity model: A case study of soil …","https://scispace.com/paper/nJUfSWV7TG0J","","","","Y Chen
Y Liu
P Guo
S Chen
Z Han","","","… The ilr transformation effectively addresses the collinearity issue inherent in the clr transformation and accurately represents compositional data within Euclidean space. However, the …",""
"Utilizing multifractal and compositional data analysis combined with random forest for mineral prediction in Goulmima, Morocco","https://scispace.com/paper/utilizing-multifractal-and-compositional-data-analysis-lrndotpfmism","2025","Journal Article","Minerals","Yanbin Wu
Li Sun
Zhiguang Qu
Wenming Yu
Peng Zhang
Guoqing Jing
Pengliang Shen
Shujuan Tian
Qicai Wang
Hua Liu
Fafu Wu
Jiangtao Liu
Keyan Xiao
Rui Tang","10.3390/min15030222","","… The study employs compositional data transformation to perform isometric log-ratio (ilr) … between anomalies and background distributions in the geochemical data of the study area, and …",""
"Environmental monitoring and peat assessment using multivariate analysis of regional-scale geochemical data","https://scispace.com/paper/environmental-monitoring-and-peat-assessment-using-22iutah34b","2018","Journal Article","Mathematical Geosciences","Jennifer McKinley
Eric C. Grunsky
Ute Mueller","10.1007/S11004-017-9686-X","https://link.springer.com/content/pdf/10.1007/s11004-017-9686-x.pdf","… other elements in mineral structures can display collinearity when estimating statistical moments. In … This is often the case for rare-earth elements, and the degree of collinearity can be …","A compositional multivariate approach was used to analyse regional-scale soil geochemical data obtained as part of the Tellus Project generated by the Geological Survey of Northern Ireland. The multi-element total concentration data presented comprise X-ray fluorescence (XRF) analyses of 6862 rural soil samples collected at 20-cm depth on a non-aligned grid at one site per $$2\,\hbox {km}^{2}$$
 . Censored data were imputed using published detection limits. Each soil sample site was assigned to the regional geology map, resulting in spatial data for one categorical variable and 35 continuous variables comprised of individual and amalgamated elements. This paper examines the extent to which soil geochemistry reflects the underlying geology or superficial deposits. Since the soil geochemistry is compositional, log-ratios were computed to adequately evaluate the data using multivariate statistical methods. Principal component analysis (PCA) and minimum/maximum autocorrelation factors (MAF) were used to carry out linear discriminant analysis (LDA) as a means to discover and validate processes related to the geologic assemblages coded as age bracket. Peat cover was introduced as an additional category to measure the ability to predict and monitor fragile ecosystems. Overall prediction accuracies for the age bracket categories were 68.4 % using PCA and 74.7 % using MAF. With inclusion of peat, the accuracy for LDA classification decreased to 65.0 and 69.9 %, respectively. The increase in misclassification due to the presence of peat may reflect degradation of peat-covered areas since the creation of superficial deposit classification."
"Application of compositional data analysis to geochemical data of marine sediments","https://scispace.com/paper/application-of-compositional-data-analysis-to-geochemical-3o6shiyaoa","2008","","","H. Burger
T. Kuhn","","https://dugi-doc.udg.edu/bitstream/handle/10256/731/BurgerHH.pdf&a=bi&pagenumber=1&w=100?sequence=1","… Our main interest focuses on the links between the variables, indication of collinearity of components and definition of subcompositions which should be related to the composition of the …","In an earlier investigation (Burger et al., 2000) five sediment cores near the Rodrigues
Triple Junction in the Indian Ocean were studied applying classical statistical methods
(fuzzy c-means clustering, linear mixing model, principal component analysis) for the
extraction of endmembers and evaluating the spatial and temporal variation of
geochemical signals. Three main factors of sedimentation were expected by the marine
geologists: a volcano-genetic, a hydro-hydrothermal and an ultra-basic factor. The
display of fuzzy membership values and/or factor scores versus depth provided
consistent results for two factors only; the ultra-basic component could not be
identified. The reason for this may be that only traditional statistical methods were
applied, i.e. the untransformed components were used and the cosine-theta coefficient as
similarity measure.
During the last decade considerable progress in compositional data analysis was made
and many case studies were published using new tools for exploratory analysis of these
data. Therefore it makes sense to check if the application of suitable data transformations,
reduction of the D-part simplex to two or three factors and visual
interpretation of the factor scores would lead to a revision of earlier results and to
answers to open questions . In this paper we follow the lines of a paper of R. Tolosana-
Delgado et al. (2005) starting with a problem-oriented interpretation of the biplot
scattergram, extracting compositional factors, ilr-transformation of the components and
visualization of the factor scores in a spatial context: The compositional factors will be
plotted versus depth (time) of the core samples in order to facilitate the identification of
the expected sources of the sedimentary process.
Kew words: compositional data analysis, biplot, deep sea sediments"
"Quantitative estimation models of relationship between aeolian sand and soil geochemical composition based on machine learning algorithm","https://scispace.com/paper/quantitative-estimation-models-of-relationship-between-ojx4hhekkise","2025","Journal Article","Applied Geochemistry","Weiji Wen
Fan Yang
Shuyun Xie
Chengwen Wang
Yuntao Song
Yue-Peng Zhang
Weihang Zhou","10.1016/j.apgeochem.2025.106528","","… This indicates that the Environmental Kuznets Curve (EKC) theory can be applied to geochemical data, offering significant scientific and practical value for exploring the driving …",""
"Comparative Machine Learning-Based Prediction of Gold Enrichment in a Sulphide-Hosted Orogenic System Using Multielement Geochemistry","https://scispace.com/paper/KESBWya1DYMJ","","","","GY Bimpong
JS Lotsu
K Boakye","","https://www.preprints.org/frontend/manuscript/1b7685731c6b713d79c4f010b1ed7b5a/download_pub","… Buccianti, A.; Grunsky, EC Compositional data analysis in geochemistry: Are we sure to see what really occurs during natural processes? Journal of Geochemical Exploration 2014, 141…",""
"New data-driven estimation of metal element in rocks using a hyperspectral data and geochemical data","https://scispace.com/paper/new-data-driven-estimation-of-metal-element-in-rocks-using-a-3a0okgvvzq","2024","Journal Article","Ore Geology Reviews","Xiumei Ma
Jinlin Wang
Kefa Zhou
Wenqiang Zhang
Zhixing Zhang
Philippe De Maeyer
Tim Van de Voorde","10.1016/j.oregeorev.2024.105877","","… Based on the measured hyperspectral remote sensing curves and geochemical data in the … PLSR is particularly suitable for the datasets with high-dimensional and multicollinearity. …","The inversion of Cu contents in rocks based on hyperspectral remote sensing is indicative of geochemical exploration as well as mineral resource exploration. Due to the strong redundancy of band information in hyperspectral data, characteristic band selection is the key to improving the accuracy of metal element inversion models in hyperspectral data. In this study, we proposed a framework that innovatively focuses on secondary screening method (SSM) as the core, allowing users to add different data preprocessing methods and machine learning algorithms to the framework based on expert experience, to obtain high-precision metal element inversion models suitable for sampling data. we first preprocessed the measured spectral curves using the first order derivative, second order derivative, continuum removal, multiple scattering correction and variance analysis to highlight band absorption characteristics. In addition, we performed SSM to obtain Cu-related characteristic bands, which were further used as input data to train and compare the performance of Partial Least Square Regression (PLSR), Support Vector Regression (SVR), Multi-Layer Perceptron (MLP), Random Forest (RF) and Gradient Boosting Regression Tree (GBRT). The results show that both the spectral pretreatment and modeling method could potentially impact the inversion accuracy. The accuracy of the ensemble method applied in fresh faces data (i.e., a CR-SSM-RF with R2 values of 0.77 and CR-SSM-GBRT with R2 values of 0.81) performed better than other models with an accuracy improvement of up to 80%. Compared to the full band model, the accuracy of characteristic bands selection model increased 50%. This also illustrates that the CR-SSM-RF or CR-SSM-GBRT model significantly improves the accuracy of the inversion of Cu contents in rocks compared to the original spectral reflectance. Our study provides a new idea for selecting different spectral preprocessing methods as the input values for the future model and will also offer an executable framework for the inversion of Cu contents in rocks of different lithology on a large scale in the future. "
"Mapping of Fe mineralization-associated geochemical signatures using logratio transformed stream sediment geochemical data in eastern Tianshan, China","https://scispace.com/paper/mapping-of-fe-mineralization-associated-geochemical-2cwr55vmjf","2014","Journal Article","Journal of Geochemical Exploration","Wenlei Wang
Jie Zhao
Jie Zhao
Qiuming Cheng
Qiuming Cheng","10.1016/J.GEXPLO.2013.11.008","http://geomech.ac.cn/UploadFiles/2015_5_28/6-王文磊%20SCI文章-2014-2.pdf","… Geochemical data used in this paper to identify geochemical … mineral district, China are compositional data. In order to eliminate … The opened geochemical data are further analyzed by …",""
"Surficial and Deep Earth Material Prediction from Geochemical Compositions: H. Talebi et al.","https://scispace.com/paper/ykT7K82Ep0oJ","","","","H Talebi
U Mueller
R Tolosana-Delgado","","https://link.springer.com/content/pdf/10.1007/s11053-018-9423-2.pdf","… can be explored by geochemical data analysis. These footprints … and uncertainty maps, compositional data are simulated at … of redundant information (collinearity within log-contrasts), …",""
"The interpretation of geochemical survey data","https://scispace.com/paper/the-interpretation-of-geochemical-survey-data-3qc2komx2o","2010","Journal Article","Geochemistry-exploration Environment Analysis","Eric C. Grunsky","10.1144/1467-7873/09-210","","… ABSTRACT: Geochemical data are generally derived from … Geochemical data require special handling when measures … effects of closure on geochemical data. Exploratory multivariate …","Geochemical data are generally derived from government and industry geochemical surveys that cover areas at various spatial resolutions. These survey data are difficult to assemble and integrate due to their heterogeneous mixture of media, size fractions, methods of digestion and analytical instrumentation. These assembled sets of data often contain thousands of observations with as many as 50 or more elements. Although the assembly of these data is a challenge, the resulting integrated datasets provide an opportunity to discover a wide range of geochemical processes that are associated with underlying geology, alteration, landscape modification, weathering and mineralization. The use of data analysis and statistical visualization methods, combined with geographical information systems, provides an effective environment for process identification and pattern discovery in these large sets of data. Modern methods of evaluating data for associations, structures and patterns are grouped under the term ‘data mining’. Mining data includes the application of multivariate data analysis and statistical techniques, combined with geographical information systems, and can significantly assist the task of data interpretation and subsequent model building. Geochemical data require special handling when measures of association are required. Because of its compositional nature logratios are required to eliminate the effects of closure on geochemical data. Exploratory multivariate methods include: scatterplot matrices (SPLOM), adjusting for censored and missing data, detecting atypical observations, computing robust means, correlations and covariances, principal component analysis, cluster analysis and knowledge based indices of association. Modelled multivariate methods include discriminant analysis, analysis of variance, classification and regression trees neural networks and related techniques. Many of these topics are covered with examples to demonstrate their application."
