"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"High efficiency dual-fuel combustion through thermochemical recovery and diesel reforming","https://scispace.com/paper/high-efficiency-dual-fuel-combustion-through-thermochemical-4canz3wk0r","2017","Journal Article","Applied Energy","Flavio Dal Forno Chuahy
Sage L. Kokjohn","10.1016/J.APENERGY.2017.03.078","","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions Gouy-Stodola equation for exergy destruction; lacks heavy oil biodegradation, reservoir context, viscosity links, and full exergy framework for biodegradation.",""
"Deterioration of oil quality during sample storage: are stored reservoir core samples a viable resource for oil viscosity determination?","https://scispace.com/paper/deterioration-of-oil-quality-during-sample-storage-are-o7iv5gcbii","2019","Journal Article","Fuel","Barry Bennett
Chunqing Jiang
Stephen R. Larter","10.1016/J.FUEL.2019.02.002","","- **Relevance Score:** 28/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses biomarkers to link biodegradation to oil viscosity changes, but does not include thermodynamic/exergy or entropy analyses, nor mention Gouy‑Stodola.",""
"Origin of Mesozoic Biodegraded Crude Oils from the Eastern Chepaizi Uplift (Junggar Basin) Constrained by the Biomarker Recovery Method","https://scispace.com/paper/origin-of-mesozoic-biodegraded-crude-oils-from-the-eastern-2cz6b1ps","2023","Journal Article","Energy & Fuels","Zhaoyang Wang
Xiangchun Chang
Youde Xu
Pengfei Zhang
Bingbing Shi
Tianchen Ge
Yanfang Yin
Lei Su","10.1021/acs.energyfuels.2c03750","","- **Relevance Score:** 28/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses biomarker recovery method to characterize and correlate biodegraded oils, but lacks thermodynamic, exergy, entropy, viscosity, or Gouy‑Stodola analysis and does not discuss reservoir abandonment.","The Mesozoic (Jurassic and Cretaceous) sandstone reservoirs in the eastern Chepaizi Uplift of the Junggar Basin (NW China) have become hot targets in recent years for their substantial amounts of oils discovered. However, the oil origin has been a controversial issue due to biodegradation. In this study, hierarchical cluster analysis and principal component analysis show that the Mesozoic crude oils can be divided into three oil families (A1, A2, and A3). Meanwhile, the biodegradation level of the three oil families (PM 6 to 9+) was evaluated based on the PM scale and the parameter-stripping method of strongly resistant parameters. Allowing for this extremely high biodegradation case, this study adopted a biomarker recovery method to recover the original appearances of the three oil families. Here, eight parameters related to hopane (H), tricyclic terpane (TT), and C24-tetracyclic terpane (C24 Tet) were recovered, the dispersion of eight parameter sets is significantly reduced, and the geochemical characteristics are more obvious, especially for TT. Thus, this reliability and robustness, as well as the similarity between the source rock and the biodegraded crude oils, encourage us to perform oil–source correlation. The oil–source correlation revealed that family A1 was derived from the Permian source rocks in the Shawan Sag, family A2 was mainly derived from the Permian source rocks in the Shawan Sag and mixed with a small amount of oils generated by the Jurassic source rocks in the Sikeshu Sag and the Carboniferous source rocks in the Chepaizi Uplift, and family A3 mainly originated from the Permian source rocks in the Shawan Sag mixed with a small amount of oil produced by the Carboniferous source rocks in the Chepaizi Uplift. This conclusion is also further supported by effective biomarker parameters and a stable carbon isotope (δ13C), discriminant analysis, hydrocarbon migration, and restored paleogeomorphology. The parameter recovery is evidenced as one of the most useful methods and showed higher resolution than the conventional oil–source correlation to identify the origins of biodegraded oils. "
"Subsurface biodegradation of crude oil in a fractured basement reservoir, Shropshire, UK","https://scispace.com/paper/subsurface-biodegradation-of-crude-oil-in-a-fractured-25lxa8moug","2017","Journal Article","Journal of the Geological Society","John Parnell
Mas'ud Baba
Stephen A. Bowden
David Muirhead","10.1144/JGS2016-129","https://www.lyellcollection.org/doi/pdf/10.1144/jgs2016-129","- **Relevance Score:** 28/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes biomarker compositions to infer biodegradation of viscous oil residues, but provides no thermodynamic/exergy or entropy‑viscosity analysis and does not discuss abandonment.","Subsurface biodegradation of crude oil in current oil reservoirs is well established, but there are few examples of ancient subsurface degradation. Biomarker compositions of viscous and solid oil residues (‘bitumen’) in fractured Precambrian and other basement rocks below the Carboniferous cover in Shropshire, UK, show that they are variably biodegraded. High levels of 25-norhopanes imply that degradation occurred in the subsurface. Lower levels of 25-norhopanes occur in active seepages. Liquid oil trapped in fluid inclusions in mineral veins in the fractured basement confirms that the oil was emplaced fresh before subsurface degradation. A Triassic age for the veins implies a 200 myr history of hydrocarbon migration in the basement rocks. The data record microbial biodegradation of hydrocarbons in a fractured basement reservoir, and add to evidence in modern basement aquifers for microbial activity in deep fracture systems. Buried basement highs may be especially favourable to colonization, through channelling fluid flow to shallow depths and relatively low temperatures, and are therefore an important habitat within the deep biosphere."
"Mapping and Modeling Large Viscosity and Asphaltene Variations in a Reservoir Undergoing Active Biodegradation","https://scispace.com/paper/mapping-and-modeling-large-viscosity-and-asphaltene-248d01t863","2014","Proceedings Article","","Richard Jackson
Julian Y. Zuo
Ankit Agarwal
Bernd Heinrich Herold
Sanjay Kumar
Ilaria De Santo
Hadrien Dumont
Cosan Ayan
Oliver C. Mullins","10.2118/170794-MS","","- **Relevance Score:** 24/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Shows biodegradation causes large viscosity and heavy‑end gradients in a reservoir, but lacks exergy, entropy, abandonment or biomarker analysis.","Viscosity is one of the key reservoir fluid properties. It plays a central role in well productivity and displacement efficiency and has a significant impact on completion strategies. Accurately assessing areal and vertical variations of viscosity will lead to more realistic reservoir simulation and optimal field development planning. Downhole fluid analysis (DFA) has successfully been used to measure the properties of reservoir fluids downhole in real time. DFA has excellent accuracy in measuring fluid gradients which in turn enable accurate thermodynamic modeling. Integration of DFA measurements with the thermodynamic modeling has increasingly been employed for evaluating important reservoir properties such as connectivity, fluid compositional and property gradients. The thermodynamic model is the only one that has been shown to treat gradients of heavy ends in all types of crude oils and at equilibrium and disequilibrium conditions. In addition, fluid viscosity depends on concentration of heavy ends that are associated with optical density measured by DFA. Therefore, mapping viscosity and optical density (heavy end content) is a new important application of DFA technology for use as assessment of reservoir architectures and a mutual consistency check of DFA measurements. In this case study, a very large monotonic variation of heavy end content and viscosity is measured. Several different stacked sands exhibit the same profiles. The crude oil at the top of the column exhibits an equilibrium distribution of heavy ends, SARA and viscosity, while the oil at the base of the oil column exhibits a gradient that is far larger than expected for equilibrium. The fluid properties including SARA contents, viscosity and optical density vary sharply with depth towards the base of the column. The origin of this variation is shown to be due to biodegradation. GC-chromatographs of the crude oils towards the top of the column appear to be rather unaltered, while the crude oils at the base of the column are missing all n-alkanes. A new model is developed that accounts for these observations that assumes biodegradation at the oil-water contact (OWC) coupled with diffusion of alkanes to the OWC. Diffusion is a slow process in a geologic time sense accounting for the lack of impact of biodegradation at the top of the column. An overall understanding of charging timing into this reservoir and expected rates of biodegradation are consistent with this model. The overall objective or providing a 1st-principles viscosity map in these stacked sand reservoirs is achieved by this modeling. Linking DFA with thermodynamic modeling along with precepts from petroleum systems modeling provides a compelling understanding of the reservoir."
"Low Emission Microbial Upgrading and Recovery (LEMUR) A Potential Route to Low or Zero Emission Energy Recovery from Oilfields","https://scispace.com/paper/low-emission-microbial-upgrading-and-recovery-lemur-a-44drf1p9o8","2009","","","Steve Larter
Ian M. Head
Ian D. Gates
Pete Santosham
David Rafter
Jennifer D. Adams
Xiaomeng Zhang
Mat Fay
Angela Cherry
Martin Jones
Neil D. Gray","","https://www.searchanddiscovery.com/abstracts/pdf/2013/90171cspg/abstracts/ndx_lart.pdf","- **Relevance Score:** 24/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses microbial degradation of heavy oil to methane, but provides no thermodynamic, exergy, entropy, viscosity, abandonment, biomarker, or Gouy‑Stodola analysis.","The world oil inventory is dominated by oils with low recovery factors, i.e., heavy and super heavy oils and bitumens and by residual oils in watered out oil fields. Water flood technologies for conventional recovery are fairly mature yet leave most oil(65% or more) in the reservoir. Average recovery of heavy oils worldwide is even lower (17%) than conventional oil recovery. Recovery technologies for the volumetrically dominant non-conventional heavy oils and bitumens are largely based around thermal or solvent based technologies that have high capital and production costs combined with lower market price than conventional resources. These technologies are costly, both environmentally, in terms of carbon dioxide emissions associated with recovery and upgrading, or economically in terms of steam, solvent or upgrading costs. Thermal and catalytically based in situ upgrading technologies are being developed for heavy oils and bitumens and may assist with reducing economic and environmental penalties but these require high reservoir temperatures, typically well over 300°C on process timescales, to effect thermal carbon-carbon bond cleavage and reduction of molecular mass to cause viscosity reduction and API gravity increase (Vinegar et al., 2006 ). In contrast, the recent discovery of anaerobic biological cracking of liquid petroleum hydrocarbons to methane (methanogenesis) occurs catalytically through biological action at temperatures as low as 10°C, albeit at slow rates naturally (Head et al., 2003; Aitken et al, 2004; Jones et al., 2008). While not all oilfields are biologically active (Wilhelms et al., 2001; Adams et al., 2006), crude oil biodegradation and methanogenic microbial processes are common in reservoirs that have remained cooler than 80°C as is the case in some WCSB heavy oil reservoirs we have studied (Adams et al., 2006). The discovery of the MADCOR process (Methanogenic Alkane Degradation by Carbon dioxide Reduction), as it has been termed, raises many possibilities for reduced emission to atmosphere energy recovery (REAR) processes as methane is quantitatively produced from biodegraded alkanes, utilising water as co-reactant, with molecular hydrogen gas being the principal intermediate (Jones et al., 2008). The basic recovery process proposed involves the acceleration of the natural methanogenic biodegradation of hydrocarbons. Because degradation rates slow for increasingly large (less volatile) hydrocarbon components, this process will be more efficient and operate on production time scales for heavy oils and"
"The Potential of Heavily And Severely Biodegraded Oils to be Partly Upgraded During High Temperature Thermal Recovery Conditions","https://scispace.com/paper/the-potential-of-heavily-and-severely-biodegraded-oils-to-be-3mcv1hklcr","2009","","","Norka Marcano
Barry Bennett
Thomas B. P. Oldenburg
Haiping Huang
Steve Larter","","https://www.searchanddiscovery.com/abstracts/pdf/2013/90171cspg/abstracts/ndx_marc.pdf","- **Relevance Score:** 24/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses biodegradation levels of heavy oils and their minor upgrading potential during high‑temperature thermal recovery, but lacks thermodynamic, exergy, entropy or biomarker analysis.","Summary Upgrading of heavy oil and oil sands under simulated high temperature thermal recovery conditions was conducted to evaluate mechanisms and sources of the produced light hydrocarbon compounds that directly affect oil fluid properties. The main results suggest that the asphaltene fraction is the main source of the light hydrocarbons produced during the upgrading process. Comparing results from oils with different levels of biodegradation, we found that severely biodegraded oils, rich in asphaltene, do have potential for minor upgrading during thermal recovery strategies. preferential removal of the lighter compounds. Variation in the chemical composition of oils are directly related with fluid property changes and consequently related with the flow of the material through a permeable reservoir rock. The complexity of heavy and extra heavy oil reservoirs causes the recovery of this type of reserves to be low, generally not more than 17%, making necessary the development of new methods to optimize production, with low environmental impact. Currently used technologies of in situ recovery, such as SAGD (Steam Assisted Gravity Drainage) or CSS (Cyclic steam stimulation), and subsequent surface upgrading processes cause a huge consumption of energy and large greenhouse gas emissions. In situ upgrading is being proposed in order to decrease these effects and increase benefits. This process relies on the addition of hydrogen and removal of heteroatoms from crude oils under high temperature conditions in the reservoir, to reduce viscosity and increase the distillable fraction. A detailed knowledge of the upgrading reactions and mechanisms and a better understanding of the chemistry of the products are indispensable for the optimization of upgrading strategies. In this work we evaluate the chemical mechanisms of oil transformation under simulated high temperature thermal recovery conditions and the potential of oils with different levels of biodegradation to generate light compounds that directly affect oil fluid properties."
"Life in the slow lane; biogeochemistry of biodegraded petroleum containing reservoirs and implications for energy recovery and carbon management","https://scispace.com/paper/life-in-the-slow-lane-biogeochemistry-of-biodegraded-3r1g0n14av","2014","Journal Article","Frontiers in Microbiology","Ian M. Head
Neil D. Gray
Stephen R. Larter
Stephen R. Larter","10.3389/FMICB.2014.00566","https://scispace.com/pdf/life-in-the-slow-lane-biogeochemistry-of-biodegraded-3r1g0n14av.pdf","- **Relevance Score:** 24/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses heavy oil biodegradation in reservoirs, but provides no thermodynamic/exergy analysis, abandonment context, biomarkers, entropy‑viscosity links, or Gouy‑Stodola theorem.","Our understanding of the processes underlying the formation of heavy oil has been transformed in the last decade. The process was once thought to be driven by oxygen delivered to deep petroleum reservoirs by meteoric water. This paradigm has been replaced by a view that the process is anaerobic and frequently associated with methanogenic hydrocarbon degradation. The thermal history of a reservoir exerts a fundamental control on the occurrence of biodegraded petroleum and microbial activity is focussed at the base of the oil column in the oil water transition zone that represents a hotspot in the petroleum reservoir biome. Here we present a synthesis of new microbiological, geochemical and biogeochemical data that expands our view of the processes that regulate deep life in petroleum reservoir ecosystems and highlights interactions of a range of biotic and abiotic factors that determine whether petroleum is likely to be biodegraded in situ, with important consequences for oil exploration and production. We also discuss the role of microbial processes for energy recovery in the future and how this fits within the broader socioeconomic landscape of energy futures."
"From Syntropic Bacteria to Beyond SAGD! The Origin & Impact of Oil Viscosity Variations in Heavy Oil Reservoirs & Routes to Low Carbon Emissions Energy Recovery","https://scispace.com/paper/from-syntropic-bacteria-to-beyond-sagd-the-origin-impact-of-5de0jltgev","2010","Proceedings Article","","Steve Larter
B. Bennett
Ian Donald Gates","10.3997/2214-4609.20144626","https://scispace.com/pdf/from-syntropic-bacteria-to-beyond-sagd-the-origin-impact-of-5de0jltgev.pdf","- **Relevance Score:** 24/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses anaerobic biodegradation of heavy oil by syntrophic bacteria and resulting viscosity gradients, but provides no thermodynamic, exergy, entropy, biomarker, or Gouy‑Stodola analysis.","The recently discovered anaerobic biological conversion of liquid petroleum hydrocarbons to methane in oil reservoirs (methanogenesis), on geological timescales, occurs through biological action by syntrophic bacteria and methanogenic archaea at temperatures as low as 15°C(Head et al., 2003; Jones et al., 2008). As the oil is destroyed from the bottom of the oil column, large vertical and lateral gradients in oil viscosity are formed which impact optimal placements of wells for oil recovery (Larter et al, 2008). Understanding the biodegradation process that produces heavy oil and methane offers great potential both to improve recovery of existing heavy oil resources, through more efficient use of energy during oil recovery and also, potentially, to move away from oil recovery as the major energy process entirely! The discovery of the MADCOR process (Methanogenic Alkane Degradation by Carbon Dioxide Reduction), as it has been termed, raises many possibilities for reduced emission to atmosphere energy recovery (REAR) processes as methane is quantitatively produced from biodegraded alkanes, utilising water as co-reactant, with large amounts of molecular hydrogen being a principal intermediate (Jones et al., 2008)."
"Petrophysical properties of bitumen from the Upper Devonian Grosmont reservoir, Alberta, Canada","https://scispace.com/paper/petrophysical-properties-of-bitumen-from-the-upper-devonian-2lmbhp1vaa","2009","","","Yi Zhao","10.7939/R3MX5N","https://scispace.com/pdf/petrophysical-properties-of-bitumen-from-the-upper-devonian-2lmbhp1vaa.pdf","- **Relevance Score:** 24/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses biodegradation inferred from viscosity trends in Grosmont bitumen, but lacks thermodynamic, exergy, entropy or abandonment/biomarker analysis.",""
