"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"The Impact of Oil Viscosity Heterogeneity on Production Characteristics of Heavy Oil and Tar Sand(HOTS) Reservoirs Part III: The Origin of Highly Non Linear Oil Viscosity Gradients and the Design of Geotailored Recovery Processes Suitable for such Compositionally Graded Reservoirs","https://scispace.com/paper/the-impact-of-oil-viscosity-heterogeneity-on-production-5cc6sgxnmf","2007","","","Steve Larter
Jennifer D. Adams
Ian D. Gates","","https://www.searchanddiscovery.com/abstracts/html/2013/90168cspg/abstracts/ndx_larter.pdf","The world oil inventory is dominated by heavy oils and tar sand (HOTS) bitumens generated almost entirely by the process of biodegradation. This process is a biologically-driven, complex reactive diffusion-dominated in-reservoir oil alteration process that occurs under anaerobic conditions (Aitken et al., 2004) driven by oil-water reactions, usually at the oil column base producing methane and heavy oil as by-products (Head et al, 2003). Because large volumes of lighter hydrocarbon components are consumed by the biological process at the oil-water contact or transition zone, significant vertical and lateral gradients in oil composition and thus oil viscosity result (Larter et al., 2003,2006a,b). The ultimate controls on the increase of oil alteration and thus viscosity rise are related to the oil charge composition and charge rate history (Adams et al., 2006), mixing of fresh and biodegraded oils and diffusion of oil components (Koopmans et al., 2002), the extent of the water leg in the reservoir and nutrient supply, and the reservoir temperature history (Larter et al., 2003; 2006a). Temperature ultimately controls the survival of microrganisms in the subsurface with reservoir pasteurisation at 80 C and above (Wilhelms et al., 2001).",""
"Predicting the Dead Oil Viscosity of Reservoir Fluids: a case study of the Niger Delta","https://scispace.com/paper/predicting-the-dead-oil-viscosity-of-reservoir-fluids-a-case-swge1okap3","2013","Journal Article","Journal of Energy Technologies and Policy","K.F.K. Oyedeko
Ubong William Ulaeto","","https://scispace.com/pdf/predicting-the-dead-oil-viscosity-of-reservoir-fluids-a-case-swge1okap3.pdf","Knowledge of the Dead-oil viscosity is one of the most important factors in developing viscosity empirical correlations because other viscosities are obtained from it. A better accuracy of its model will enhance the accuracy of the overall viscosity parameters. This paper developed a new dead oil viscosity using laboratory PVT experimental data obtained from different oil wells across the Niger Delta. The Model was developed starting with the knowledge of Linear and Non-Linear Multiple regression analyses. A Matrix system was adopted to solve the experimental equations through MATLAB in conjunction with Microsoft Excel Application. Multiple statistical analyses were adopted to ascertain the accuracy of the derived model. The empirical correlation gave a Percent Mean Relative Error of -6.67776, Percent Mean Absolute Relative Error of 25.55437 and a 0.6728 Coefficient of Correlation. It also gave better performance plot, compared with those of existing correlations.Keywords: Dead oil viscosity, Pressure, Volume, Temperature, Multiple statistical analyses.","In this article, a new dead oil viscosity using laboratory PVT experimental data obtained from different oil wells across the Niger Delta was developed starting with the knowledge of Linear and Non-Linear Multiple regression analyses."
"Robust Computational Approach to Determine Condensate Liquid Viscosity","https://scispace.com/paper/robust-computational-approach-to-determine-condensate-liquid-7b7lst4xux36","","","","Omid Hazbeh
Hamzeh Ghorbani
Somayeh Tabasi
Meysam Rajabi
Pezhman Soltani Tehrani
Sahar Lajmorak
Mehdi Ahmadi Alvar
Ahmed E. Radwan","10.1016/j.pce.2025.103880","","The production of gas condensate from condensate gas reservoirs (GCR) presents significant challenges in reservoir engineering management, production, and operations. A crucial factor affecting the production and transport of condensate gas is the condensate liquid viscosity (μlc), which is vital for equations of state and for establishing relationships between PVT properties. This study aims to predict viscosity using five input variables: condensate gravity (API), initial gas-to-condensate ratio (RS), pressure (P), gas specific gravity (γg), and temperature (T). To achieve this, four robust models, previously unused in this domain, were used. Data from 2,160 records were gathered from Iranian reservoirs, with 2,114 data sets retained after outlier elimination using k-means clustering. The study combines multilayer perceptron (MLP) and distance-weighted k-nearest neighbor (DWKNN) networks with two optimizers, independent component analysis (ICA) and the gravitational search algorithm (GSA), to predict μlc. The results indicate that the AI-based hybrid model achieves significantly greater accuracy than the four empirical equations evaluated, with the DWKNN-GSA model outperforming the others in terms of accuracy (R2 = 0.9998, RMSE = 0.0037 cP). Correlation analysis reveals that P, API, and RS highly influence μlc, whereas T and γg have a low impact. A heat map diagram further highlights that γg exerts the highest effect, while API has the lowest impact on μlc. The approach used in this study demonstrates significantly higher accuracy in predicting μlc compared to other published methods and could be applied to the prediction of similar parameters.","This study develops a robust AI-based model to predict condensate liquid viscosity (μlc) using five input variables, achieving higher accuracy (R2 = 0.9998, RMSE = 0.0037 cP) than empirical equations, with pressure, API gravity, and initial gas-to-condensate ratio being key influencing factors."
"Prediction of Difficulty for Developing Heavy Oil Reservoir with Geochemical Parameters","https://scispace.com/paper/prediction-of-difficulty-for-developing-heavy-oil-reservoir-0g5ueo4apid4","","","","赵红静
张春明
梅博文
张敏
尹太举","10.3321/j.issn:0253-2697.2004.03.012","","The viscosity of biodegraded oil is highly correlated to biodegradation degree.The distribution of some biomarkers in oil varies with the different biodegradation degrees.Oil viscosity in negatively correlated to saturated hydrocarbon concentration in oil and w(Pr+ Ph)-to- w(C 30 hopane)ratio,and it is also positively correlated to polar compounds' concentration and w(Pr+Ph)-to-w(nC 17 +nC 18 ) ratio.In addition,oil viscosity has close correlation with w(Pr+Ph)-to-w(carotene) ratio.Those geochemical parameters can be used to predict oil viscosity and thus to preliminarily evaluate oil production difficulty.The predicted resuls from six sand bodies of second member of Sha?3 in Leng-43 block of Liaohe Oilfield show that the viscosity of oil increase with well depth and reaches the highest value near oil-water contact.The distribution of production difficulty in this reservoir is similar to the distribution of oil viscosity.","Researchers developed a geochemical parameter-based model to predict oil viscosity and production difficulty in heavy oil reservoirs, demonstrating its applicability in evaluating oil production challenges in the Leng-43 block of Liaohe Oilfield."
"Data-driven modeling of heavy oil viscosity in the reservoir from geophysical well logs","https://scispace.com/paper/data-driven-modeling-of-heavy-oil-viscosity-in-the-reservoir-1mbjcgd5ph","2018","Journal Article","Petroleum Science and Technology","Arash Kamari
Abdelmoneam Raef
Matthew W. Totten","10.1080/10916466.2018.1468778","","Viscosity is the most crucial fluid property on recovery and productivity of hydrocarbon reservoirs, more particularly heavy oil reservoirs. In heavy and extra heavy oil reservoirs e.g. bitumen and tar sands more energy is required to be injected into the system in order to decrease the viscosity to make the flow easier. Therefore, attempt to develop a reliable and rapid method for accurate estimation of heavy oil viscosity is inevitable. In this study, a predictive model for estimating of heavy oil viscosity is proposed, utilizing geophysical well logs data including gamma ray, neutron porosity, density porosity, resistivity logs, spontaneous potential as well as P-wave velocity and S-wave velocity and their ratio (Vp/Vs). To this end, a supervised machine learning algorithm, namely least square support vector machine (LSSVM), has been employed for modeling, and a dataset was provided from well logs data in a Canadian heavy oil reservoir, the Athabasca North area. The results indicate that the pr...","In this article, a predictive model for estimating heavy oil viscosity is proposed, utilizing geophysical well logs data including gamma ray, neutron porosity, density porosity and resistivity logs, spontaneous potential as well as P-wave velocity and S wave velocity and their ratio (Vp/Vs)."
"Evaluation of Heavy Oil/Bitumen- Solvent Mixture Viscosity Models","https://scispace.com/paper/evaluation-of-heavy-oil-bitumen-solvent-mixture-viscosity-bwoiky417f9n","","","","Y Wen
A Kantzas","10.2118/06-04-04","","High viscosity is a major concern in the recovery of heavy oil and bitumen. Viscosity reduction could be achieved by mixing bitumen with solvents. Cragoe(1) and Shu(2) have developed widely used methods for liquid mixture viscosity predictions. However, in these two models, the viscosities or densities of the heavy oil/bitumen and solvents have to be known at some reference condition.Low field nuclear magnetic resonance (NMR) relaxometry is an effective, non-destructive alternative for determining the petrophysical properties of oil reservoirs. It has also been shown to successfully predict the viscosity of conventional oils, heavy oils, and mixtures of oils with solvents.In this paper, a regression model of experimental data, Cragoe(l), Shu(1), and NMR models are compared with experimental data which were obtained from four heavy oil/bitumen samples mixed with six solvents in different ratios. NMR-based predictions are found to be similar to those of the Shu(2) model and superior to the predictions of the Cragoe(l) model.","This study evaluates viscosity models for heavy oil/bitumen-solvent mixtures, comparing Cragoe, Shu, and NMR-based predictions with experimental data, finding NMR-based predictions similar to Shu's and superior to Cragoe's."
"Modelo matemático para la predicción de la viscosidad de crudos pesados muertos producidos en el Estado Monagas, Venezuela","https://scispace.com/paper/modelo-matematico-para-la-prediccion-de-la-viscosidad-de-2whebtu7fg","2017","Journal Article","","Tomás Darío Marín Velásquez","10.29019/ENFOQUEUTE.V8N3.164","http://scielo.senescyt.gob.ec/pdf/enfoqueute/v8n3/1390-6542-enfoqueute-8-03-00016.pdf","Viscosity is the property of fluids to oppose movement when a cutting effort is applied on them to convey them from one point to another. Heavy oil has a high viscosity greater than 1000 cP, which makes it difficult to transport. The present work shows a mathematical model for the prediction of the viscosity of dead heavy oils produced in the fields of Monagas State, Venezuela. For the development of the work, 25 samples of oil were collected and the viscosity was measured at 5 temperatures, in addition to the API gravity and the percentage of Asphaltenes. The data were introduced in the Statgraphics Centurion XVI statistical package and through multiple regression analysis two mathematical models were obtained, 1) linear multiple and 2) multiple nonlinear; The best model being divided according to its coefficient of determination R2 and the average relative error (ARE). The selected model was compared with the Glaso, Bennison and Naseri models. The nonlinear multiple model with R2 of 0.9792 and ARE of 5.05% was obtained as the best model, surpassing the models of Glaso (35.5% ARR, Bennison (107.5% ARE) and Naseri (61.7% ARE).","In this paper, a mathematical model for the prediction of the viscosity of dead heavy oils produced in the fields of Monagas State, Venezuela was presented, and the best model was compared with the Glaso, Bennison and Naseri models."
"Evaluation of Heavy Oil/Bitumen- Solvent Mixture Viscosity Models","https://scispace.com/paper/evaluation-of-heavy-oil-bitumen-solvent-mixture-viscosity-4xd2ehoh70","2004","Proceedings Article","Journal of Canadian Petroleum Technology","Y. Wen
Apostolos Kantzas","10.2118/2004-065","","High viscosity is a major concern in the recovery of heavy oil and bitumen. Viscosity reduction could be achieved by mixing bitumen with solvents. Cragoe (1) and Shu (2) have developed widely used methods for liquid mixture viscosity predictions. However, in these two models, the viscosities or densities of the heavy oil/bitumen and solvents have to be known at some reference condition. Low field nuclear magnetic resonance (NMR) relaxometry is an effective, non-destructive alternative for determining the pet-rophysical properties of oil reservoirs. It has also been shown to successfully predict the viscosity of conventional oils, heavy oils, and mixtures of oils with solvents. In this paper, a regression model of experimental data, Cragoe (1) , Shu (2) , and NMR models are compared with experimental data which were obtained from four heavy oil/bitumen samples mixed with six solvents in different ratios. NMR-based predictions are found to be similar to those of the Shu (2) model and superior to the predictions of the Cragoe (1) model.","In this article, a regression model of experimental data, Cragoe (1), Shu (2), and NMR models are compared with experimental data which were obtained from four heavy oil/bitumen samples mixed with six solvents in different ratios."
"From Molecular Weight And Nmr Relaxation To Viscosity: An Innovative Approach For Heavy Oil Viscosity Estimation For Real-Time Applications","https://scispace.com/paper/from-molecular-weight-and-nmr-relaxation-to-viscosity-an-3qkkvbl36e","2010","Journal Article","Petrophysics","Ridvan Akkurt
Douglas J. Seifert
Ramsin Y. Eyvazzadeh
Talal M. Al-Beaiji","","","Vertical and lateral viscosity variations in heavy oil reservoirs must be accurately understood for proper reserve assessment, well placement, reservoir simulation and well-test interpretation. Well-logs must be used to determine viscosity trends in the absence of a-priori information or direct viscosity measurements. This paper introduces a novel approach to estimate in-situ heavy oil viscosity using triple-combo and NMR logs. Three components, each with a distinct characteristic NMR relaxation time range and a specific molecular weight, are used to define the heavy oil phase. An empirical transform, built from a database of live oil samples collected in heavy oil reservoirs, is used to compute macroscopic viscosity from the relative volume fractions of the constituents. Case histories presented demonstrate the utility of the methodology in complex carbonate environments. The results clearly show that proper characterization of a heavy oil reservoir requires viscosity information, and interpretations based solely on mobility may have limited success. The case histories also highlight that actual viscosity distributions in heavy oil reservoirs can be quite different from the simple models often used to describe them.","In this article, a novel approach to estimate in-situ heavy oil viscosity using triple-combo and NMR logs is introduced, where three components, each with a distinct characteristic NMR relaxation time range and a specific molecular weight, are used to define the heavy oil phase."
"Radial-basis-function-based nuclear magnetic resonance heavy oil viscosity prediction model for a Kuwait viscous oil field","https://scispace.com/paper/radial-basis-function-based-nuclear-magnetic-resonance-heavy-3px1pjj7dh","2016","Journal Article","Interpretation","Khalid Ahmad
Faisal Hassan
Prasanta Kumar Mishra
Waleed Al-Khamees
Wei Shao
Songhua Chen
Magdalena Traico Sandor
Yuesheng Cheng","10.1190/INT-2015-0121.1","","Characterizing heavy oil viscosity by nuclear magnetic resonance (NMR) relaxation time (T1 and T2) measurements is much more challenging than characterizing light oil viscosities. Crude oils contain a wide range of hydrocarbons, resulting in broad T1 and T2 distributions that vary with the oil composition. Most often, a single geometric mean value T1,gm or T2,gm is correlated with the crude oil viscosity, which cannot accurately account for the inherent complexity of the oil constituent information. Furthermore, as the viscosity increases, some of the protons in the oil relax too quickly to be observable by logging or laboratory NMR instruments. This results in deficiencies of relaxation time and signal amplitude that give rise to apparent T1 and T2 distributions (T1,app and T2,app) and apparent hydrogen index (HIapp). Using T1,app and T2,app distributions in NMR viscosity models could produce erroneous heavy oil viscosity estimations. Several attempts have been made to overcome these challenges b...","In this paper, the authors proposed a method for characterizing heavy oil viscosity by nuclear magnetic resonance (NMR) relaxation time (T1 and T2) measurements, which can accurately account for the inherent complexity of the oil constituent information."
"Defining the Ideal Range for Reducing Oil Viscosity and the Optimal Rate of Steam Injection for a Heavy Oil Field","https://scispace.com/paper/defining-the-ideal-range-for-reducing-oil-viscosity-and-the-4724oh136d","2024","Journal Article","Petroleum & petrochemical engineering journal","S.M. Jafarov","10.23880/ppej-16000381","","Heavy oil reservoirs often lend themselves well to thermal enhanced recovery techniques. Traditional methods like primary production or water injection are less effective due to the high viscosity of the oil. Steam stimulation primarily aims to elevate the reservoir's temperature, thereby reducing the oil's viscosity and improving its flow properties. Steam injection stands as one of the most prevalent thermal recovery methods, commonly applied in heavy oil reservoirs. The primary goal is to validate the process for selecting suitable reservoirs, the physical mechanisms involved, and the simulation characteristics essential for steam recovery. This study establishes the optimal multiplier for reducing oil viscosity and the ideal steam injection rate for heavy oil fields. ","Defining the ideal range for reducing oil viscosity and the optimal rate of steam injection for a heavy oil field. The study establishes the optimal multiplier for reducing oil viscosity and the ideal steam injection rate for heavy oil fields."
