"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Quantification of irreversibilities in practical cyclic processes using exergy analysis and Gouy-Stodola theorem:","https://scispace.com/paper/quantification-of-irreversibilities-in-practical-cyclic-4ieh0rojtv","2018","Journal Article","The International journal of mechanical engineering education","Rajinder Pal","10.1177/0306419017720427","","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Applies Gouy-Stodola theorem for entropy generation in exergy analysis of cyclic processes; does not address heavy oil biodegradation, reservoirs, biomarkers, or viscosity.","The exergy analysis of a process to quantify the irreversibilities is advantageous over the entropy analysis in that it provides the definition of efficiency of a process, referred to as exergetic ..."
"Rethinking loss of available work and Gouy-Stodola theorem","https://scispace.com/paper/rethinking-loss-of-available-work-and-gouy-stodola-theorem-2sto76abfj","2023","Preprint","","Yaodong Tu
Gang Chen","10.48550/arxiv.2307.16041","","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions Gouy-Stodola theorem to relate exergy destruction to entropy generation; does not address heavy oil, biodegradation, reservoir abandonment, biomarkers, or viscosity.","Exergy represents the maximum useful work possible when a system at a specific state reaches equilibrium with the environmental dead state at temperature To. Correspondingly, the exergy difference between two states is the maximum work output when the system changes from one state to the other, assuming that during the processes, the system exchanges heat reversibly with the environment. If the process involves irreversibility, the Guoy-Stodola theorem states that the exergy destruction equals the entropy generated during the process multiplied by To. The exergy concept and the Gouy-Stodola theorem are widely used to optimize processes or systems, even when they are not directly connected to the environment. In the past, questions have been raised on if To is the proper temperature to use in calculating the exergy destruction. Here, we start from the first and the second laws of thermodynamics to unambiguously show that the useful energy loss (UEL) of a system or process should equal to the entropy generation multiplied by an equivalent temperature associated with the entropy rejected out of the entire system. For many engineering systems and processes, this entropy rejection temperature can be easily calculated as the ratio of the changes of the enthalpy and entropy of the fluid stream carrying the entropy out, which we call the state-change temperature. The UEL is unambiguous and independent of the environmental dead state, and it should be used for system optimization rather than the exergy destruction. "
"Irreversibility in river flow","https://scispace.com/paper/irreversibility-in-river-flow-3kqzcs1llk","2015","Journal Article","","Umberto Lucia
Patrizia Buzzi
Giuseppe Grazzini","10.18280/IJHT.34S112","https://scispace.com/pdf/irreversibility-in-river-flow-3kqzcs1llk.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions Gouy-Stodola theorem for entropy generation in river flow analysis, but lacks any discussion of heavy oil, biodegradation, reservoirs, biomarkers, or viscosity.","In the last twenty years, the entropy generation approach has been developed in order to analyse complex systems (open and irreversible) The first applications of the entropy generation extrema theorem were developed on energy systems, but recently, it has also been extended to biological systems in order to evaluate their stationary states In this paper, the entropy generation is analyzed in relation to the hydrological and hydraulic behaviour of rivers An example is developed on the Tanaro River in Piedmont (Italy)"
"Pitfalls of Exergy Analysis","https://scispace.com/paper/pitfalls-of-exergy-analysis-2p62o7uhdv","2017","Journal Article","Journal of Non-Equilibrium Thermodynamics","Petr Vágner
Michal Pavelka
František Maršík","10.1515/JNET-2016-0043","https://scispace.com/pdf/pitfalls-of-exergy-analysis-2p62o7uhdv.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions Gouy–Stodola theorem and exergy analysis pitfalls, but provides no discussion of heavy oil, biodegradation, reservoirs, biomarkers, or viscosity effects.","The well-known Gouy–Stodola theorem states that a device produces maximum useful power when working reversibly, that is with no entropy production inside the device. This statement then leads to a method of thermodynamic optimization based on entropy production minimization. Exergy destruction (difference between exergy of fuel and exhausts) is also given by entropy production inside the device. Therefore, assessing efficiency of a device by exergy analysis is also based on the Gouy–Stodola theorem. However, assumptions that had led to the Gouy–Stodola theorem are not satisfied in several optimization scenarios, e.g. non-isothermal steady-state fuel cells, where both entropy production minimization and exergy analysis should be used with caution. We demonstrate, using non-equilibrium thermodynamics, a few cases where entropy production minimization and exergy analysis should not be applied."
"Comparison of entropic and exergetic methods of quantification of loss of power due to irreversibilities in real processes using the Gouy–Stodola theorem:","https://scispace.com/paper/comparison-of-entropic-and-exergetic-methods-of-zhlxyloef4","2019","Journal Article","The International journal of mechanical engineering education","Rajinder Pal","10.1177/0306419017749801","https://journals.sagepub.com/doi/pdf/10.1177/0306419017749801","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions Gouy–Stodola theorem for entropy generation analysis, but does not discuss heavy oil biodegradation, reservoirs, biomarkers, or viscosity.","Thermodynamics offers two methods of quantification of irreversibilities in real processes, namely entropy generation method and exergy destruction method. The engineering students in different dis..."
"Elements of a Heavy Oil Technology Development Program","https://scispace.com/paper/elements-of-a-heavy-oil-technology-development-program-16706k7i3n","2009","","","Osvair V. Trevisan
Fernando A. França
Clarissa A. Okabe
Antônio C. Lisboa","","https://scispace.com/pdf/elements-of-a-heavy-oil-technology-development-program-16706k7i3n.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions heavy oils formed by biodegradation but provides no analysis of biodegradation, thermodynamics, exergy, biomarkers, entropy, or Gouy‑Stodola applications.","Prospective studies point out that in the short to medium-term, Brazil will incorporate 4 bil- lion barrels to its proved reserves of heavy oil due to ad- vancements in production techniques. As a result, Brazil- ian reserves of heavy oil will reach 7 billion barrels, taking more than a 40% share in the proven volumes. These figures do not account for the reserves of 2 billion barrels of extra-heavy oils that exist in the offshore field of Membro Siri, Campos Basin. Advancements in heavy oil produc- tion techniques will certainly match those numbers as they may unveil new scenarios and even bring closer the pro- duction onset of extra-heavy oils from off-shore fields. Around the world heavy oil has been discovered when looking for conventional oil; and its reservoirs have gener- ally been produced by applying the same techniques as those in the production of light oil. The predictable consequence is that the remaining resources associated with conventional oils have a smaller participation in available natural energy resources, increasing the importance of those resources asso- ciated with heavy oils. On the production side, worldwide the percentage of heavy oils is now slightly over 10%; in Brazil the proportion is still negligible. However, in order to assure the present favorable demand-production relationship, the medium term per- spective requires that the Brazilian share of such oils be above 20% of total produced volume. To accomplish this, the country must develop an integrated program of technol- ogy development. The program must focus on the search for technological solutions supported by scientific knowledge to overcome the challenges associated with the explotation of heavy oil reservoirs located in Brazil's coastal waters. Seek- ing to supplement the efforts of specific corporate programs, technical managers from oil companies and members of the academic community have convened to propose prospective solutions and to set the priority for 40 previously selected projects. The present paper unveils the main conclusions drawn, starting from the challenges posed by all branches of the area, to the actions envisioned to tackle them."
"The Exergy Fields in Processes","https://scispace.com/paper/the-exergy-fields-in-processes-4e5ft4pjyx","2008","Proceedings Article","","Noam Lior","10.1063/1.2979055","https://scispace.com/pdf/the-exergy-fields-in-processes-4e5ft4pjyx.pdf","- **Relevance Score:** 10/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Reviews exergy analysis for combustion and desiccation processes; does not address heavy oil biodegradation, reservoir abandonment, biomarkers, or viscosity effects, only briefly mentions Gouy historically.","This paper is a very brief review of the method for analyzing the space and time dependent exergy and irreversibility fields in processes. It presents the basic equations, the method for their use, and three examples from the work of the author and his former graduate students: flow desiccation, combustion of oil droplets, and combustion of pulverized coal. Conclusions from this Second Law analysis are used to attempt process improvement suggestions."
"Investigating Improved Oil Recovery in Heavy Oil Reservoirs","https://scispace.com/paper/investigating-improved-oil-recovery-in-heavy-oil-reservoirs-olcrfevqu6rq","2022","Journal Article","","Etim H. Idorenyin
Ezeddin Shirif
Hassan S. Hassan","10.36602/jsba.2022.14.17","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","Primary production mechanisms do not recover an appreciable fraction of the hydrocarbon initially in place (HIIP). Practical knowledge has shown that, at the point when the natural energy in a heavy oil reservoir is nearly or altogether depleted, the recovery factor does not exceed about 20%. Some heavy oil reservoirs do not produce at all by natural drive mechanisms. This often necessitates adopting a production improvement strategy to augment recovery. Prior to implementing an improved oil recovery method (either secondary or tertiary) in the field, it is very important to investigate its potential for success. Reservoir simulation is part of a continuous learning process used to gain insight into the feasibility and applicability of improved oil recovery methods. In this project, GEM compositional reservoir simulator has been used to study the efficiencies of different improved oil recovery strategies, ranging from waterflooding to solvent injection. The drainage volume investigated is a hypothetical box-shaped heavy oil reservoir composed of three distinct permeable layers. "
"Defining the Ideal Range for Reducing Oil Viscosity and the Optimal Rate of Steam Injection for a Heavy Oil Field","https://scispace.com/paper/defining-the-ideal-range-for-reducing-oil-viscosity-and-the-4724oh136d","2024","Journal Article","Petroleum & petrochemical engineering journal","S.M. Jafarov","10.23880/ppej-16000381","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on steam injection to lower oil viscosity, without addressing biodegradation, exergy, biomarkers, entropy generation, or Gouy-Stodola.","Heavy oil reservoirs often lend themselves well to thermal enhanced recovery techniques. Traditional methods like primary production or water injection are less effective due to the high viscosity of the oil. Steam stimulation primarily aims to elevate the reservoir's temperature, thereby reducing the oil's viscosity and improving its flow properties. Steam injection stands as one of the most prevalent thermal recovery methods, commonly applied in heavy oil reservoirs. The primary goal is to validate the process for selecting suitable reservoirs, the physical mechanisms involved, and the simulation characteristics essential for steam recovery. This study establishes the optimal multiplier for reducing oil viscosity and the ideal steam injection rate for heavy oil fields. "
"Driving process of multi-field synergy with exergy transfer analysis","https://scispace.com/paper/driving-process-of-multi-field-synergy-with-exergy-transfer-4u9kq30q73","2010","Journal Article","Journal of Daqing Petroleum Institute","Liu Yang
Cheng Qinglin
Xiang Xinyao","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes multi-field synergy using exergy transfer theory for crude oil processes, but provides no discussion of biodegradation, heavy oil, reservoirs, biomarkers, entropy, viscosity, or Gouy‑Stodola.","The serial research results for driving process of multi-field synergy described and analyzed with exergy transfer theory are introduced,including the phenomenological equations of exergy transfer process for multi-fields,the innate mechanism of multi-field synergy for exergy transfer process,the rationality of using exergy transfer to describe displacement process of multi-field synergy and the multi-field synergy mechanism for the thermal driving process of crude oil based on exergy transfer theory. The important questions to be solved for further deep research are also pointed out."
"Diagnosis of the state of the reservoir system based on the entropy approach","https://scispace.com/paper/diagnosis-of-the-state-of-the-reservoir-system-based-on-the-3qh04vyg","2022","Journal Article","Elmi əsərlər","Dinara F. Guseynova","10.5510/ogp20220200667","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses entropy analysis for oil reservoir development, but provides no discussion of heavy oil biodegradation, exergy, biomarkers, viscosity effects, or Gouy‑Stodola theorem.","Investigation of the energy balance of the oil fields development process by thermodynamic methods shows that the production of reservoir fluids leads to irreversible energy losses, and the use of optimal operating conditions minimizes these losses. Studies were conducted to determine the degree of order of the reservoir system, based on an analysis of the positive and negative signs of production values and changes in the entropy increment, an estimation was made of the self-organization of dynamic open systems far from the equilibrium state. Based on the concept of entropy production, an analysis was made of the main technological data of the oilfield development, which allowed us to determine the boundaries of the transient processes of the reservoir system and evaluate the estimated recoverable oil volumes. The proposed approach, taking into account the reservoir system transient processes using dynamic analysis and the concept of entropy production, allows to obtain reliable predicted values of the recoverable volumes of hydrocarbons and make reasoned decisions on choosing a strategy for oil and gas fields development. Keywords: oil field; development; entropy production; echnological development indicators."
"Desarrollo de un modelo de simulación térmica y composicional para estudiar el impacto en el recobro de crudo y cambios de composición durante la coinyección de vapor y gases no condensables en yacimientos de crudo pesado","https://scispace.com/paper/desarrollo-de-un-modelo-de-simulacion-termica-y-56x7jpcgc3","2019","","","Nicolás Bueno Zapata","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","La evolucion constante de las tecnicas de recobro termico en yacimientos de crudo pesado, obliga a la simulacion de yacimientos a actualizarse constantemente para reproducir en mayor detalle el acople de fenomenos complejos. La coinyeccion de gases y vapor para recobro mejorado de crudo pesado ha tomado relevancia en el tiempo reciente debido a la capacidad aislante que estos tienen, mejorando el contacto de crudo y vapor. En este trabajo se describe un modelo matematico robusto para acoplar los fenomenos de transporte de materia y energia, respetando el equilibrio termodinamico mediante una ecuacion de estado cubica. Algunos fenomenos adicionales, como la reduccion de saturaciones residuales y las perdidas de calor por rocas adyacentes, tambien fueron incorporados para capturar los mecanismos de mejora mas relevantes que han sido encontrados en la literatura reciente de la coinyeccion de gases ligeros y vapor. El modelo matematico fue discretizado mediante el metodo de los volumenes finitos, permitiendo obtener expresiones numericas para las ecuaciones residuales. Un proceso de solucion iterativo implicito, basado en el metodo de Newton, fue disenado e implementado en lenguaje computacional (modelo DFTmp). El metodo de solucion desarrollado es flexible y permite la incorporacion de ecuaciones de flujo adicionales para simular procesos de recobro complejos que involucran la inyeccion de agentes quimicos como surfactantes y nanoparticulas. El modelo DFTmp fue validado mediante la comparacion de sus resultados con aquellos obtenidos de simuladores comerciales y soluciones analiticas. Finalmente fue evaluado un proceso de inyeccion de vapor y gases ligeros en un yacimiento de crudo pesado. Para este proceso, se caracterizo una mezcla de crudo pesado y sus propiedades fueron ajustadas usando informacion de pruebas PVT reales. Estos resultados se adaptaron para simular un proceso de coinyeccion a condiciones de campo. Esta tesis finalmente plantea un modelo robusto que fue la base del desarrollo de otros modulos que reproducen casos complejos de recobro como inyeccion de polimeros, surfactantes o nanoparticulas, cuyos impactos al flujo estan dados por cambios en variables complejas como tension interfacial, cambios de mojabilidad o cineticas de reaccion en procesos de mejoramiento in-situ."
