"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"The effects of biodegradation on biomarker maturity indicators in sequentially biodegraded oils from Liaohe Basin, China","https://scispace.com/paper/the-effects-of-biodegradation-on-biomarker-maturity-2doih65qo9","2009","Journal Article","Science in China Series D: Earth Sciences","JianPing Bao
CuiShan Zhu","10.1007/S11430-009-5015-7","https://www.sciengine.com/doi/pdf/a3a592038b2c44b9a8d1729ef2966fa9","… And the burial depth of reservoirs and the position relative to fault are important factors to … affect their density and viscosity. In fact, the effect of biodegradation on the viscosity of crude oil …","By aid of gas chromatogram/mass spectrometry (GC-MS), the distributions and the compositions of biomarkers in a set of sequentially biodegraded oils from Liaohe Basin, China, have been quantitatively analyzed, and it has been found that during the biodegradation process of crude oils, the molecular maturity parameters such as Ts/Tm, homohopane C31 22S/(22S+22R) and sterane C29 20S/(20S+20R) ratios will be affected to different extent The results show that except homohopane C31 22S/(22S+22R) ratio, Ts/Tm ratio will decrease with increasing biodegradation, but for C29 20S/(20S+20R) ratio, it will almost remain constant in slightly and moderately biodegraded oils, and then will increase quickly in severely biodegraded oils The main reason is that there are some differences in the ability of resistant biodegradation for different isomer of biomarkers with different stereo configuration, resulting in the fact that destroying rate by bacteria for those biomarkers with weak ability will be higher than those with strong ability in resistant biodegradation For example, 18α(H)-22,29,30-trisnorhopanes (Ts) will be destroyed more quickly than 17α(H)-22,29,30-trisnorshopanres (Tm), and 20R isomer is more quickly than 20S isomer for C29 sterane, resulting in the relative ratios changed with increasing biodegradation Therefore, much more attention should be paid to the biodegradation extent of crude oils and the type of biomarker maturity indicators, when the distributions and the compositions of biomarkers in biodegraded oils are used to determine the maturity of biodegraded oils"
"Biomarker Molecular Indicators Predict Biodegraded Heavy Oil Physical Properties: A Case from Dongying Depression, Eastern China","https://scispace.com/paper/biomarker-molecular-indicators-predict-biodegraded-heavy-oil-4z5sgev0ja","2012","Journal Article","Advanced Materials Research","Zhong Hong Chen","10.4028/WWW.SCIENTIFIC.NET/AMR.524-527.2069","","… may vary by several orders of magnitude within a single penetrated reservoir section [1]. … heavy, very viscous oils is a significant element in the future, and heavy-oil production is likely to …","To determine reliable molecular thermal maturity parameters for prediction of the physical properties of biodegraded oils, a suite of oils including 11 biodegraded oils from Caoqiao oilfield and 5 non-biodegraded oils from Wangjiagang oilfield in Dongying depression in Bohai-bay basin, eastern of China were analyzed. The oils were selected in a wide range of viscosity in order to investigate the relation between the parameters and oil properties. The data show the effects of biodegradation on some molecular thermal maturity parameters: C29 sterane parameters C2920S/(20S+20R) and C29ββ/(ββ+αα) increased apparently under heavy biodegradation (rank 6~7); parameters C3122S/(22S+22R), C3222S/(22S+22R), C293-methyl/C29 4-methyl, (C28+C29Tricyclics)/Ts and (C28+C29Tricyclics)/ (C28+C29Tricyclics +Ts) showed effects from heavy biodegradation (rank 6~7), and terpanes parameters Ts/(Ts+Tm), C29Ts/(C29Ts+C29Tm) and aromatic C20/(C28+C20), (C20+C21)/(C20+C21+C26+C27+C28) and D(3-6)/(D3-6+ C29 4-methylstigmastane 20R showed no effect from heavy biodegradation. Based on the comparison, the molecular maturity parameters C26 to C28 triaromatic parameters C26S/ (C26S+C28S), C27R/(C27R+C28R), C28/(C26+C27+C28) and tricyclic terpanes parameters C19/(C19+C23) were recommended to predict the physical properties of biodegraded oil for these parameters showed no effects from biodegradation(rank 6~7) and better relations with oil physical properties compared to other parameters. Some quantificational equations between these molecular thermal maturity parameters and the physical properties of biodegraded oils were inferred, which may assist in predicting the viscosity and API gravity of reservoired oils before production."
"The origin, prediction and impact of oil viscosity heterogeneity on the production characteristics of tar sand and heavy oil reservoirs","https://scispace.com/paper/the-origin-prediction-and-impact-of-oil-viscosity-3rvpm019x4","2006","Journal Article","Journal of Canadian Petroleum Technology","Stephen R. Larter
Jennifer D. Adams
Ian D. Gates
Barry Bennett
Haiping Huang","10.2118/08-01-52","","… tar sand and heavy oil reservoirs. The impact of viscosity variations in a heavy oil reservoir on … Numerical thermal reservoir simulations reveal that oil viscosity heterogeneity (ie a vertical …","A defining characteristic of heavy and super heavy oilfields is the large spatial variation in fluid properties, such as oil viscosity, commonly seen within the reservoirs. Traditional heavy oil and tar sand exploration and production strategies rely significantly on the characterization of key reservoir heterogeneities and assessment of fluid saturations. while it is important to understand how these properties vary, the spatial distribution of fluid properties can often dominate production behaviour but surprisingly, are usually ignored! Heavy oil and tar sands are formed by microbial degradation of conventional crude oils over geological timescales. Constraints such as oil charge mixing, reservoir-temperature dependant biodegradation rate and supply of water and nutrients to the organisms ultimately dictate the final distribution of API gravity and viscosity found in heavy oil fields. Large-scale lateral and small-scale vertical variations in fluid properties due to interaction of biodegradation and charge mixing are common, with up to orders of magnitude variation in viscosity over the thickness of a reservoir. These variations are often predictable and can be integrated into reservoir simulation models in a manner similar to specifying geological heterogeneity. In this work, we describe and illustrate quantitative geological controls on fluid property variations and show how petroleum geochemistry can be used to rapidly produce high resolution fluid property images of tar sand and heavy oil reservoirs. The impact of viscosity variations in a heavy oil reservoir on production depends on recovery method. Numerical thermal reservoir simulations reveal that oil viscosity heterogeneity (i.e. a vertical viscosity profile in the reservoir) lowers the oil production volumes from steam assisted gravity drainage (SAGD) in geologically realistic reservoirs compared to results from equivalent models run with uniform average viscosity profiles. Similar results are found for the cyclic steam stimulation (CSS) process. In cases with viscosity profiles, the relatively high viscosity at the base of the reservoir slows the growth of the steam chambers relative to that in uniform viscosity reservoirs. We also describe how the chemical fluid heterogeneities can be used to predict oil viscosity from well cuttings and/or core or to de-mix produced oils into zonal contributions from different parts of the production well."
"… implications of a spill-fill sequence of reservoir charge coupled with viscosity and asphaltene gradients from a combination of water washing and biodegradation","https://scispace.com/paper/jYou_AlXfmYJ","","","","JC Forsythe
I De Santo
R Martin
R Tyndall","","","… , if reservoir charging occurs at lower temperatures, then biodegradation can occur and can yield a complex viscosity … Other biomarkers in this region can be used for other geochemical …",""
"Effect of biodegradation on biomarkers released from asphaltenes","https://scispace.com/paper/effect-of-biodegradation-on-biomarkers-released-from-5yi3gx6rvf","2008","Journal Article","Organic Geochemistry","Taís Freitas da Silva
Débora A. Azevedo
Mario Duncan Rangel
Rosane Alves Fontes
Francisco Radler de Aquino Neto","10.1016/J.ORGGEOCHEM.2008.03.015","","… to occlude other molecules such as biomarkers. This could hinder the secondary alteration of biomarkers that occurs in oil reservoirs; these biomarkers could, therefore, be considered …",""
"Pristine biomarker compositions recovered from biodegraded oil samples using MSSV-Hy","https://scispace.com/paper/pristine-biomarker-compositions-recovered-from-biodegraded-3up0za8zyz","2023","Preprint","","Shengyu Yang
Brian Horsfield
Kai Mangelsdorf
Rolando di Primio
Joachim Rinna
Alexander Hartwig
Antonio Martín-Monge
R. Tocco
Rouven Elias","10.2139/ssrn.4675881","https://gfzpublic.gfz.de/rest/items/item_5027021_3/component/file_5027299/content","… when free biomarkers are altered by biodegradation. … Biodegradation leads to an increase in density, viscosity, and the … observation, biodegradation is usually detected in reservoirs with …","Oil-source and oil-oil correlations are challenging when the primary chemical composition of petroleum was altered or destroyed by biodegradation. Biomarkers that are bound to macromolecular matrices rather than being in a free form are largely protected from alteration and may therefore offer a solution to the challenges. Using Microscale Sealed Vessel Catalytic Hydrogenation (MSSV-Hy), the bound biomarkers of two North Sea and two Barents Sea oil samples, with varying levels of biodegradation, were released from their respective asphaltenes. Despite biodegradation having changed the relative concentrations of steranes (C27-C30 steranes) and hopanes (C29-C30 hopanes) in the free biomarker fraction to varying degrees, the asphaltene-bound biomarkers were protected and show pristine ratios unaffected by biodegradation, e.g., the relative content of C27-C29 steranes, the C30/C29 sterane ratio, and the C29/C30 hopane ratio. Empirical calibration then allows these bound biomarkers to be converted into regular biomarker ratios. The MSSV-Hy technique has been shown to be an efficient and effective tool for releasing asphaltene-bound biomarkers from biodegraded oil and revealing genetic information when free biomarkers are altered by biodegradation. "
"The impact of geological and microbiological processes on oil composition and fluid property variations in heavy oil and bitumen reservoirs","https://scispace.com/paper/the-impact-of-geological-and-microbiological-processes-on-4ajq0u20p4","2008","Dissertation","","Jennifer Jane Adams","10.11575/PRISM/2991","https://www.collectionscanada.gc.ca/obj/thesescanada/vol2/002/NR69474.PDF?is_thesis=1&oclc_number=812063525","… variations in bitumen viscosity with reservoir depth adversely … Regional decreasing biodegradation trends to the west in … largely on saturated hydrocarbon biomarker compounds. A …",""
"Biomarker gradients of super-viscous oil as an estimation method of oil-water distribution","https://scispace.com/paper/biomarker-gradients-of-super-viscous-oil-as-an-estimation-2xofykuznc","2019","Journal Article","Geosystem Engineering","Artem E. Chemodanov
Vladislav A. Sudakov
Rinat Khayrtdinov
Regina Safina","10.1080/12269328.2019.1603124","","… The entire oil reservoir from the top to the bottom is a zone OWTZ, which is … the reservoir, with different rates, biodegradation processes of the SVO occur and the distribution of biomarker …","In this article, we consider a promising method for estimating the water saturation of a super-viscous oilfield (hereinafter, SVO field) in the case of Cheremshansky oilfield, Russian Feder..."
"How to predict biodegradation risk and reservoir fluid quality","https://scispace.com/paper/0kkafz3VSYIJ","","","","A Yu
G Cole
G Grubitz
F Peel","","https://www.researchgate.net/profile/Gary-Cole-5/publication/287715607_How_to_predict_biodegradation_risk_and_reservoir_fluid_quality/links/5729338308ae057b0a034119/How-to-predict-biodegradation-risk-and-reservoir-fluid-quality.pdf","… In general, oil gravity and viscosity in reservoirs are influenced by three components: 1) … 6 Peters, KE and JM Moldowan, “The biomarker guide—interpreting molecular fossils in …",""
"Origin of Mesozoic biodegraded crude oils from the eastern Chepaizi Uplift (Junggar Basin) constrained by the biomarker recovery method","https://scispace.com/paper/origin-of-mesozoic-biodegraded-crude-oils-from-the-eastern-2cz6b1ps","2023","Journal Article","Energy & Fuels","Zhaoyang Wang
Xiangchun Chang
Youde Xu
Pengfei Zhang
Bingbing Shi
Tianchen Ge
Yanfang Yin
Lei Su","10.1021/acs.energyfuels.2c03750","","… Allowing for this extremely high biodegradation case, this study adopted a biomarker recovery method to recover … The biodegradation of TTs and C24-Tet occurred in reservoirs having …","The Mesozoic (Jurassic and Cretaceous) sandstone reservoirs in the eastern Chepaizi Uplift of the Junggar Basin (NW China) have become hot targets in recent years for their substantial amounts of oils discovered. However, the oil origin has been a controversial issue due to biodegradation. In this study, hierarchical cluster analysis and principal component analysis show that the Mesozoic crude oils can be divided into three oil families (A1, A2, and A3). Meanwhile, the biodegradation level of the three oil families (PM 6 to 9+) was evaluated based on the PM scale and the parameter-stripping method of strongly resistant parameters. Allowing for this extremely high biodegradation case, this study adopted a biomarker recovery method to recover the original appearances of the three oil families. Here, eight parameters related to hopane (H), tricyclic terpane (TT), and C24-tetracyclic terpane (C24 Tet) were recovered, the dispersion of eight parameter sets is significantly reduced, and the geochemical characteristics are more obvious, especially for TT. Thus, this reliability and robustness, as well as the similarity between the source rock and the biodegraded crude oils, encourage us to perform oil–source correlation. The oil–source correlation revealed that family A1 was derived from the Permian source rocks in the Shawan Sag, family A2 was mainly derived from the Permian source rocks in the Shawan Sag and mixed with a small amount of oils generated by the Jurassic source rocks in the Sikeshu Sag and the Carboniferous source rocks in the Chepaizi Uplift, and family A3 mainly originated from the Permian source rocks in the Shawan Sag mixed with a small amount of oil produced by the Carboniferous source rocks in the Chepaizi Uplift. This conclusion is also further supported by effective biomarker parameters and a stable carbon isotope (δ13C), discriminant analysis, hydrocarbon migration, and restored paleogeomorphology. The parameter recovery is evidenced as one of the most useful methods and showed higher resolution than the conventional oil–source correlation to identify the origins of biodegraded oils. "
