"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Life in the slow lane; biogeochemistry of biodegraded petroleum containing reservoirs and implications for energy recovery and carbon management","https://scispace.com/paper/life-in-the-slow-lane-biogeochemistry-of-biodegraded-3r1g0n14av","2014","Journal Article","Frontiers in Microbiology","Ian M. Head
Neil D. Gray
Stephen R. Larter
Stephen R. Larter","10.3389/FMICB.2014.00566","https://scispace.com/pdf/life-in-the-slow-lane-biogeochemistry-of-biodegraded-3r1g0n14av.pdf","Our understanding of the processes underlying the formation of heavy oil has been transformed in the last decade. The process was once thought to be driven by oxygen delivered to deep petroleum reservoirs by meteoric water. This paradigm has been replaced by a view that the process is anaerobic and frequently associated with methanogenic hydrocarbon degradation. The thermal history of a reservoir exerts a fundamental control on the occurrence of biodegraded petroleum and microbial activity is focussed at the base of the oil column in the oil water transition zone that represents a hotspot in the petroleum reservoir biome. Here we present a synthesis of new microbiological, geochemical and biogeochemical data that expands our view of the processes that regulate deep life in petroleum reservoir ecosystems and highlights interactions of a range of biotic and abiotic factors that determine whether petroleum is likely to be biodegraded in situ, with important consequences for oil exploration and production. We also discuss the role of microbial processes for energy recovery in the future and how this fits within the broader socioeconomic landscape of energy futures.","A synthesis of new and existing microbiological, geochemical, and biogeochemical data is presented that proposes that the salinity of reservoir formation waters exerts a key control on the occurrence of biodegraded heavy oil reservoirs and introduces the concept of palaeopickling."
"Evaluating Degradation Coefficients from Existing System Models","https://scispace.com/paper/evaluating-degradation-coefficients-from-existing-system-4iwf874y31","2021","Journal Article","","Jude A. Osara
Michael D. Bryant","10.3390/APPLMECH2010010","https://www.mdpi.com/2673-3161/2/1/10/pdf","A generalization of the Degradation-Entropy Generation (DEG) theorem to multi-disciplinary multi-physics system-process analysis via a combination with pre-existing system models is presented in this article. Existing models and the DEG methodology are reviewed, and a method for evaluating degradation coefficients Bi is proposed. These coefficients characterize the system’s transformation based on active dissipative mechanisms, including temperature effects. The consistency of entropy generation in characterizing degradation is then inherited by these often-empirical system models, thereby rendering them more robust and applicable to similar systems without the need for numerous tests and measurements for model corrections. The approach applies to all systems and can quickly analyze and predict a system’s performance and degradation, even in the absence of experimental data (using known properties and material constants). Demonstrated applications herein include mechanically loaded systems (frictional wear, grease shearing, fatigue loading), electrochemical energy systems, thermal processes, and others.","A generalization of the Degradation-Entropy Generation (DEG) theorem to multi-disciplinary multi-physics system-process analysis via a combination with pre-existing system models is presented, rendering them more robust and applicable to similar systems without the need for numerous tests and measurements for model corrections."
"Defining the Ideal Range for Reducing Oil Viscosity and the Optimal Rate of Steam Injection for a Heavy Oil Field","https://scispace.com/paper/defining-the-ideal-range-for-reducing-oil-viscosity-and-the-4724oh136d","2024","Journal Article","Petroleum & petrochemical engineering journal","S.M. Jafarov","10.23880/ppej-16000381","","Heavy oil reservoirs often lend themselves well to thermal enhanced recovery techniques. Traditional methods like primary production or water injection are less effective due to the high viscosity of the oil. Steam stimulation primarily aims to elevate the reservoir's temperature, thereby reducing the oil's viscosity and improving its flow properties. Steam injection stands as one of the most prevalent thermal recovery methods, commonly applied in heavy oil reservoirs. The primary goal is to validate the process for selecting suitable reservoirs, the physical mechanisms involved, and the simulation characteristics essential for steam recovery. This study establishes the optimal multiplier for reducing oil viscosity and the ideal steam injection rate for heavy oil fields. ","Defining the ideal range for reducing oil viscosity and the optimal rate of steam injection for a heavy oil field. The study establishes the optimal multiplier for reducing oil viscosity and the ideal steam injection rate for heavy oil fields."
"Anaerobic Biodegradation of Petroleum Hydrocarbons and Enlightenment of the Prospects for Gasification of Residual Oil","https://scispace.com/paper/anaerobic-biodegradation-of-petroleum-hydrocarbons-and-3p1ug3vzzx","2015","","","Wang Li-Ying Mbadinga
Serge Maurice Li
Hui Liu
Jin-Feng Yang
Shi-Zhong Mu Bo-Zhong","","","The conversion of residual oil to natural gas by anaerobic microorganisms could substantially improve the exploitation and utilization of oil resources. The recovery of methane gas as an alternate form of energy from unrecoverable crude oil may offer a route to economic production of energy from petroleum reservoirs. This review summarizes recent progress about microbial communities, reactions thermodynamics and kinetics involved in the anaerobic biodegradation of petroleum hydrocarbons and the subsequent conversion to methane gas. The feasibility and potential for energy recovery via methanogenesis of residual oil is also discussed. Furthermore, we provide new insights for further studies about this forefront technology.","In this paper, a review summarizes recent progress about microbial communities, reactions thermodynamics and kinetics involved in the anaerobic biodegradation of petroleum hydrocarbons and the subsequent conversion to methane gas."
"Investigating Improved Oil Recovery in Heavy Oil Reservoirs","https://scispace.com/paper/investigating-improved-oil-recovery-in-heavy-oil-reservoirs-olcrfevqu6rq","2022","Journal Article","","Etim H. Idorenyin
Ezeddin Shirif
Hassan S. Hassan","10.36602/jsba.2022.14.17","","Primary production mechanisms do not recover an appreciable fraction of the hydrocarbon initially in place (HIIP). Practical knowledge has shown that, at the point when the natural energy in a heavy oil reservoir is nearly or altogether depleted, the recovery factor does not exceed about 20%. Some heavy oil reservoirs do not produce at all by natural drive mechanisms. This often necessitates adopting a production improvement strategy to augment recovery. Prior to implementing an improved oil recovery method (either secondary or tertiary) in the field, it is very important to investigate its potential for success. Reservoir simulation is part of a continuous learning process used to gain insight into the feasibility and applicability of improved oil recovery methods. In this project, GEM compositional reservoir simulator has been used to study the efficiencies of different improved oil recovery strategies, ranging from waterflooding to solvent injection. The drainage volume investigated is a hypothetical box-shaped heavy oil reservoir composed of three distinct permeable layers. ","This study investigates improved oil recovery methods in heavy oil reservoirs using GEM compositional reservoir simulator, evaluating the efficiencies of waterflooding and solvent injection strategies in a hypothetical box-shaped reservoir with three permeable layers."
"Study of “two boxes” analysis models of coupled thermal flow in heavy oil reservoirs and their application","https://scispace.com/paper/study-of-two-boxes-analysis-models-of-coupled-thermal-flow-1sxz6iasj3","2012","Journal Article","Chinese journal of rock mechanics and engineering","Song Yongchen","","","There are coupled thermo-hydro-mechanical processes in the thermal recovery producing and their analysis models and methods are insufficient at present.According to development characteristics of heavy oil reservoir,the ""two boxes"" analytical methods in the reservoir heat and mass transfer processes are proposed.""Black box"" analytical method as a general analytical method rules out internal heat and mass transmission in reservoir porous media,and includes energy transfer process between reservoirs and outside and energy change within the system.""White box"" analytical method as a fine analytical method contains ""black method"" and it also studies energy conversion process system among internal parts.On this basis,numerical simulation and analysis by CMG software are carried out and the judgment criterion of finding vapor condensation area and its front finger during thermal recovery is proposed.This research gives basic theories for further research of flow characteristics in heavy oil thermal recovery injection process and improvement of the oil and gas recovery during tertiary recovery.","According to development characteristics of heavy oil reservoir, the ""two boxes"" analytical methods in the reservoir heat and mass transfer processes are proposed in this article, and the judgment criterion of finding vapor condensation area and its front finger during thermal recovery is proposed."
"Advances in Heavy Oil Recovery","https://scispace.com/paper/advances-in-heavy-oil-recovery-hkg5xpuv9b","2007","","","C. Bravo
Puneet K. Singh Gill","","https://scispace.com/pdf/advances-in-heavy-oil-recovery-hkg5xpuv9b.pdf","With the depletion of conventional crude oil reserves in the world, heavy oil and bitumen resources appear to have great potential to meet the future demand for petroleum products. However, oil recovery from those sources is fraught with difficulties as compared to conventional oil reservoirs primarily due to high viscosity even under thermodynamic reservoir conditions, which creates special production challenges. Conventional enhanced oil recovery methods also possess important limitations, ranging from operational difficulties to predictive capabilities. With the advent of innovative drilling technologies, in-situ injection of fluids, simulation and monitoring techniques, heavy-oil reservoirs have been rendered profitable assets. This paper analyzes various recovery techniques for heavy oil production and identifies limitations of present models to evaluate the efficacy of solvents (gases) injection in heavy oil reservoirs as an enhanced oil recovery method. The so far known viscous fingering phenomenon is reviewed considering bubble nucleation events at high oil viscosity as being more probable than bubble growth and coalescence. Possible effects on relative permeability under different operation conditions are discussed.","In this paper, the authors analyze various recovery techniques for heavy oil production and identify limitations of present models to evaluate the efficacy of solvents (gases) injection in heavy oil reservoirs as an enhanced oil recovery method."
"The Potential of Heavily And Severely Biodegraded Oils to be Partly Upgraded During High Temperature Thermal Recovery Conditions","https://scispace.com/paper/the-potential-of-heavily-and-severely-biodegraded-oils-to-be-3mcv1hklcr","2009","","","Norka Marcano
Barry Bennett
Thomas B. P. Oldenburg
Haiping Huang
Steve Larter","","https://www.searchanddiscovery.com/abstracts/pdf/2013/90171cspg/abstracts/ndx_marc.pdf","Summary Upgrading of heavy oil and oil sands under simulated high temperature thermal recovery conditions was conducted to evaluate mechanisms and sources of the produced light hydrocarbon compounds that directly affect oil fluid properties. The main results suggest that the asphaltene fraction is the main source of the light hydrocarbons produced during the upgrading process. Comparing results from oils with different levels of biodegradation, we found that severely biodegraded oils, rich in asphaltene, do have potential for minor upgrading during thermal recovery strategies. preferential removal of the lighter compounds. Variation in the chemical composition of oils are directly related with fluid property changes and consequently related with the flow of the material through a permeable reservoir rock. The complexity of heavy and extra heavy oil reservoirs causes the recovery of this type of reserves to be low, generally not more than 17%, making necessary the development of new methods to optimize production, with low environmental impact. Currently used technologies of in situ recovery, such as SAGD (Steam Assisted Gravity Drainage) or CSS (Cyclic steam stimulation), and subsequent surface upgrading processes cause a huge consumption of energy and large greenhouse gas emissions. In situ upgrading is being proposed in order to decrease these effects and increase benefits. This process relies on the addition of hydrogen and removal of heteroatoms from crude oils under high temperature conditions in the reservoir, to reduce viscosity and increase the distillable fraction. A detailed knowledge of the upgrading reactions and mechanisms and a better understanding of the chemistry of the products are indispensable for the optimization of upgrading strategies. In this work we evaluate the chemical mechanisms of oil transformation under simulated high temperature thermal recovery conditions and the potential of oils with different levels of biodegradation to generate light compounds that directly affect oil fluid properties.","In this paper, the authors evaluate the chemical mechanisms of oil transformation under simulated high temperature thermal recovery conditions and the potential of oils with different levels of biodegradation to generate light compounds that directly affect oil fluid properties."
"Desarrollo de un modelo de simulación térmica y composicional para estudiar el impacto en el recobro de crudo y cambios de composición durante la coinyección de vapor y gases no condensables en yacimientos de crudo pesado","https://scispace.com/paper/desarrollo-de-un-modelo-de-simulacion-termica-y-56x7jpcgc3","2019","","","Nicolás Bueno Zapata","","","La evolucion constante de las tecnicas de recobro termico en yacimientos de crudo pesado, obliga a la simulacion de yacimientos a actualizarse constantemente para reproducir en mayor detalle el acople de fenomenos complejos. La coinyeccion de gases y vapor para recobro mejorado de crudo pesado ha tomado relevancia en el tiempo reciente debido a la capacidad aislante que estos tienen, mejorando el contacto de crudo y vapor. En este trabajo se describe un modelo matematico robusto para acoplar los fenomenos de transporte de materia y energia, respetando el equilibrio termodinamico mediante una ecuacion de estado cubica. Algunos fenomenos adicionales, como la reduccion de saturaciones residuales y las perdidas de calor por rocas adyacentes, tambien fueron incorporados para capturar los mecanismos de mejora mas relevantes que han sido encontrados en la literatura reciente de la coinyeccion de gases ligeros y vapor. El modelo matematico fue discretizado mediante el metodo de los volumenes finitos, permitiendo obtener expresiones numericas para las ecuaciones residuales. Un proceso de solucion iterativo implicito, basado en el metodo de Newton, fue disenado e implementado en lenguaje computacional (modelo DFTmp). El metodo de solucion desarrollado es flexible y permite la incorporacion de ecuaciones de flujo adicionales para simular procesos de recobro complejos que involucran la inyeccion de agentes quimicos como surfactantes y nanoparticulas. El modelo DFTmp fue validado mediante la comparacion de sus resultados con aquellos obtenidos de simuladores comerciales y soluciones analiticas. Finalmente fue evaluado un proceso de inyeccion de vapor y gases ligeros en un yacimiento de crudo pesado. Para este proceso, se caracterizo una mezcla de crudo pesado y sus propiedades fueron ajustadas usando informacion de pruebas PVT reales. Estos resultados se adaptaron para simular un proceso de coinyeccion a condiciones de campo. Esta tesis finalmente plantea un modelo robusto que fue la base del desarrollo de otros modulos que reproducen casos complejos de recobro como inyeccion de polimeros, surfactantes o nanoparticulas, cuyos impactos al flujo estan dados por cambios en variables complejas como tension interfacial, cambios de mojabilidad o cineticas de reaccion en procesos de mejoramiento in-situ.","In this article, a modelo matematico robusto for acoplar the fenomenos de transporte de materia and energia, respetando el equilibrio termodinamico mediante una ecuacion de estado cubica."
"A Holistic EOS Model for Characterization of Northern Kuwait Extra-Heavy Oil Mixed with Liquid Solvents","https://scispace.com/paper/a-holistic-eos-model-for-characterization-of-northern-kuwait-1sd83o5vhg","2024","Journal Article","","Mohammed Taha Al-Murayri
Atheer AlFadhli
Bodoor Ali Baroon
A. Soltani
R. Garifullin
D. Rousseau
S. Bekri
E. Delamaide","10.2118/218273-ms","","
 Liquid solvent injection is envisaged for extra-heavy oil extraction from the Lower Burgan Abdali (ADBG) reservoir in North Kuwait. This is a deep reservoir (9000 ft) where steam-assisted EOR methods are associated with a wide array of tehno-ecnomic challenges. This paper presents a methodology for creating a holistic Equation of State (EOS) describing the thermophysical properties of the selected solvents, extra-heavy oil, and their blend at different conditions. Such a model is essential for studying subsurface-to-surface variations in the mixture properties to assess the viability of solvent-assisted production.
 Representative extra-heavy downhole oil samples and two multi-component liquid solvents were investigated by performing high-pressure laboratory testing. Fluid density and viscosity were measured under varying conditions. A cubic EOS model was built to reproduce the extra-heavy oil lab-based PVT data. Simultaneously, another EOS model was developed for the two solvents. These EOS models were merged into a unified model to ensure pseudo-component overlap representation and lumping of the components for a correct extra-heavy oil and solvent mixture prediction. The viscosity modelling challenges and solutions for extra heavy-oil (with and without minor dissolved gas) and solvent mixtures were also investigated in detail.
 Lab evaluation using representative downhole oil samples (with minor dissolved gas) showed significant differences in the molecular weight of C36+ and the measured viscosity. A single EOS model was created using multi-fluid regression. The heaviest fraction had to be split into two pseudo-components coexisting in both samples but at different molar fractions. The components existing in both extra-heavy oil and solvent were lumped to avoid overlapping. It was demonstrated that the resulting EOS model can accurately reproduce the phase and volumetric behaviour of extra-heavy oil, solvent and their blend at different pressures and the reservoir temperature. Furthermore, it was noticed that the modified Lohrenz-Bray-Clark (LBC Heavy Oil) can predict the viscosities at isothermal conditions. For non-isothermal conditions, the viscosity of each pseudo-component is to be calculated at different temperatures in a tabulated format.","A holistic EOS model is developed to characterize the thermophysical properties of extra-heavy oil and solvents, including density and viscosity, under reservoir conditions. The model accurately reproduces the phase and volumetric behaviour of the mixture and can be used to assess the viability of solvent-assisted production."
"Diffusion Model Coupled with the Flory–Huggins–Zuo Equation of State and Yen–Mullins Model Accounts for Large Viscosity and Asphaltene Variations in a Reservoir Undergoing Active Biodegradation","https://scispace.com/paper/diffusion-model-coupled-with-the-flory-huggins-zuo-equation-2g1j7k1f5w","2015","Journal Article","Energy & Fuels","Julian Y. Zuo
Richard E. Jackson
Ankit Agarwal
Bernd Herold
Sanjay Kumar
Ilaria De Santo
Hadrien Dumont
Cosan Ayan
Martyn Beardsell
Oliver C. Mullins","10.1021/EF502586Q","","A very large monotonic variation of asphaltenes and viscosity has been measured by downhole fluid analysis (DFA) in crude oils in five-stacked sandstone reservoirs in the northern part of the Barmer Basin, northwest India, undergoing active biodegradation; each of the five-layered sand bodies shows overlaying fluid gradients with depth providing replicate validation of the measurements. Fluid data from four wells across the field shows that the gradients are uniform across the formation. The crude oil in the upper half of the oil column exhibits an equilibrium distribution of asphaltenes matching predictions of the Flory–Huggins–Zuo Equation of state (FHZ EoS) with the gravity term only using asphaltene nanoaggregates of the Yen–Mullins model. However, the bottom half of the reservoir reveals a large asphaltene gradient approximately three times larger than the equilibrium predictions from the FHZ EoS. This increase in asphaltenes creates a very large (8×) viscosity gradient and is a major production conc...","In this article, a monotonic variation of asphaltenes and viscosity has been measured by downhole fluid analysis (DFA) in crude oils in five-stacked sandstone reservoirs in the northern part of the Barmer Basin, northwest India, undergoing active biodegradation; each of the five-layered sand bodies shows overlaying fluid gradients with depth providing replicate validation of the measurements."
"Heavy crude oil recovery","https://scispace.com/paper/heavy-crude-oil-recovery-36zokuo0kv","1984","Book","","Ender Okandan","10.1007/978-94-009-6140-1","","Phase Behavior of Heavy Oils with Application to Reservoir Recovery Processes.- Steam Injection-Theory and Practice.- A Review of Use of Foam-Generating Surfactants to Improve Injection Profiles and Decrease Gravity Override in Steam Injection.- Fire-Water Flooding from Principles to Field Applications.- Carbon Dioxide Flooding-Fundamentals.- CO2 Injection to Enhance Heavy Oil Recovery.- CO2 - Heavy Oil Flooding - Economic Design.- Micellar Flooding at Penn State.- Alkaline Flooding.- Fundamentals of Polymer Flooding.- Principles of Numerical Simulation of Oil Reservoirs-An Overview.- Mathematical Simulation of Thermal Recovery Processes.","In this article, a review of use of Foam-Generating Surfactants to improve Injection Profiles and decrease Gravity Override in Steam Injection is presented, along with a mathematical simulation of thermal recovery processes."
"Fluid phase behavior of heavy oil–multicomponent and multiphase fluid mixtures","https://scispace.com/paper/fluid-phase-behavior-of-heavy-oil-multicomponent-and-38bdzlie4r","2021","Book Chapter","","Xiaohu Dong
Huiqing Liu
Zhangxin Chen","10.1016/B978-0-12-823954-4.00001-1","","This chapter addresses the phase behavior of heavy crude oil and multicomponent and multiphase fluid mixtures. First, for a hybrid thermal–noncondensable gas (NCG) process, the pressure–volume–temperature (PVT) behavior of a heavy oil-NCG mixture is experimentally studied. Correlations for the PVT behavior of the heavy oil-NCG mixture are discussed. Second, for a hybrid thermo-solvent process, the behavior and mechanisms of solvent extraction and asphaltene precipitation are discussed. A mathematical modeling method for the phase behavior of a heavy oil–solvent mixture is investigated. Third, for a hybrid thermochemical process, the mixture viscosity and interfacial tension between heavy oil and a chemical additive are studied and a systematic method is proposed to evaluate oil viscosity reduction. Moreover, emulsification between crude oil and chemical additives is discussed.","In this paper, the phase behavior of heavy crude oil and multicomponent and multiphase fluid mixtures is investigated for a hybrid thermal non-condensable gas (NCG) process and a hybrid thermochemical process."
"The Description of Oil Displacement Mechanism in Steam Injection of Multi-Field Synergy with Exergy Transfer *","https://scispace.com/paper/the-description-of-oil-displacement-mechanism-in-steam-15yzslu2wk","2013","Journal Article","wjm","Qing-lin Cheng
Yang Wang
Xiaoli Sun","10.4236/WJM.2013.33015","https://scispace.com/pdf/the-description-of-oil-displacement-mechanism-in-steam-15yzslu2wk.pdf","Steam injection is a most effective way for improving heavy oil
recovery efficiency, and it has academic and practical significance for
the mechanism of multi-field synergy oil displacement. Mechanism of “diversified” oil displacement which is obtained by
traditional study methods in the exploitation territory of oil and gas fields
has both respective roles and mutual cross shortages. To describe and analyze the displacement
process of multi-field coupling with exergy transfer can simplify this kind of
problem by introducing a unified goal-driving exergy. It needs to use the method of theoretical modeling, numerical
simulation and experimental validation to study the basic
law of exergy transfer in the oil displacement process of multi-field synergy, make
a thorough research for the flooding process of steam injection with exergy transfer theory and reveal the oil
displacement mechanism in steam injection of multi-field synergy. Thus the theory instruction and technical support can be provided to improve reservoirs
producing degree and extraction ratio.","Wang et al. as mentioned in this paper used the method of theoretical modeling, numerical simulation and experimental validation to study the basic law of exergy transfer in the oil displacement process of multi-field synergy."
"Study of “two boxes” analysis models of coupled thermal flow in heavy oil reservoirs and their application","https://scispace.com/paper/study-of-two-boxes-analysis-models-of-coupled-thermal-flow-n9d04co9kqza","","","","WANG Zhiguo
CHEN Jian
YANG Wenzhe
ZHANG Wenfu
SONG Yongchen","10.3969/j.issn.1000-6915.2012.05.018","","There are coupled thermo-hydro-mechanical processes in the thermal recovery producing and their analysis models and methods are insufficient at present.According to development characteristics of heavy oil reservoir,the two boxes analytical methods in the reservoir heat and mass transfer processes are proposed.Black box analytical as a general analytical rules out internal heat and mass transmission in reservoir porous media,and includes energy transfer process between reservoirs and outside and energy change within the system.White box analytical as a fine analytical contains black method and it also studies energy conversion process system among internal parts.On this basis,numerical simulation and analysis by CMG software are carried out and the judgment criterion of finding vapor condensation area and its front finger during thermal recovery is proposed.This research gives basic theories for further research of flow characteristics in heavy oil thermal recovery injection process and improvement of the oil and gas recovery during tertiary recovery.","This study proposes ""two boxes"" analysis models for coupled thermal flow in heavy oil reservoirs, combining black and white box methods to analyze heat and mass transfer processes, and provides a numerical simulation framework for thermal recovery injection process optimization."
"Life-cycle production optimization of hydrocarbon fields : Thermoeconomics perspective","https://scispace.com/paper/life-cycle-production-optimization-of-hydrocarbon-fields-1dnqf0b6x9","2019","Journal Article","Sustainable Energy and Fuels","Rouhollah Farajzadeh
Rouhollah Farajzadeh
S. Kahrobaei
A.H. de Zwart
D. M. Boersma","10.1039/C9SE00085B","https://scispace.com/pdf/life-cycle-production-optimization-of-hydrocarbon-fields-1dnqf0b6x9.pdf","We suggest alternative objective functions based on the concept of thermoeconomics (or exergoeconomics) that could be used for simultaneous maximization of economics and energy efficiency of oil-production systems. The suggested functions are evaluated for an oil reservoir, where water is injected to improve its recovery factor. We find that life-cycle optimization of water-injection projects in terms of net present value (NPV) and net cumulative exergy (NCE) leads to consistent results. We show that managing reservoirs based on a long-term objective leads to significant reduction in their CO2 footprint. For oil production by water injection, commitment to reduce CO2 emission provides an opportunity to maximize the NPV of these projects. The sustainability of water injection into hydrocarbon reservoirs is highly dependent on the volumes of the injected and produced liquids. Above a critical water cut (80% in this study), the energy efficiency of the project decreases dramatically, and its CO2 footprint increases exponentially.","In this paper, the authors proposed alternative objective functions based on the concept of thermoeconomics that could be used for simultaneous maximization of economics and energy efficiency of oil-production systems."
"Analytical Modeling of Transient Heat Transfer Coupled With Fluid Flow in Heavy Oil Reservoirs During Thermal Recovery Processes","https://scispace.com/paper/analytical-modeling-of-transient-heat-transfer-coupled-with-4ivnya1k89","2014","Dissertation","","Kuizheng Yu","","","Tremendous resources of heavy oil are located in western Canada. Among the many heavy oil recovery methods proposed, thermal recovery methods which employing hot fluid injection or in-situ combustion, have been conventionally utilized to enhance heavy oil recovery. Temperature profiles in heavy oil reservoirs are important factors for making operation and production plans in thermal recovery processes. A significant factor in these processes is to study the heat energy transfer in the oil formations. In previous studies, heat transfer by conduction has been commonly considered as the main mechanism of heat transfer in porous media. However, this assumption is not reasonable for thermal recovery processes with fluid flow such as steam flooding, hot water flooding, steam-assisted gravity drainage (SAGD) and cyclic steam stimulation (CSS). Heat transfer and fluid flow occur simultaneously during thermal recovery processes, and heat transfer by convection cannot be neglected. Fluid flow motivates convective heat transfer, and increase the rate of energy transfer significantly. Heat conduction is dominated by temperature gradient, while heat convection is dominated by pressure gradient. By integrating conduction and convection, temperature and pressure domain can be coupled systematically. In this study, novel heat transfer models, integrating both conduction and convection, have been developed to describe the one-dimensional transient heat transfer coupled with fluid flow. In the models, the properties of the reservoir and the fluid are integrated into two important parameters, i.e., the thermal diffusivity of a reservoir/fluid system and the thermal convection velocity of the fluid.",""
"Feasibility Study of Heavy oil Recovery Using In-situ Steam Generated by Thermochemicals","https://scispace.com/paper/feasibility-study-of-heavy-oil-recovery-using-in-situ-steam-4cjit6oxpi","2019","Proceedings Article","","Tamer Moussa
Shirish Patil
Mohamed Mahmoud","10.2118/195358-MS","","
 Alaska North Slope (ANS) contains heavy oil (12-23 API) with an estimated range of original oil in place (OOIP) of 13 to 25 billion barrels. This resource has been considered as one of the largest heavy oil deposits in the United States. However, several technical challenges are limiting its commercial development. One of the most significant difficulty is the overlying 1,800-2,000 ft-thick permafrost layer, which causes unavoidable significant heat losses when steam is injected from the surface steam generators, and the potentially disastrous effects due to melting of the permafrost around the cemented casing. Therefore, surface steam injection might not be a viable option to develop this resource, although it is the most commonly used approach of heavy-oil recovery. Hence, the objective of this research is to conduct a feasibility study on the application of new approach, in which steam is generated downhole using thermochemical reaction (SGT) combined with steam assisted gravity drainage (SAGD), to recover heavy oil from Ugnu reservoir which is one of the major oil deposits in ANS.
 A numerical simulation model for Ugnu heavy oil reservoir is built using CMG-STARS simulator. Then a MATLAB framework is integrated with the simulation model to study different recovery strategies on the project profitability. Net Present Value (NPV) is used in this study as the key performance indicator while monitoring oil recovery factor (RF) and cumulative oil production (COP). The design and operational parameters studied and optimized in this paper involve; 1) well configurations and locations, 2) steam injection rate and quality, steam trap and startup heating period to initialize SAGD process.
 The results show that the in-situ SGT is a successful approach to recover heavy oil from Ugnu reservoir and it yields high project profitability, in terms of the NPV after 10 years of development. The main reason of this outperformance is ability of SGT to avoid the significant heat losses and associated costs, in the surface steam injection methods.
 This paper introduces a novel approach to generate downhole steam using thermochemical reactions to overcome the challenges associated with heavy-oil resource development from Ugnu reservoir, while minimizing the environmental impact by reducing the greenhouse gas emission related to surface steam injection methods.","In this article, a feasibility study on the application of new approach, in which steam is generated downhole using thermochemical reaction (SGT) combined with steam assisted gravity drainage (SAGD), to recover heavy oil from Ugnu reservoir which is one of the major oil deposits in ANS."
"Unavoidable Destroyed Exergy in Crude Oil Pipelines due to Wax Precipitation.","https://scispace.com/paper/unavoidable-destroyed-exergy-in-crude-oil-pipelines-due-to-4cyjjht65n","2019","Journal Article","Entropy","Qinglin Cheng
Jinwei Yang
Anbo Zheng
Lu Yang
Yifan Gan
Yang Liu","10.3390/E21010058","","Based on the technological requirements related to waxy crude oil pipeline transportation, both unavoidable and avoidable destroyed exergy are defined. Considering the changing characteristics of flow pattern and flow regime over the course of the oil transportation process, a method of dividing station oil pipelines into transportation intervals is suggested according to characteristic temperatures, such as the wax precipitation point and abnormal point. The critical transition temperature and the specific heat capacity of waxy crude oil are calculated, and an unavoidable destroyed exergy formula is derived. Then, taking the Daqing oil pipeline as an example, unavoidable destroyed exergy in various transportation intervals are calculated during the actual processes. Furthermore, the influential rules under various design and operation parameters are further analyzed. The maximum and minimum unavoidable destroyed exergy are 381.128 kJ/s and 30.259 kJ/s. When the design parameters are simulated, and the maximum unavoidable destroyed exergy is 625 kJ/s at the diameter about 250 mm. With the increase of insulation layer thickness, the unavoidable destroyed exergy decreases continuously, and the minimum unavoidable destroyed exergy is 22 kJ/s at 30 mm. And the burial depth has little effect on the unavoidable destroyed exergy. When the operation parameters are simulated, the destroyed exergy increases, but it is less affected by the outlet pressure. The increase amplitude of unavoidable destroyed exergy will not exceed 2% after the throughput rises to 80 m3/h. When the outlet temperature increases until 65 °C, the loss increase range will not exceed 4%. Thus, this study provides a theoretical basis for the safe and economical transportation of waxy crude oil.","This study provides a theoretical basis for the safe and economical transportation of waxy crude oil through pipeline transportation according to characteristic temperatures, such as the wax precipitation point and abnormal point."
"The Stability Criterion Model and Stability Analysis of Waxy Crude Oil Pipeline Transportation System Based on Excess Entropy Production","https://scispace.com/paper/the-stability-criterion-model-and-stability-analysis-of-waxy-2rsvop6430","2018","Journal Article","Journal of Thermal Science","Yifan Gan
Qinglin Cheng
Wei Sun
Wei Gao
Xiaoyan Liu
Yang Liu","10.1007/S11630-018-1048-6","","Based on the theory of non-equilibrium thermodynamics, considering the dynamic effect of molecular diffusion and the change in thermodynamic parameters caused by wax precipitation, the phenomenological relations of different thermodynamic “force” and “flow” interactions were derived. The corresponding thermodynamic model of a waxy crude oil pipeline transportation system was built, and then, the excess entropy production expression was proposed. Furthermore, the stability criterion model of the pipeline transportation system was established on the basis of Lyapounov stability theory. Taking the oil pipeline in Daqing oilfield as an example, based on the four parameters of out-station temperature, out-station pressure, flow rate and water content, the stable and unstable regions of the system were divided, and the formation mechanisms of the two different regions were analyzed. The experimental loop device of wax deposition rate was designed, and then, the wax deposition rate under the four parameters was measured. The results showed that the stable region of the wax deposition rate fluctuation was basically in accordance with the stability region analyzed by the criterion model established in this paper, which proved that the stability criterion model was feasible for analyzing the stability of the waxy crude oil pipeline transportation process.","Based on the theory of non-equilibrium thermodynamics, considering the dynamic effect of molecular diffusion and the change in thermodynamic parameters caused by wax precipitation, the phenomenological relations of different thermodynamic ""force"" and ""flow"" interactions were derived as discussed by the authors."
