"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Oil viscosity prediction","https://scispace.com/paper/oil-viscosity-prediction-4zrh608su4","2015","Patent","","Magdalena Traico Sandor
Songhua Chen
Yuesheng Cheng","","","Various embodiments include a method for determining a viscosity for heavy oil in a formation by obtaining viscosity data and nuclear magnetic resonance (NMR) relaxation time distribution data for a plurality of oil samples. A correlation is determined between a set of viscosity data for the plurality of oil samples and an NMR relaxation time geometric mean for the plurality of oil samples. An NMR relaxation time geometric mean intrinsic value is determined based on the correlation, apparent hydrogen index, and TE. Electromagnetic energy may then be transmitted into a formation and NMR relaxation time distributions determined for oil in the formation based on secondary electromagnetic field responses associated with the electromagnetic energy. A viscosity of the oil in the formation may then be determined based a correlation between the set of viscosity data and the NMR relaxation time geometric mean intrinsic value of the distribution data.","In this paper, a correlation between a set of viscosity data for the plurality of oil samples and an NMR relaxation time geometric mean geometric mean (GMMG) was determined based on the correlation, apparent hydrogen index, and TE."
"Establishing the relationship between heavy oil viscosity and molecular markers using an enhanced neural network model","https://scispace.com/paper/establishing-the-relationship-between-heavy-oil-viscosity-ypp6570qdyc7","2025","Journal Article","Dental science reports","Ming Zhong
Zicheng Niu
Jie Fan
Haiping Huang
Ningxi Li
Li Jia
Hong Zhang","10.1038/s41598-025-18561-2","https://scispace.compdf/establishing-the-relationship-between-heavy-oil-viscosity-ypp6570qdyc7.pdf","The heterogeneous viscosity distribution of biodegraded heavy oil poses significant challenges for reservoir management. While molecular markers (biomarkers) reflect biodegradation intensity, existing models fail to establish quantitative correlations between biomarker signatures and viscosity due to multicollinearity in high-dimensional geochemical data. This study develops an integrated machine learning framework to decode biomarker-viscosity relationships in the Songliao Basin heavy oils. Our dual-phase methodology combines ridge regression for multicollinearity mitigation with a feedforward neural network (FFNN) to capture nonlinear interactions. Key biomarkers were identified through geochemical analysis of 17 heavy oil samples spanning PM0-PM6 biodegradation levels. The hybrid model achieved exceptional prediction accuracy (R2 = 0.99996, RMSE = 3.39) through L2-regularized feature selection and neural network optimization, outperforming standalone FFNN models (cross-validation R2 improvement from 0.032 to 0.99996). Reverse prediction experiments validated biomarker response patterns, even in severely biodegraded oils. The advanced machine learning model proposed in this study is applicable to predict the viscosity of heavy oil and its biomarkers, thereby improving reservoir management strategies. Additionally, this study contributes a new perspective on characterizing and managing the reservoirs of various geological backgrounds and origins, not just biodegradable heavy oil reservoirs.","This study develops a machine learning framework to decode biomarker-viscosity relationships in heavy oils, achieving exceptional prediction accuracy (R2 = 0.99996) and outperforming standalone models, with implications for reservoir management and characterization of biodegradable heavy oil reservoirs."
"Exploiting the natural variation in fluid properties in heavy oil and oil sands reservoirs: Geochemical fingerprinting supporting well placement","https://scispace.com/paper/exploiting-the-natural-variation-in-fluid-properties-in-1dsa7vq0fb","2012","","","Barry Bennett
Magda Ciulavu","","https://cseg.ca/assets/files/resources/abstracts/2012/217_GC2012_Exploiting_Natural_Variation_in_Fluid_Properties.pdf","Summary The stratigraphic well data was used to map the vertical variation in fluid properties (viscosity) and establish correlations with hydrocarbon compositions. This process requires high quality viscosity measurements and accurate hydrocarbon quantification. The baseline data reflects the typical increasing viscosity trend, matched by gradual compositional alteration on progressing down through the oil column. The high resolution maps based on fluid composition and physical properties can be used to determine the vertical aspect of horizontal wells drilled at varying depths in the oil column. In addition, the composition of the first fluids produced during the start-up stage of steam assisted gravity drainage (SAGD) is similar to the compositions characterizing the zone immediately surrounding the horizontal well bore. Furthermore the development and vertical progression of SAGD chamber may be assessed by produced fluid compositions since the vertically advancing steam chamber will access zones corresponding to improving oil compositions.","In this article, the authors used the stratigraphic well data to map the vertical variation in fluid properties (viscosity) and establish correlations with hydrocarbon compositions, which can be used to determine the vertical aspect of horizontal wells drilled at varying depths in the oil column."
"The Origin, Prediction and Impact of Oil Viscosity Heterogeneity on the Production Characteristics of Tar Sand and Heavy Oil Reservoirs","https://scispace.com/paper/the-origin-prediction-and-impact-of-oil-viscosity-3rvpm019x4","2006","Journal Article","Journal of Canadian Petroleum Technology","Stephen R. Larter
Jennifer D. Adams
Ian D. Gates
Barry Bennett
Haiping Huang","10.2118/08-01-52","","A defining characteristic of heavy and super heavy oilfields is the large spatial variation in fluid properties, such as oil viscosity, commonly seen within the reservoirs. Traditional heavy oil and tar sand exploration and production strategies rely significantly on the characterization of key reservoir heterogeneities and assessment of fluid saturations. while it is important to understand how these properties vary, the spatial distribution of fluid properties can often dominate production behaviour but surprisingly, are usually ignored! Heavy oil and tar sands are formed by microbial degradation of conventional crude oils over geological timescales. Constraints such as oil charge mixing, reservoir-temperature dependant biodegradation rate and supply of water and nutrients to the organisms ultimately dictate the final distribution of API gravity and viscosity found in heavy oil fields. Large-scale lateral and small-scale vertical variations in fluid properties due to interaction of biodegradation and charge mixing are common, with up to orders of magnitude variation in viscosity over the thickness of a reservoir. These variations are often predictable and can be integrated into reservoir simulation models in a manner similar to specifying geological heterogeneity. In this work, we describe and illustrate quantitative geological controls on fluid property variations and show how petroleum geochemistry can be used to rapidly produce high resolution fluid property images of tar sand and heavy oil reservoirs. The impact of viscosity variations in a heavy oil reservoir on production depends on recovery method. Numerical thermal reservoir simulations reveal that oil viscosity heterogeneity (i.e. a vertical viscosity profile in the reservoir) lowers the oil production volumes from steam assisted gravity drainage (SAGD) in geologically realistic reservoirs compared to results from equivalent models run with uniform average viscosity profiles. Similar results are found for the cyclic steam stimulation (CSS) process. In cases with viscosity profiles, the relatively high viscosity at the base of the reservoir slows the growth of the steam chambers relative to that in uniform viscosity reservoirs. We also describe how the chemical fluid heterogeneities can be used to predict oil viscosity from well cuttings and/or core or to de-mix produced oils into zonal contributions from different parts of the production well.","In this article, the authors describe and illustrate quantitative geological controls on fluid property variations and show how petroleum geochemistry can be used to rapidly produce high resolution fluid property images of tar sand and heavy oil reservoirs."
"Viscosity Prediction of Heavy Oil from the Liaohe Basin Using Biomarker Parameters","https://scispace.com/paper/viscosity-prediction-of-heavy-oil-from-the-liaohe-basin-1130qzhg79","2014","Journal Article","Petroleum Science and Technology","J. J. Hu
X. T. Zhang
Q. Yu
Z. Huang
Q. Xiao
H. J. Zhao","10.1080/10916466.2011.637535","","A set of correlations was proposed to predict the viscosities of heavy oils from Leng 43/37 blocks (Liaohe Basin) using some biomarker parameters. Geochemical analysis showed that the heavy oils in this study main suffered from different degrees of biodegradation. With increasing biodegradation, the viscosities of crude oils have strong correlations with the following four biomarker biodegradation parameters: (Pr + Ph)/(nC17 + nC18), (nC17 + nC18)/C30H, nC17 + nC18 + Pr + Ph (mg/g), ∑(nC11 − nC36) (mg/g); the correlation coefficients were 0.96, 0.94, 0.93, and 0.94, respectively. Moreover, for convenience, we ranked the extent of biodegradation as nonbiodegraded and lightly, moderately, heavily, and severely biodegraded. The accuracy and applicable biodegradation scale range of these correlations are discussed. The viscosities obtained from the correlations could be used in designing biodegraded heavy oil production projects.","A set of correlations was proposed to predict the viscosities of heavy oils from Leng 43/37 blocks (Liaohe Basin) using some biomarker parameters and the extent of biodegradation was ranked as nonbiodegraded and lightly, moderately, heavily, and severely biodegraded."
"A new model for predicting the viscosity of heavy oil","https://scispace.com/paper/a-new-model-for-predicting-the-viscosity-of-heavy-oil-12xadqbjol","2016","Journal Article","Petroleum Science and Technology","Yonghui Liu
Shuqiang Shi
Yongqing Wang
Jiang Xie
Gang Xie","10.1080/10916466.2016.1169291","","Models of heavy oil viscosity are considered as a function of temperature and API gravity in literature at home and abroad, and the API gravity is measured under the condition of 20°C, but without considering the effect of temperature on the API and colloid asphalt content in heavy oil. A total of 197 data points from 41 samples of Huabei oilfield are tested from previous studiesand five other heavy oil viscosity models, and the calculation value is much less than the measured value. The new prediction model of heavy oil viscosity is established by Simplex Method and the General Global Optimization Method. The new model takes into account the temperature, API, colloid asphalt, and the influence of temperature on API. Using the new model to predict the viscosity of heavy oil samples of Huabei oilfield, the average relative error of 3.36%, mean absolute error of 7.61%. The new prediction model is precise than other eight models, calculated values and measured values coincide when degree is higher.","In this paper, a new prediction model of heavy oil viscosity is established by Simplex Method and the General Global Optimization Method, taking into account the temperature, API, colloid asphalt, and the influence of temperature on API."
"From Molecular Weight And Nmr Relaxation To Viscosity: An Innovative Approach For Heavy Oil Viscosity Estimation For Real-Time Applications","https://scispace.com/paper/from-molecular-weight-and-nmr-relaxation-to-viscosity-an-3qkkvbl36e","2010","Journal Article","Petrophysics","Ridvan Akkurt
Douglas J. Seifert
Ramsin Y. Eyvazzadeh
Talal M. Al-Beaiji","","","Vertical and lateral viscosity variations in heavy oil reservoirs must be accurately understood for proper reserve assessment, well placement, reservoir simulation and well-test interpretation. Well-logs must be used to determine viscosity trends in the absence of a-priori information or direct viscosity measurements. This paper introduces a novel approach to estimate in-situ heavy oil viscosity using triple-combo and NMR logs. Three components, each with a distinct characteristic NMR relaxation time range and a specific molecular weight, are used to define the heavy oil phase. An empirical transform, built from a database of live oil samples collected in heavy oil reservoirs, is used to compute macroscopic viscosity from the relative volume fractions of the constituents. Case histories presented demonstrate the utility of the methodology in complex carbonate environments. The results clearly show that proper characterization of a heavy oil reservoir requires viscosity information, and interpretations based solely on mobility may have limited success. The case histories also highlight that actual viscosity distributions in heavy oil reservoirs can be quite different from the simple models often used to describe them.","In this article, a novel approach to estimate in-situ heavy oil viscosity using triple-combo and NMR logs is introduced, where three components, each with a distinct characteristic NMR relaxation time range and a specific molecular weight, are used to define the heavy oil phase."
"The Prediction of Viscosity, Formation Volume Factor, and Bubble Point Pressure of Heavy Oil Using Statistical Analysis, Artificial Neural Networks, and Three-dimensional Modeling: A Comparative Evaluation","https://scispace.com/paper/the-prediction-of-viscosity-formation-volume-factor-and-19nzx7zwu3","2014","Journal Article","Energy Sources Part A-recovery Utilization and Environmental Effects","F. Torabi
B. Y. Jamaloei
C. J. Zunti
C. C. Markwart","10.1080/15567036.2010.547926","","The physical properties of the reservoir fluids are required for various applications, such as reservoir performance optimization, field development, and modeling of the numerous enhanced oil recovery processes Some correlations have been developed that can predict the properties of the reservoir fluids However, most of these correlations do not accurately predict the physical properties of the heavy oil This study uses three approaches to develop new correlations for the calculation of the dead oil viscosity: statistical analysis, artificial neural networks, and three-dimensional modeling The results indicate that the developed correlations in this study for prediction of the heavy oil viscosity outperform the previously developed correlations Moreover, the statistical analysis is performed to develop new correlations for prediction of the bubble point pressure and the formation volume factor The results of these correlations are in good agreement with the experimental values Finally, recommendati","In this paper, the authors used three approaches to develop new correlations for the calculation of the dead oil viscosity: statistical analysis, artificial neural networks, and three-dimensional modeling."
"Improved prediction of heavy oil viscosity at various conditions utilizing various supervised machine learning regression","https://scispace.com/paper/improved-prediction-of-heavy-oil-viscosity-at-various-3jgne8f0","2022","Journal Article","Petroleum Science and Technology","Faisal Abdullah ALAdwani
Adel M. Elsharkawy","10.1080/10916466.2022.2060254","","Abstract Fluid viscosity plays a major role in the petroleum industry. It’s required for fluid flow calculations through the reservoir and production systems. In this study, heavy oil viscosity measurements for seventy samples are reported at various temperatures with different API gravity. Three supervised machine learning regression (SMLR) models were developed to predict the viscosity as a function of API gravity, temperature, and density with a 5 K-fold validation technique for a better model representation. Results showed that the newly developed models have superiority over published models. The Gaussian process regression (GPR) and the regression ensembles tree (RET) showed the best performance with a mean absolute percent error of 0.7328%, a root mean square error of 0.6174 and a coefficient of determination of 0.9988 for the GPR where for the RET the mean absolute percent error is 0.5768%, the root mean square error is 3.514, and the coefficient of determination is 0.9971.","In this paper , three supervised machine learning regression (SMLR) models were developed to predict the viscosity as a function of API gravity, temperature, and density with a 5'k-fold validation technique for a better model representation."
"Prediction of Viscosity of Heavy Petroleum Fractions and Crude Oils Using a Corresponding States Method","https://scispace.com/paper/prediction-of-viscosity-of-heavy-petroleum-fractions-and-2zpv7tu5jq","1995","Journal Article","Industrial & Engineering Chemistry Research","Hassan M. Moharam
Mohamed A. Fahim","10.1021/IE00038A061","","A new corresponding states model for predicting the viscosity of heavy crude oils and petroleum fractions is proposed in this work. The model uses decane and eicosane as reference components for petroleum fractions of average molecular weight higher than 142. The viscosity of a component or fraction may be obtained from the viscosities of these two reference fluids (decane and eicosane) at the same reduced temperature and reduced pressure using the molecular weight as an interpolation parameter. This model showed better accuracy in predicting the viscosity than the model that uses one reference (methane) or two references (methane and decane), when the molecular weight is higher than 142. The present model, when tested on 187 data points for 29 undefined heavy petroleum fractions from 15 worldwide crudes, yielded an overall deviation of 5.3%. Testing of the model on 53 data points for seven crude oils from offshore Abu Dhabi yielded an average absolute deviation of 5.9%.","In this article, a new corresponding states model for predicting the viscosity of heavy crude oils and petroleum fractions is proposed, which uses decane and eicosane as reference components for petroleum fractions of average molecular weight higher than 142."
"A Heavy-oil Viscosity Predicting Model Considering the Effect of Asphalt and Water Content","https://scispace.com/paper/a-heavy-oil-viscosity-predicting-model-considering-the-3oohqpuw23","2012","Journal Article","Journal of Oil and Gas Technology","LI Ying-chuan","","","Heavy oil viscosity was usually thought to be the function of temperature and API approximately.But it was also related to asphalt and colloid content,water content and so on.Four conventional viscosity prediction models for degassed heavy oil were evaluated by using sample test data from 29 heavy oil wells.A new model was established by using the method of comparison and fitting.The new model took temperature,API,asphalt and colloid content and water content into consideration.The viscosity of the heavy oil samples was forecasted by using the new model.The average relative errors within the two ranges of API are 15.76% and 17.20% respectively,which is far less than that of the evaluation models.The viscosity of other 11 heavy oil samples is also predicted by using the new model.The average and relative error is 17.66%,it can basically meet the requirement of engineering accuracy.","In this paper, a new model was established by using the method of comparison and fitting, which took temperature, API, asphalt and colloid content and water content into consideration to forecast the viscosity of the heavy oil samples."
"Predicting Heavy Oil Production by Hybrid Data-Driven Intelligent Models","https://scispace.com/paper/predicting-heavy-oil-production-by-hybrid-data-driven-4tru0eimht","2021","Journal Article","Mathematical Problems in Engineering","Songhai Qin
Songhai Qin
Jianyi Liu
Xinping Yang
Yiyang Li
Lifeng Zhang
Zhibin Liu","10.1155/2021/5558623","https://scispace.com/pdf/predicting-heavy-oil-production-by-hybrid-data-driven-4tru0eimht.pdf","It is difficult to determine the main control factors owing to the complex geological conditions of heavy oil reservoirs, including high viscosity, a wide range of variation of crude oil, and the great difference in production between different recovery methods. In this context, main control factors of heavy oil production in different recovery methods are analyzed and obtained based on the Apriori algorithm. The prediction of heavy oil production is faced with problems such as low prediction precision and insufficient data usage. Therefore, a novel intelligent simulation and prediction model of data-driven heavy oil production with time-varying characteristics is established based on differential simulation, machine learning, and intelligent optimization theory, which overcomes the defects of nonlinear, multifactor, and low fitting precision of dynamic data of heavy oil development. The parameters of the heavy oil production time-varying simulation model are identified by the least square support vector machine (LSSVM) to realize the intelligent prediction of the production. Numerical experiments show that the prediction result of the novel intelligent simulation and prediction model is better than the BP neural network model and the GM (1, N) model. This study provides a novel feasible method for data-driven heavy oil production prediction, and it can be helpful in further study of data-driven heavy oil production.","A novel intelligent simulation and prediction model of data-driven heavy oil production with time-varying characteristics is established based on differential simulation, machine learning, and intelligent optimization theory, which overcomes the defects of nonlinear, multifactor, and low fitting precision of dynamic data of heavy oil development."
"Prediction of Heavy-Oil Viscosities With a Simple Correlation Approach","https://scispace.com/paper/prediction-of-heavy-oil-viscosities-with-a-simple-43u39mz5e0","2014","Journal Article","Oil and gas facilities","Alireza Bahadori
Mahdi Mahmoudi
Alireza Nouri","10.2118/157360-PA","https://scispace.com/pdf/prediction-of-heavy-oil-viscosities-with-a-simple-43u39mz5e0.pdf","Summary Heavy-oil development is becoming increasingly important be- cause of the continuous decline in conventional-oil production. For heavy-oil reservoirs, the oil viscosity usually varies dramatically during production processes such as in thermal processes. When producing heavy oil, the high viscosity is a major impediment to recovery. Oil viscosity is often correlated directly to the reserves estimate in heavy-oil formations and can determine the success or failure of a given enhanced-oil-recovery scheme. As a result, viscosity is an important parameter for performing numerical simulation and determining the economics of a project. In this work, a simple-to-use correlation has been developed to correlate the viscosity of heavy oil to temperature and to a simple correlating parameter that can be used for heavy-oil characteriza- tion. The reported results are the product of the analysis of heavy- oil data collected from the open literature for various heavy-oil fields around the world. The tool developed in this study can be of immense practical value for petroleum engineers, providing a method for quick assessment of the viscosity of heavy oils. In par- ticular, petroleum and production engineers would find the pro- posed correlation to be user-friendly, with transparent calculations involving no complex expressions. The new proposed correlation shows consistently accurate results. This consistency could not be matched by any of the widely accepted existing correlations within the investigated range. For all conditions, the new correlation provided better results than existing correlations in the literature.","In this article, a simple-to-use correlation has been developed to correlate the viscosity of heavy oil to temperature and to a simple correlating parameter that can be used for heavy-oil characteriza- tion."
