"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Viscosity Prediction of Biodegraded Oils on Aromatic Compounds","https://scispace.com/paper/viscosity-prediction-of-biodegraded-oils-on-aromatic-ss1ewnotn7dh","","","","赵红静
尹凡举
张敏
张春明
梅博文","10.3969/j.issn.1000-0550.2002.03.025","","The relationship between viscosity and saturate, aromatic compounds of 21 oil samples in Leng43/37 blocks, Liaohe Oil Field was studied based on TLC-FID analysis and solvent selective extracting-quantitatively GC/MS analysis. Oil viscosity increases while saturate bulk composition decreases. Moreover, oil viscosity has close relationship with the absolute concentrate of naphthalene, phenanthrene and dibenzothiophene compounds and their percentage in aromatics rather than aromatic gross composition. The relationship between viscosity and aromatic compounds shows a changing trend with viscosity. A series of models were primarily constructed to predict the viscosity of biodegraded oil in this paper.","This study investigates the relationship between viscosity and aromatic compounds in 21 biodegraded oil samples from the Liaohe Oil Field, revealing a positive correlation with naphthalene, phenanthrene, and dibenzothiophene compounds, and proposes predictive models for oil viscosity."
"Thermal Alteration of Viscous Crude Oils","https://scispace.com/paper/thermal-alteration-of-viscous-crude-oils-48q3m3uj0b","1990","Journal Article","Spe Reservoir Engineering","R. Fassihi Mohammed
Kevin O. Meyers
Kirk R. Weisbrod","10.2118/14225-PA","","At temperatures encountered during thermal recovery, crude oil may undergo compositional changes that permanently reduce viscosity. An increase in the crude's API gravity and the formation of solids and gas accompany these viscosity reductions. This paper presents results of a laboratory study on thermal alteration of two biodegraded crudes and one immature heavy oil over a temperature range from 77 to 780{degrees}F (25 to 416{degrees}C) at reaction times up to 350 hours. Experimental results indicate that up to a 1,000-fold reduction in viscosity can occur. Compositional changes accompanying thermal alteration are discussed and correlated to changes in the physical properties. The authors show that the viscosity and density of the reacted oil can be predicted from the net change in the carbon number distribution determined by simulated distillation. A kinetic model was developed and compared with laboratory results and published data.","In this article, the authors present results of a laboratory study on thermal alteration of two biodegraded crudes and one immature heavy oil over a temperature range from 77 to 780°F (25 to 416°C) at reaction times up to 350 hours."
"Origin of Mesozoic Biodegraded Crude Oils from the Eastern Chepaizi Uplift (Junggar Basin) Constrained by the Biomarker Recovery Method","https://scispace.com/paper/origin-of-mesozoic-biodegraded-crude-oils-from-the-eastern-2cz6b1ps","2023","Journal Article","Energy & Fuels","Zhaoyang Wang
Xiangchun Chang
Youde Xu
Pengfei Zhang
Bingbing Shi
Tianchen Ge
Yanfang Yin
Lei Su","10.1021/acs.energyfuels.2c03750","","The Mesozoic (Jurassic and Cretaceous) sandstone reservoirs in the eastern Chepaizi Uplift of the Junggar Basin (NW China) have become hot targets in recent years for their substantial amounts of oils discovered. However, the oil origin has been a controversial issue due to biodegradation. In this study, hierarchical cluster analysis and principal component analysis show that the Mesozoic crude oils can be divided into three oil families (A1, A2, and A3). Meanwhile, the biodegradation level of the three oil families (PM 6 to 9+) was evaluated based on the PM scale and the parameter-stripping method of strongly resistant parameters. Allowing for this extremely high biodegradation case, this study adopted a biomarker recovery method to recover the original appearances of the three oil families. Here, eight parameters related to hopane (H), tricyclic terpane (TT), and C24-tetracyclic terpane (C24 Tet) were recovered, the dispersion of eight parameter sets is significantly reduced, and the geochemical characteristics are more obvious, especially for TT. Thus, this reliability and robustness, as well as the similarity between the source rock and the biodegraded crude oils, encourage us to perform oil–source correlation. The oil–source correlation revealed that family A1 was derived from the Permian source rocks in the Shawan Sag, family A2 was mainly derived from the Permian source rocks in the Shawan Sag and mixed with a small amount of oils generated by the Jurassic source rocks in the Sikeshu Sag and the Carboniferous source rocks in the Chepaizi Uplift, and family A3 mainly originated from the Permian source rocks in the Shawan Sag mixed with a small amount of oil produced by the Carboniferous source rocks in the Chepaizi Uplift. This conclusion is also further supported by effective biomarker parameters and a stable carbon isotope (δ13C), discriminant analysis, hydrocarbon migration, and restored paleogeomorphology. The parameter recovery is evidenced as one of the most useful methods and showed higher resolution than the conventional oil–source correlation to identify the origins of biodegraded oils. ","Wang et al. as discussed by the authors used a biomarker recovery method to recover the original appearances of the three oil families, namely, A1, A2, and A3, and evaluated their biodegradation level based on the PM scale and the parameter-stripping method of strongly resistant parameters."
"Effects of resin degradation and biological emulsification on the viscosity break of heavy oils","https://scispace.com/paper/effects-of-resin-degradation-and-biological-emulsification-3t8j55333i","2012","Journal Article","Acta Petrologica Sinica","LI Guoqiang","","","Bacillus spQB26 is a strain of thermophilic hydrocarbon-degrading bacteria which can utilize resins as the sole carbon source for growthIn the mineral salt medium(MSM) with 2% resins as the only carbon source,the degradation rate of resins could reach 4596% after the 14-day aerobic culture at 55℃Under the same conditions,the QB26 fermentation could perfectly emulsify the same volume of a heavy oil(with the viscosity of 1 146 mPa·s at 55℃) by reducing the viscosity by 6649%When this oil was degraded by the combination of QB26 and pseudomonas spT-1(V QB26∶V T-1=1∶1),we found emulsifying effects improved greatly because the emulsion stability increased and the average partial size was 1788 μm,being reduced by 673%Meanwhile,the viscosity of the heavy oil was 511 mPa·s,only 045% of the original viscosityIn addition,experiments of the indoor homogeneous/heterogeneous core physical simulation showed that this system could improve the oil recovery of the simulated reservoir by 144% and 2238%,respectivelyThese experiments achieved dual effects of viscosity break by means of resin biodegradation and biological emulsion,which can significantly improve the mobility of crude oils","In this paper, a combination of QB26 and pseudomonas spT-1 (V QB26∶V T-1=1∶1) was found to improve the viscosity break by means of resin biodegradation and biological emulsion."
"Influence of Viscosity on Fluid Percolation Characteristic in Different Permeability Heavy Oil Reservoirs","https://scispace.com/paper/influence-of-viscosity-on-fluid-percolation-characteristic-58rwltd9tk","2014","","","Yunqian Long
Weiyao Zhu
Yang Xu
Fuquan Song
Hongyan Han","","","The viscosity abnormality caused by the asphaltenes and resins in heavy oil reflects the characte- ristics of heavy oil reservoirs and has very important influence on seepage rule of heavy oil. The oil samples containing different heavy oil ratio were prepared. The rheological properties of dif- ferent viscosity oil sample and its flow characteristics in porous media were experimentally stu- died by the rheometer and the core displacement device. The effects of viscosity to percolation characteristic of heavy oil were analyzed in detail. The results show the non-Newtonian seepage characteristic of oil samples in porous media enhances with increasing the proportion of heavy oil in the oil samples. The smaller the permeability of the porous media, the non-Newtonian behavior of oil samples is more obvious. As the heavy oil ratio increases, the relative permeability of water increases rapidly and the oil relative permeability decreases sharply which become worse at the oil recovery effect. The influence on relative permeability of fluids in the lower permeability cores is more than high permeability ones. The water cut increases rapidly in the produced fluids with increasing the proportion of heavy oil in the oil sample. The lower the permeability of the cores, the water cut with recovery percent increases more rapidly.","In this paper, the effects of viscosity abnormality caused by the asphaltenes and resins in heavy oil reflects the characte- ristics of heavy oil reservoirs and has very important influence on seepage rule of heavy oils."
"An integrated methodological approach to substantiating the properties of high-viscosity oils using the example of the Karazhanbas oil field","https://scispace.com/paper/an-integrated-methodological-approach-to-substantiating-the-uz2d7ehwiq","2024","Journal Article","","Rakhim N. Uteev
K. M. Kunzharikova
Laura M. Bisikenova
Gaukhar Zh. Bektas","10.54859/kjogi108678","","Rationale: A characteristic feature of the modern stage of oil field development is the increase in the share of hard-to-recover oils, which mainly include heavy, highly viscous oils. This is due to changes in the structure of oil, an increase in the water cut of produced oil, geological and geophysical characteristics and conditions of oil occurrence that are unfavorable for extraction. The reserves of such oil significantly exceed the reserves of light and low-viscosity oil and, according to experts, they amount to at least 1 trillion tons. In industrialized countries they are considered not so much as a reserve for oil production, but as the main basis for its development in the coming years. The peculiarity of heavy oil is explained by its composition and PVT properties, which have a fairly serious impact on production. 
Target: Application of an integrated approach to substantiating the properties of high-viscosity oil and tools for mathematical modeling of the phase state of fluids in order to increase the reliability of reserve calculations and the efficiency of the oil field development. 
Materials and methods: The scientific work was based on the results of geochemical studies (fingerprinting and biomarker analysis), experimental data from rheological studies and the results of modeling the phase state of fluids. 
Results: It is proposed to use an integrated approach to data interpretation and compositional calculations, which make it possible to narrow the range of uncertainty and explain the huge variation in the values of physicochemical parameters across samples. 
Conclusion: An integrated approach to analyzing the results of PVT experiments, together with geological and field data and the results of geochemical studies, provides high-quality data that allows you to make strategic decisions on the oil field development, conduct accurate resource assessments and predict hydrocarbon production.","An integrated methodological approach to substantiating the properties of high-viscosity oils provides high-quality data for strategic decision-making, accurate resource assessments and predicting hydrocarbon production."
"Microbial-Enhanced Heavy Oil Recovery under Laboratory Conditions by Bacillus firmus BG4 and Bacillus halodurans BG5 Isolated from Heavy Oil Fields","https://scispace.com/paper/microbial-enhanced-heavy-oil-recovery-under-laboratory-49xbu74ff5","2018","Journal Article","","Biji Shibulal
Saif N. Al-Bahry
Yahya Al-Wahaibi
Abdulkadir E. Elshafie
Ali S. Al-Bemani
Sanket J. Joshi","10.3390/COLLOIDS2010001","https://www.mdpi.com/2504-5377/2/1/1/pdf","Microbial Enhanced Oil Recovery (MEOR) is one of the tertiary recovery methods. The high viscosity and low flow characteristics of heavy oil makes it difficult for the extraction from oil reservoirs. Many spore-forming bacteria were isolated from Oman oil fields, which can biotransform heavy crude oil by changing its viscosity by converting heavier components into lighter ones. Two of the isolates, Bacillus firmus BG4 and Bacillus halodurans BG5, which showed maximum growth in higher concentrations of heavy crude oil were selected for the study. Gas chromatography analysis of the heavy crude oil treated with the isolates for nine days showed 81.4% biotransformation for B. firmus and 81.9% for B. halodurans. In both cases, it was found that the aromatic components in the heavy crude oil were utilized by the isolates, converting them to aliphatic species. Core flooding experiments conducted at 50 °C, mimicking reservoir conditions to prove the efficiency of the isolates in MEOR, resulted in 10.4% and 7.7% for B. firmus and B. halodurans, respectively, after the nine-day shut-in period. These investigations demonstrated the potential of B. firmus BG4 and B. halodurans BG5 as an environmentally attractive approach for heavy oil recovery.","In this article, two spore-forming bacteria were isolated from Oman oil fields, which can biotransform heavy crude oil by changing its viscosity by converting heavier components into lighter ones."
"Evaluation of the diagnostic ratios for the identification of spilled oils after biodegradation","https://scispace.com/paper/evaluation-of-the-diagnostic-ratios-for-the-identification-1eiriqg5yj","2013","Journal Article","Environmental Earth Sciences","Chuanyuan Wang
Xuelu Gao
Zhigao Sun
Zhijiang Qin
Xiaonan Yin
Shijie He","10.1007/S12665-012-1792-Y","http://ir.yic.ac.cn/bitstream/133337/6614/1/Evaluation%20of%20the%20diagnostic%20ratios%20for%20the%20identification%20of%20spilled%20oils%20after%20biodegradation.pdf","Biodegradation, one of the most important weathering processes, alters the composition of spilled oil, making it difficult to identify the source of the release and to monitor its fate in the environment. A laboratory experiment was conducted to simulate oil spill weathering process of microbial degradation to investigate compositional changes in a range of source- and weathering-dependent molecular parameters in oil residues, and the conventional diagnostic ratios for oil spill identification were also evaluated. The conventional diagnostic ratios of n-alkane displayed obvious changes after biodegradation, especially for Pr/n-C17 and Ph/n-C18 with relative standard deviation more than 118.84 %, which suggests they are invalid for oil source identification of the middle-serious spill. Many polycyclic aromatic hydrocarbons (PAHs) are more resistant to biodegradation process than their saturated hydrocarbon counterparts, thus making PAHs to be one of the most valuable fingerprinting classes of hydrocarbons for oil identification. Biomarker ratios of hopanes and steranes were also useful for source identification even after moderate biodegradation, and the diagnostic ratios from them could be used in tracking origin and sources of hydrocarbon pollution. Finally, the carbon isotopic type curve may provide another diagnostic means for correlation and differentiation of spilled oils, and be particularly valuable for lighter refined products or severely biodegraded oils, the source of which may be difficult to identify by routine biomarker techniques.","In this article, a laboratory experiment was conducted to simulate oil spill weathering process of microbial degradation to investigate compositional changes in a range of source and weathering-dependent molecular parameters in oil residues, and the conventional diagnostic ratios for oil spill identification were also evaluated."
"Pool-formation and secondary change of biodegraded viscous oils: Case study of reservoir section in the Zhengjia-Wangzhuang Oilfield, Jiyang Depression","https://scispace.com/paper/pool-formation-and-secondary-change-of-biodegraded-viscous-398qndlzmo","2004","Journal Article","Chinese Science Bulletin","Zhenqi Wang
Zhenqi Wang
Ping'an Peng
Chiling Yu
Hong Lu
Yanrong Zou
Linye Zhang
Junmin Liu","10.1007/BF02890452","","It is demonstrated by various geochemical indexes that the Zhengjia-Wangzhuang Oilfield with viscous crude oil in the Jiyang Depression has been sourced from the contribution of matured source rocks in the upper Es4. The principal cause leading to the densification of crude oils would be biodegradation, with the degradation level of crude oils being ranked as 2–8; vertically, the biodegradation level increases from the top to bottom of the oil column, with a distinctive biodegradation gradient occurring. Calculated parameters of sterane, terpane and methyl-phenanthrene have indicated that the source-rock’s maturity of crude oils and asphaltic sands ranges from 0.7 to 0.9, and based on the calculation of Easy Ro model, the temperature of hydrocarbon generation in the source rock would be within 120–140°C, which coincides with the measurements of reservoir inclusions. The measured homogenization temperature would represent the generation temperature of the source rock, and be fairly different from that of reservoir while being charged with hydrocarbons, which reflects the hydrocarbon-charging to be a fast process, and the period of pool-formation to be consistent with that of peaked generation. According to the evaluation of generation history, the pool-formation could have been occurring in 7–15 Ma. And the biodegradation of crude oils in the study area would be considered to take place in 4–15 Ma based on the examination of biodegradation order and dynamic calculations.","In this article, the Zhengjia-Wangzhuang Oilfield with viscous crude oil in the Jiyang Depression has been sourced from the contribution of matured source rocks in the upper Es4."
"The Role of Asphaltene Aggregation in Viscosity Variation of Reservoir Hydrocarbons and in Miscible Processes","https://scispace.com/paper/the-role-of-asphaltene-aggregation-in-viscosity-variation-of-46roeackgq","1991","Book Chapter","","V. A. Kamath
M. R. Islam
S. L. Patil
J. C. Jiang
M. G. Kakade","10.1007/978-1-4899-0617-5_1","","The variation of oil viscosity with depth and/or location has been reported in many reservoirs around the world. This paper examines the role of asphaltene aggregation in the variation of viscosity of reservoir fluids. We conclude that the viscosity of heavy oils is dependent upon the extent of asphaltene aggregation rather than asphaltene concentration alone. A modified Einstein equation has been used to predict the oil viscosity as a function of asphaltene concentration and molecular weight which govern the extent of asphaltene aggregation.","In this paper, the role of asphaltene aggregation in the variation of viscosity of reservoir fluids is examined and it is shown that the viscosities of heavy oils are dependent upon the extent of the aggregation rather than asphalte concentration alone."
"An integrated physicochemical and microbiological method for enhanced recovery of viscous oils from low temperature reservoirs of Mongolia","https://scispace.com/paper/an-integrated-physicochemical-and-microbiological-method-for-3jqhczshxq","2013","Journal Article","Petroleum Chemistry","Altunina Lyubov K
L. I. Svarovskaya
T. Gerelmaa","10.1134/S0965544113020023","","Reservoir fluids from the Tamsagbulag oilfield (Mongolia) have been studied to develop an integrated physicochemical method for intensification of oil production and enhanced oil recovery using micro-organisms. The reservoir conditions of the oilfield facilitate the formation of a diverse biotic community represented by microorganisms of the Arthrobacter, Pseudomonas, Bacillus, Micrococcus, and Flavobacterium genera. The microflora responds positively to the introduction of an oil-displacing composition at a concentration of 5% as a source of nitrogen nutrition. The reservoir microflora exhibits a hydrocarbon biodegradation activity with the degree of degradation of viscous oil of 8.15 and buildup of metabolic products, which reduce the surface tension from 70 to 42 mN/m. Chromatographic and IR analyses have confirmed the fact of severe destructive changes in viscous-oil hydrocarbons. In this case, the oxidation factor (C=O) has increased by a factor of 16. In modeling the displacement of viscous oil using the integrated method, a relative growth in the oil displacement efficiency by 14.4% has been obtained.","In this article, an integrated physicochemical method for intensification of oil production and enhanced oil recovery using micro-organisms is proposed. But the method is limited to the Tamsagbulag oilfield in Mongolia, where the microflora responds positively to the introduction of an oil-displacing composition."
"Combining NMR and Conventional Logs to Determine Fluid Volumes and Oil Viscosity in Heavy-Oil Reservoirs","https://scispace.com/paper/combining-nmr-and-conventional-logs-to-determine-fluid-59qm37sloz","2000","Proceedings Article","","J.E. Galford
D.M. Marschall","10.2118/63257-MS","","The presence of viscous oil in a reservoir greatly complicates the interpretation of NMR log data. Because the NMR signal from an oil with a viscosity greater than 1,000 cp in the subsurface typically decays with a T 2 time-constant that is comparable to that of capillary-bound or clay-bound water, it is impossible to distinguish the signal from the oil phase from that of the bound-water phases. Various petrophysical quantities, such as permeability and fluid volumes, that are normally derived relatively directly from NMR measurements, thus require a significant additional interpretation effort if they are to be determined in reservoirs containing viscous oils. Work published by other authors shows that signal (porosity) loss in viscous oils is a predictable function of the viscosity and the interecho spacing used in the NMR CPMG acquisition sequence. Therefore, a reasonable estimate of viscosity can be obtained by combining the NMR logs with conventional logs to estimate the NMR signal loss at a specific interecho spacing. When this method is combined with NMR diffusion measurements, the volume of movable water can be estimated. Further combinations of conventional and NMR log data provide the quantity of capillary-bound water and a good estimation of permeability. Log examples are available from areas where viscous oils are problematic to users of both conventional and NMR data. These examples are presented to introduce and demonstrate these new methods.","In this article, the NMR signal from an oil with a viscosity greater than 1,000 cp in the subsurface typically decays with a T 2 time-constant that is comparable to that of capillary-bound or clay-bound water."
"Impact of molecular composition on viscosity of heavy oil: Machine learning based on semi-quantitative analysis results from high-resolution mass spectrometry","https://scispace.com/paper/impact-of-molecular-composition-on-viscosity-of-heavy-oil-1a2quuxh8l","2024","Journal Article","Petroleum Science","Qian-Hui Zhao
Jian-Xun Wu
Tian-Hang Zhou
Suo-Qi Zhao
Quan Shi","10.1016/j.petsci.2024.03.026","","The primary impediment to the recovery of heavy oil lies in its high viscosity, which necessitates a deeper understanding of the molecular mechanisms governing its dynamic behavior for enhanced oil recovery. However, there remains a dearth of understanding regarding the complex molecular composition inherent to heavy oil. In this study, we employed high-resolution mass spectrometry in conjunction with various chemical derivatization and ionization methods to obtain semi-quantitative results of molecular group compositions of 35 heavy oils. The gradient boosting (GB) model has been further used to acquire the feature importance rank (FIR). A feature is an independently observable property of the observed object. Feature importance can measure the contribution of each input feature to the model prediction result, indicate the degree of correlation between the feature and the target, unveil which features are indicative of certain predictions (Zien et al., 2009). We have developed a framework for utilizing physical insights into the impact of molecular group compositions on viscosity. The results of machine learning (ML) conducted by GB show that the viscosity of heavy oils is primarily influenced by light components, specifically small molecular hydrocarbons with low condensation degrees, as well as petroleum acids composed of acidic oxygen groups and neutral nitrogen groups. Additionally, large molecular aromatic hydrocarbons and sulfoxides also play significant roles in determine the viscosity. ","This study employs high-resolution mass spectrometry and machine learning to investigate the molecular composition's impact on heavy oil viscosity, revealing that light components, aromatic hydrocarbons, and sulfoxides significantly influence viscosity."
"Exploiting the natural variation in fluid properties in heavy oil and oil sands reservoirs: Geochemical fingerprinting supporting well placement","https://scispace.com/paper/exploiting-the-natural-variation-in-fluid-properties-in-1dsa7vq0fb","2012","","","Barry Bennett
Magda Ciulavu","","https://cseg.ca/assets/files/resources/abstracts/2012/217_GC2012_Exploiting_Natural_Variation_in_Fluid_Properties.pdf","Summary The stratigraphic well data was used to map the vertical variation in fluid properties (viscosity) and establish correlations with hydrocarbon compositions. This process requires high quality viscosity measurements and accurate hydrocarbon quantification. The baseline data reflects the typical increasing viscosity trend, matched by gradual compositional alteration on progressing down through the oil column. The high resolution maps based on fluid composition and physical properties can be used to determine the vertical aspect of horizontal wells drilled at varying depths in the oil column. In addition, the composition of the first fluids produced during the start-up stage of steam assisted gravity drainage (SAGD) is similar to the compositions characterizing the zone immediately surrounding the horizontal well bore. Furthermore the development and vertical progression of SAGD chamber may be assessed by produced fluid compositions since the vertically advancing steam chamber will access zones corresponding to improving oil compositions.","In this article, the authors used the stratigraphic well data to map the vertical variation in fluid properties (viscosity) and establish correlations with hydrocarbon compositions, which can be used to determine the vertical aspect of horizontal wells drilled at varying depths in the oil column."
"Visual Filling Model Experiment Study on the Enhanced Oil Recovery Mechanism of Novel Polymer Viscosity Reducer Flooding in Heavy Oil Reservoirs.","https://scispace.com/paper/visual-filling-model-experiment-study-on-the-enhanced-oil-4actw3jf1j","2021","Journal Article","","Yu Li
Huiqing Liu
Qing Wang
Xiaohu Dong
Xin Chen","10.1021/ACSOMEGA.1C03366","","Chemical flooding is an effective method to enhance heavy oil recovery, and the viscosity reducer is often injected into the formation as the main reagent of chemical flooding. In the paper, a novel polymer viscosity reducer (FMP) was used to inject into a visual filling model, which can simulate the reservoir. The mechanism of enhancing heavy oil recovery by FMP is studied by macroscopic and microscopic analysis methods. The model can obtain macroscopic images and production data, including pressure, water cut, and oil recovery. The model can observe some microscopic processes, which can analyze the mechanism of enhanced oil recovery. Five processes of emulsifying viscosity reduction are summarized by using microscopic images: membrane oil removal, gradual emulsification, flocculation into droplet groups, active dispersion, and agglomeration into droplets. The FMP molecules can affect the interfacial properties of oil, water, and rock to enhance the wishing oil efficiency. Moreover, the decrease in the stability of the oil-water interface leads to flocculation into droplet groups and agglomeration into droplets occurring at the throat of the strong seepage zone, which increases the sweep coefficient from 0.56 to 0.90. The oil recovery has increased from 18 to 34%, which indicates that the FMP flooding obviously enhances the effect of heavy oil reservoir development.","In this paper, a novel polymer viscosity reducer (FMP) was used to inject into a visual filling model, which can simulate the reservoir, and the mechanism of enhancing heavy oil recovery by FMP is studied by macroscopic and microscopic analysis methods."
"Forward Modeling the Formation of Viscous Oils and Tar Mats Over Geologic Time via History-Matching of Reservoir Charge","https://scispace.com/paper/forward-modeling-the-formation-of-viscous-oils-and-tar-mats-321dzua6koa5","2024","Proceedings Article","SPE Annual Technical Conference and Exhibition","Tarek S. Mohamed
Morten Kristensen
Carlos Torres‐Verdín
Yucel Akkutlu
Oliver C. Mullins","10.2118/221055-ms","","Abstract Asphaltenes are nanocolloidal structurespresent in various petroleum deposits. High asphaltene content in heavy oils causes the formation of clusters, the largest asphaltene nanocolloidal particles, driving a large gravity gradient of asphaltenes. Viscosity is highly correlated with asphaltene content; therefore, heavy oils are often associated with large viscosity gradients. Large oil-to-water viscosity ratios result in the fingering of injection water into oil columns and reduce sweep efficiency during production. Cluster accumulation at the base of a heavy oil column often leads to tar mat formation at the oil-water contact (OWC), sealing the aquifer from the oil and precluding pressure support and aquifer sweep. Thus, modeling the formation of viscous oils and tar mats is critical for production planning. Asphaltenes are established to have a nanocolloidal structure in a large, anticlinal Middle East reservoir that is well connected as proven by equilibrated asphaltenes, production data, and pressure measurements, and contains black oil in the crest and 100-km rim of heavy oil underlain by ~10m tar mat. Asphaltenes in the black oil exist as nanoaggregates causing a small gradient under the influence of gravity, while asphaltene clusters in the heavy oil exhibit large gradients in density and viscosity. Both asphaltene gradients are matched by Flory-Huggins-Zuo equation of state (FHZ EoS). Over 60m of depth, asphaltene concentrations and viscosity values increase by factors of 10 and 1000, respectively. We use reservoir flow simulation of charge to show the formation of the viscous oil and tar mat. Our simulations honor the well-established nanocolloidal structure of asphaltenes and show how to generate gradients under the influence of gravity. We also investigate the impact of simulation parameters (e.g., reservoir geometry, dip angle) and charge conditions (e.g., charge duration) on asphaltene distributions. We model the following reservoir fluid geodynamic processes leading to current fluid measurements. First, the reservoir is charged with heavy oil. Second, gravity gradients are established from vertical migration of heavy asphaltenes to lower positions (base of the crest or base of the formation interval). This creates a density inversion; the heavier oil at the base of the interval upstructure is more dense than the asphaltene-depleted oil at the top of the interval downstructure. Third, this density inversion causes Boycott convection which transports newly-created heavier oil to the base of the reservoir and lighter oil to the top of the reservoir. Subsequent to Boycott convection, asphaltene equilibration at the base of the column yields very high asphaltene concentrations at the oil-water contact. If the asphaltene concentration exceeds the solvency capacity of the oil for asphaltenes, then asphaltene phase-separation and deposition proceed creating a tar mat. The modeling mechanism is consistent with geochemical measurements, saturation pressure, and gas-oil ratio (~100 SCF/STB). Core plugs from six tar mat wells exhibit significant variation in asphaltene content from 30% to 65%. Tar mat wells establish that 1) tar mat is a two-phase system of very high asphaltene and oil phases and 2) the mechanism proposed agrees with tar mat well properties. Asphaltene nanocolloidal gravity gradients are established vertically while Boycott convection transports dense oil to the base of the reservoir leading to formation of viscous oil and tar mat. The simulations also show that upwelling at the oil-water contact associated with countercurrent flow of Boycott convection precludes asphaltene colloidal settling at the OWC which is required to obtain very high asphaltene concentrations and tar mat formation. Thus, tar mats form when charge is complete but generally not prior to the completion of charge. Here we show for the first time that reservoir flow simulation of charge can honor the basic physics of mass transport in the reservoir and predict tar mat formation. ","Researchers develop a forward modeling approach to simulate the formation of viscous oils and tar mats over geologic time via history-matching of reservoir charge, incorporating asphaltene nanocolloidal structure and Boycott convection to predict tar mat formation and properties."
"Biogenic oxidation of the high-viscosity oil of the Ashal’chinskoe field and its hetero compounds","https://scispace.com/paper/biogenic-oxidation-of-the-high-viscosity-oil-of-the-ashal-3omut09u3j","2017","Journal Article","Petroleum Chemistry","D. A. Filatov
E. B. Krivtsov
N. N. Sviridenko
Anatoly K. Golovko
Altunina Lyubov K","10.1134/S0965544117080059","","Biodegradation of high-viscosity oil of the Ashal’chinskoe field by indigenous microflora of soil on the basis of fen peat and humus with a high concentration of nutrients and microorganisms has been studied under laboratory conditions on model soil systems. It has been shown that after the adaptation period of ten days, the total population of heterotrophic bacteria increases by two orders of magnitude and the activity of soil enzymes increases by a factor of 2–3.5. Oil utilization was 84% over 180 days of the experiment. During this period of time, all petroleum hydrocarbons: alkanes, naphthenes, and arenes, are oxidized by 68–99%; the total biodegradation of resins and asphaltenes making 85.6 and 55.2%, respectively; i.e., the resins are oxidized easier that the asphaltenes. It has been found that the biotransformation of the high-molecular-weight hetero compounds resins and asphaltenes results in partial degradation of saturated structures and accumulation of oxygen in the composition of average molecules, with the average size of the block decreasing and naphthene structures partially degrading.","In this paper, the authors studied the biodegradation of high-viscosity oil of the Ashalchinskoe field by indigenous microflora of soil on the basis of fen peat and humus with a high concentration of nutrients and microorganisms."
"Viscosity-reducing and Biosurfactant-producing Bacterial Consortia Isolated from Low-permeability Reservoir in Ordos Basin","https://scispace.com/paper/viscosity-reducing-and-biosurfactant-producing-bacterial-1fss9rmy","2023","Posted Content","","Bian Ziwei","10.5194/egusphere-egu23-1627","","Many bacteria have been proved to change physical (viscosity, wettability, and tension), and compositions of crude oil, which can make it easier for oil to be released from rock pores and achieve the purpose of improving recovery, which is called Microbial Enhanced Oil Recovery (MEOR). Our team has previously isolated six emulsified and viscosity-reducing bacteria (Bacillus. sp.) in low permeability layers (Chang 4+5 and Chang 6) of Ordos Basin. However, environmental tolerance of the strains is limited, and the components of crude oil used by the strains were also different. The combination of strains of different species and genera may enhance the effects of single bacteria, surpass the tolerance upper limit, and optimize the viscosity reduction and degradation. Therefore, in this study, it is extremely necessary to study the bacterial consortium. Two consortia were obtained and each consortium consisted of three bacterial strains and was designated as Consortium A (51+61, 61+H-1, 51+H-1; A-ALL) and Consortium B (34(2)+42, 34(2)+A-3; 42+A-3. B-BLL). The performance of the mixed strains was evaluated by the analysis of change in emulsification rate, crude oil composition, viscosity, and the tolerance (temperature, salinity, and pH) though GC-MS, rotational rheometer, and other methods. The results showed that bacterial consortiums had higher alkali resistance and could survive temperatures of 55 &amp;#176;C and salinity of 50 g/L in comparison to single bacterium. The emulsification rate was 22%-48%. Consortium B has better effects than Consortium A. The viscosity reduction rate of the Consortium A after 7 days was exceeded 30% as a whole, and the rate of Consortium B was more than 35%. The crude oil of Consortium B is basically non-stick to flask. Compared with single bacteria, the utilization components of crude oil to bacteria are still different, including both long chain hydrocarbons and short chain hydrocarbons. However, the proportion of long chain n-alkanes is further reduced compared with that of single bacteria, and the highest ratio is reduced by 23.81% (B-ALL). Overall, the bacterial consortium outperforms the single strain in terms of tolerance, viscosity reduction, and degradation, which further optimizes the application of MEOR. ","In this paper , two consortia were obtained and each consortium consisted of three bacterial strains and was designated as Consortium A (51+61, 61+H-1, 51+H1; A-ALL) and Consortium B (34+42, 34(2)+A-3; 42+A-5)."
