"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Diversidade taxonômica e potencial de biodegradação de bactérias isoladas de reservatórios de petróleo da Bacia de Campos (RJ)","https://scispace.com/paper/diversidade-taxonomica-e-potencial-de-biodegradacao-de-4bdpsy7s3o","2010","","","São Paulo","","https://scispace.com/pdf/diversidade-taxonomica-e-potencial-de-biodegradacao-de-4bdpsy7s3o.pdf","","ser adaptado facilmente a várias enzimas hidrolíticas, como acilases, lipases, esterases, epóxido-hidrolases e fosfatases, com os respectivos substratos de interesse. Ensaios de triagem enzimática (HTS):
 Neste estudo, as sondas utilizadas para detecção das atividades enzimáticas dos 98 Os maiores valores de intensidade de florescência foram observados para as atividades enzimáticas de monoxigenases, sendo que as bactérias Bacillus pumilus SG01, SG 32, SG 49 e SG 50 apresentaram atividades enzimáticas de nível 3 (Tabela 6). Biodegradação dos hidrocarbonetos do petróleo:
 As pesquisas sobre origem, acúmulo, migração e biodegradação de óleos são de grande importância para a exploração eficaz de petróleo, sendo que tais estudos são auxiliados, na maioria das vezes, pela análise dos fósseis geoquímicos, os denominados Biomarcadores. Estes marcadores biológicos são complexos fósseis moleculares derivados de organismos vivos e formados por carbono, hidrogênio e outros elementos. Eles podem ser usados para interpretar as características das rochas geradoras de petróleo, fornecer informações sobre a matéria orgânica das rochas geradoras, as condições ambientais durante a sua deposição e o soterramento, a maturidade térmica da rocha ou o óleo, o grau de biodegradação, alguns aspectos da mineralogia da rocha e idade. Estes compostos orgânicos são encontrados não somente no petróleo, mas também em sedimentos e rochas, sendo estruturalmente relacionados a produtos naturais conhecidos, presentes em plânctons, bactérias e vegetais superiores, os quais após alterações biológicas e termoquímicas, preservam seus esqueletos carbônicos básicos . Biodegradação dos hidrocarbonetos do petróleo:
 Nesta etapa do trabalho buscou-se avaliar a biotransformação dos hidrocarbonetos utilizados como biomarcadores pelas bactérias isoladas de amostras de óleo e água de formação da Bacia de Campos (RJ). Os biomarcadores avaliados, fenantreno, 4-colesten-3ona, ácido nonadecanóico, nonadecano e esqualano, foram escolhidos por representarem classes distintas de compostos presentes no petróleo, ou seja, aromáticos, esteranos, ácidos lineares, hidrocarbonetos lineares e isoprenos, respectivamente."
"Taxonomic Diversity and Biodegradation Potential of Bacteria Isolated from Oil Reservoirs of an Offshore Southern Brazilian Basin","https://scispace.com/paper/taxonomic-diversity-and-biodegradation-potential-of-bacteria-16li27goas","2013","Journal Article","Journal of Petroleum & Environmental Biotechnology","Patrcia F. Lopes Oliveira
Suzan Pantaroto de Vasconcellos
Célio F. F. Angolini
Georgiana Feitosa da Cruz
Anita J. Marsaioli
Eugenio V. Santos Neto
Valéria Maia de Oliveira","10.4172/2157-7463.1000132","https://scispace.com/pdf/taxonomic-diversity-and-biodegradation-potential-of-bacteria-16li27goas.pdf","This study aimed at the taxonomic characterization of a collection with 98 bacteria isolated from oil and formation water samples from petroleum reservoirs of the Campos Basin (Brazil), as well as the evaluation of their degradation potential of petroleum biomarkers. The genomic DNA extracted from all isolates was employed in PCR reactions for amplification of the 16S rRNA gene and subsequent screening by ARDRA (Amplified Ribosomal DNA Restriction Analysis), in order to detect potentially distinct taxonomic groups. Further 16S rRNA gene sequencing and phylogenetic analysis of 39 isolates representing different ribotypes revealed that these isolates belonged to 10 different genera, encompassing Marinobacter, Halomonas, Citreicella, Stenotrophomonas, Achromobacter, Bacillus, Staphylococcus, Micrococcus, Kocuria and Streptomyces, affiliated to the three phyla Proteobacteria, Firmicutes and Actinobacteria. RAPD analysis enabled the discrimination of the isolates at the infraspecific level, allowing the identification of 45 distinct genetic band patterns. The chromatographic results showed the preference of all of bacteria to biodegrade nonadecanoic acid and squalane when grown in biomarker mixture. The results of this study provide further insight into the taxonomy of the cultivated fraction of microbial communities of Brazilian oil reservoirs and may offer potential tools for future application in bioremediation processes.","Biodegradation assays: e supernatant was discarded and the pellet (ca. 0.2 g) transferred to Erlenmeyer asks (125 µl) containing 40 ml Zinder medium for the subsequent biodegradation assays. Biodegradation assays:
 Nonadecanoic acid (Aldrich), 4-cholesten-3-one (Aldrich), squalane (Aldrich). 9,10-dihydrophenanthrene (Aldrich) and nonadecane (Aldrich)were applied as substrates for the microbial growth and representatives of di erent classes of Brazilian petroleum biomarkers. Each compound (0.010 g) was prepared as previously described by Vasconcellos et al. . Brie y, they were homogenized using tween 80 (300 µl), absolute ethanol (300 µl) and ethyl acetate (400 µl) as eluents. e nal concentration of each biomarker in the biodegradation assays was 0.25 mg/ml. Negative controls were also developed, consisting of: (i) Zinder mineral medium added by the solubilized biomarkers; (ii) mineral medium plus biomarker solution and bacterial dead cells (autoclaved); (iii) solely mineral medium; (iv) inoculum of the bacterial strain in the mineral medium containing the eluents without biomarkers . e asks were inoculated in triplicate for each time sampled (0, 7, 14, 21 and 28 days) and incubated on a rotational shaker at 150 rpm. Biodegradation assays:
 e production of microbial metabolites and the biomarkers degradation were monitored by GC-MS analysis. e biodegradation ability of the isolates was monitored using the biomarkers in mixtures (named here as biomarker cocktail). Biodegradation assays:
 A er growth, the total culture volume of each assay, including the controls, were transferred to glass vials and submitted to organic extraction (2X) using ethyl acetate (20 ml) as eluent. e vials were vortexed and the organic phase was transferred to other vials. e organic extracts were derivatized by methylation reaction according method described by Kosak et al.  followed by drying at N 2 ux. e dried extracts were diluted in ethyl acetate (995 µl) and heptadecane solution (5 µl, 0.03 mg/ml), used as internal standard in the GC-MS analysis. Biodegradation assays:
 GC-MS analysis were performed using a HP6890II instrument coupled to a mass detector HP5970-MSD, equipped with a HP-5-MS fused silica column (30 m×0.25 mm, 0.25 µm lm thickness). He was the carrier gas (ca. 1 ml minˉ¹) and the oven temperature program was 60-290°C (held 5 min) at 10°C minˉ¹. e instrument was operated in the SCAN mode over a range of m/z 50-700. e injector (240°C) was operated in the split mode (10:1). e extent of biodegradation was measured from the chromatographic data, applying the equations based on calculations described by Aldas et al. , and detailed by Vasconcellos et al. ."
"Hydrothermal alteration of sedimentary organic matter in Guaymas Basin, Gulf of California","https://scispace.com/paper/hydrothermal-alteration-of-sedimentary-organic-matter-in-4ltdqk8idr","1990","Dissertation","","Orest Eduard Mykola Kawka","","https://scispace.com/pdf/hydrothermal-alteration-of-sedimentary-organic-matter-in-4ltdqk8idr.pdf","","biomarkers in the subsurface sediments of Guaymas Basin used the mass spectrometer in the normal scanning mode. The 1{RGC details are described in Chapter IV, whereas the MS conditions and data processing were given in Chapter II. BACKGROUND Biomarker Transformations:
 Determining the extent of aromatization of the monoaromatic (base peak m/z 253) to the iriaromatic steroid (base peak m/z 231) hydrocarbons was made difficult by their separate elution in the saturated and aromatic hydrocarbon fractions, respectively, during liquid-solid chromatography. The proportions of the two series in each seabed oil or subsurface bitumen was obtained by quantitation of the integrated areas of their base peaks relative to that of an internal standard, perdeuterated anthracene or perdeuterated pyrene (base peaks m/z 188 and 212, respectively), added to each fraction before HRGC-MS. Other details concerning the analysis and quantitation of various compounds are described in the text and figure/table captions, whenever necessary. BACKGROUND Biomarker Transformations:
 The kinetic equations, parameters, and terminology used for comparison of the biomarker reactions are outlined in Appendix E. Isomerization and Aromatization Trends:
 Sterane, Hopane Isomer! zations and Steroid Hydrocarbon Aromatizations Isomerization and Aromatization Trends:
 The hopane-and sterane-based indices of thermal maturation (see Appendix E for definitions of indices) in a selection of the seabed hydrothermal oils and subsurface sediments from Guaymas Basin and the laboratory simulation at 330°C  are presented in Table .2."
"Comprehensive two-dimensional gas chromatography in environmental analysis","https://scispace.com/paper/comprehensive-two-dimensional-gas-chromatography-in-39mfbxryx2","2018","Journal Article","Trends in Analytical Chemistry","Alina M. Muscalu
Tadeusz Górecki","10.1016/J.TRAC.2018.07.001","https://scispace.com/pdf/comprehensive-two-dimensional-gas-chromatography-in-39mfbxryx2.pdf","Comprehensive two-dimensional gas chromatography (GC × GC) offers increased peak capacity and selectivity relative to conventional one dimensional separations The analysis of persistent organic pollutants in environmental matrices is very challenging due to the large number of compounds with varying chemical and physical properties that are typically present in the sample at the same time at concentrations ranging from ultra-trace to percent levels GC × GC is steadily gaining in popularity in environmental analysis and the number of publications citing the use of this technique has been increasing significantly in the recent years An overview of the latest applications in the environmental field is presented in this paper, emphasizing the advances for targeted and non-targeted analysis in complex matrices In addition, instrumentation, data interpretation approaches, as well as the quality assurance and control for routine analyzes are discussed","complex, and no validated, sufficiently sensitive methods that are applicable under routine laboratory conditions are often available . Recent applications of GC×GC are summarized in AppendixA, Table .1 and further discussed below to emphasize the importance of using this type of technique. Hydrocarbons / Polycyclic Aromatic Hydrocarbons (PAHs)/PAH Derivatives:
 Frequently found in water samples, PAHs are hazardous contaminants known to bioaccumulate and to have toxic effects on animals and humans. There is a continuous need of developing analytical methods to allow their fast and reliable detection with better sensitivity and resolution in complex matrices. One of the first papers reporting the use of GC×GC for the analysis of PAHs and derivatives (oxy-PAHs, nitro-PAHs, methyl-PAHs) in water samples was published by Tobiszewski et al. . The water samples were collected from different sources: Hydrocarbons / Polycyclic Aromatic Hydrocarbons (PAHs)/PAH Derivatives:
 Baltic Sea, local rivers and lakes, and drinking water. An optimized GC×GC -TOFMS method was able to separate 43 target compounds in the first dimension in under 30 minutes. Sulej-Suchomska et al.  developed an SPME-GC×GC-TOFMS method for the simultaneous analysis of 16 PAHs in airport runoff water samples. After SPME optimization, the method was further validated and applied to water samples collected from different international airports. The results showed that regardless of the airport, chrysene, phenanthrene and pyrene were the most abundant PAH compounds detected in all the analyzed samples. The authors concluded that, in addition to separating and quantitating the target compounds, the use of GC×GC could provide more information on the content of different groups of xenobiotics in runoff waters. Hydrocarbons / Polycyclic Aromatic Hydrocarbons (PAHs)/PAH Derivatives:
 To simultaneously visualize all bioremediation fractions, GC×GC coupled with quadrupole mass spectrometry was used by Beškoski et al.  in a recent biodegradation study of isoprenoids, steranes, terpanes, phenanthrenes and methyl-phenantrenes. Terpanes, important biomarkers in petroleum, co-elute in 1D GC with C28-C30 n-alkanes, steranes with C26-C29 nalkanes, and phenanthrenes with C17-C20 n-alkanes, but they were all separated in the second GC×GC dimension. Fifty six compounds were identified in the samples, including n-alkanes and isoprenoid aliphatic alkanes (m/z 71), terpanes (m/z 191), steranes (m/z 217), and phenanthrenes . The changes in distribution and abundance of the target compounds were monitored using GC×GC and GC, which helped evaluate the efficiency of the bioremediation processes."
"The Integrated Use Of Chemical And BiochemicalMarkers For Assessing The Effects Of The AegeanSea Oil Spill In The Galicia Coast (NW Spain)","https://scispace.com/paper/the-integrated-use-of-chemical-and-biochemicalmarkers-for-374f5p18om","2000","","","J. Albaiges
C. Porte
D. Pastor
X. Biosca
Montserrat Solé","10.2495/OIL000071","https://scispace.com/pdf/the-integrated-use-of-chemical-and-biochemicalmarkers-for-374f5p18om.pdf","The spatial distribution and temporal evolution of petrogenic and pyrolytic hydrocarbons in the Galicia coast (NW Spain), following the Aegean Sea oil spill, were investigated through a detailed study of hydrocarbon (fossil) markers in surface sediments and bivalves (mussels and clams). Sublethal responses in mussels were also assessed by the determination of several biomarkers such as the cytochrome P450 system, antioxidant enzymes and lipid peroxidation. Triterpane and sterane distributions were useful in tracing, respectively, the oil source and weathering (degradation) along the survey period (3, 6, 9, 12 and 34 months after the accident). Within the aromatic fraction, aromatized steranes were also useful source indicators and oil degradation was also evidenced by the decrease of certain methyl dibenzothiophene isomers. Combustion derived polycyclic aromatic hydrocarbons, produced in the tanker wreck, were widely distributed in the area and found to be more persistent than the petrogenic ones, although less bioavailable. A significant decline of the hydrocarbon contents was evident from 3 to 6 months. However, one year later, an incidental increase was observed in some bivalves, probably due to the resuspension of the subsurface polluted sediments by the winter stormy weather. Among the studied biomarkers, a significant induction of the cytochrome P450 content and lipid peroxidation was detected in mussels collected near the wreck point six months after the spillage. Besides the strong seasonality observed in some biomarkers, oxidative damage still persisted one year later.","area between three and six months after the spill (Figure ). Other studies carried out in temperate climate waters have pointed out that most of the petrogenic hydrocarbons have similarly been reduced after this period of time when the oil source was removed . The fate of aromatic hydrocarbons:
 The GC of the aromatic fractions also showed the characteristic UCM of hydrocarbons and prominent resolved peaks corresponding to biogenic sources such as polyunsaturated alkanes, highly branched isoprenoids and squalene. On the other hand, the GC-MS analysis proved the occurrence of a mixture of petrogenic and pyrogenic hydrocarbons, according to the presence of, respectively, low molecular weight (2-3 aromatic ring) compounds together with their alkylated derivatives, and higher mol. wt. (>4 aromatic ring), particularly peri-condensed and non-alkylated components. The distributions of certain alkylated PAH homologous series have been proposed for fingerprinting crude oils . Thus, the C-2 and C-3 alkyl homologs of DBT and phenanthrene/anthracene (P) and the same homologs of DBT and chysene/benzo(a)anthracene (C), shown in Figure , were found useful in, respectively, differentiating hydrocarbon sources and characterizing the weathering of the spilled oil in sediments and bivalves. The fate of aromatic hydrocarbons:
 The source ratios (DBT/P) exhibited a slight increase with respect to those of the crude oil, possibly due to the faster degradation of the phenathrene derivatives. On the other hand, the weathering ratios (DBT/C) were in the sediments clearly below those of the original crude oil and decreased over time, whereas a less defined pattern was observed in bivalves. Although no information exists about the uptake and release of all these compounds in marine biota and particularly in bivalves, and how these processes affect bioaccumulation, it appears that the trimethyl ratios exhibit more consistent values, probably because these compounds are more hydrophobic and less affected by environmental weathering (degradation). The fate of aromatic hydrocarbons:
 A conclusive evidence of advanced degradation of the oil residues was obtained from the relative distribution of methyl DBT isomers (m/z 198) (Figure ), as the 2-and 3-methyl substituted isomers are more easily degraded in aerobic conditions than the 4-methyl derivative . The fate of aromatic hydrocarbons:
 Of alternative use for source recognition can be the series of mono-and triaromatic steroid hydrocarbons which are not biodegraded until steranes and triterpanes are severely affected, and can be readily detected by GC-MS (m/z 253 and 231) (Figure ). Evidence of metabolic breakdown of these markers was obtained, as in the case of steranes, from the large abundance of the C-19 -C-21 homologs devoided of the isopranyl side-chain. Whether this degradation has occurred in the sediment or in the bivalves is still to be proven, although the low metabolic capacity of these organisms lean to admit the former process as the more likely. The smaller molecular size of these compounds could also play a role in enhancing bioaccumulation."
"An overview of environmental forensics","https://scispace.com/paper/an-overview-of-environmental-forensics-22d6h9dqrd","2014","Journal Article","Geologica Acta","R.P. Philp","10.1344/GEOLOGICAACTA2014.12.4.7","https://scispace.com/pdf/an-overview-of-environmental-forensics-22d6h9dqrd.pdf","Environmental forensics has emerged as an important area of environmental studies over the past two decades. There are two basic aspects to any environmental investigation. The first being a conventional approach where the standard EPA (Environmental Protection Agency) methods are used to determine concentrations of selected compounds released into the environment. These methods are extremely well documented and widely used, but only provide information on specific target compounds. Whilst this information may be useful for monitoring purposes it is of little use when trying to determine the source of a spill or contaminants in the environment. If the purpose of an investigation is to determine the source of a contaminant, or point of release, then it is necessary to use a wide variety of analytical techniques and integrate all of the resulting data into one comprehensive data set. It may not always be possible to obtain a unique answer, particularly in the case of groundwater contaminants where there might only be one compound, for example MTBE or PCE. In that case if there are multiple possible sources in the area it may be difficult to narrow it down to a specific source. Furthermore fingerprinting tools that may be useful with complex mixtures may not be directly applicable to single component mixtures. The purpose of this paper will be to provide a brief overview, along with some recent examples of the type of information that is typically obtained in an environmental forensic investigation and how this information may be interpreted. It should be noted that all these examples are related to organic contaminants in the environment since that is the major area of focus at this time. Examples will involve hydrocarbons, chlorinated solvents, and MTBE and BTEX compounds. Techniques will include gas chromatography (GC), gas chromatography-mass spectrometry (GCMS), stable isotopes both bulk and gas chromatography-isotope ratio mass spectrometry (GCIRMS). There are other techniques being used but in a paper of this length we will limit ourselves to these widely used techniques and those applications mentioned above since space does not permit a comprehensive review of all of them.","mass 183. The pristane/phytane ratio varies with conditions in the original depositional environment. The Pr/Ph ratio is not significantly affected by degradation and is an extremely useful parameter for correlating spilled products with their suspected source(s). Gas chromatography-mass spectrometry (GCMS):
 There has also been considerable interest in using the C 17 /pristane or C 18 /phytane ratio as a tool for age dating environmental samples based on a publication by , some years ago, who claimed that these ratios could be correlated with age of the spill. While I have no major argument with their original paper, I totally disagree with the widespread use of the calibration chart based on the Christiansen and Larsen data to age date virtually any spill anywhere in the world. There are many reasons for this but one of the most compelling reasons is simply the fact that there is a tremendous variation in the initial ratio of C 17 /pristane ratios for crude oils coming from different source materials. Hence, you cannot simply assume all crude oils have the same starting value for this ratio and use the same calibration curve for every spilled oil occurrence worldwide. Furthermore, you cannot assume that all products will degrade at the same rate in totally different environments . With problems such as this in mind, it should be clear why the C 17 /pristane or C 18 /phytane ratios will vary for oils coming from source rocks at different levels of maturity and why the Christiansen/Larsen calibration diagram cannot be used to determine the age of every spill unless it has been calibrated for that particular oil and environment in which it has been spilled. Gas chromatography-mass spectrometry (GCMS):
 As mentioned above there are many classes of biomarkers used in the oil exploration business but only a few in the environmental arena. Two classes of biomarkers in addition to the alkanes and isoprenoids described above are the steranes and terpanes. These are very complex mixtures which means that they both produce fingerprints are very useful for correlation purposes. In both cases GCMS is required to determine the distribution of these compounds, namely mass 217 for the steranes and 191 for the terpanes (Fig. ). Gas chromatography-mass spectrometry (GCMS):
 The terpanes are present as three different families, namely tri, tetra and pentacyclic compounds. The pentacyclic terpanes are derived primarily from bacteria, tetracyclic terpanes are derived from microbial degradation of the hopanes and the tricyclic compounds are probably derived from cell wall constituents of algae. Interestingly enough the precise origin of the tricyclic terpanes has still not been unequivocally established after four decades of research . Gas chromatography-mass spectrometry (GCMS):
 The major application of these fingerprints in environmental forensics will be one of correlation of a spilled product and suspected sources. The advantage of these compounds is that they are very resistant to biodegradation and certainly over a fairly short time span, say from the present to a few hundred years, very little alteration will occur to the terpanes. n-Alkanes will disappear very rapidly following biodegradation and with increasing time we will see changes to the isoprenoids but once you move into the cyclic compounds these are very resistant to biodegradation ."
"Biodegradation of marine oil spill residues using aboriginal bacterial consortium based on Penglai 19-3 oil spill accident, China.","https://scispace.com/paper/biodegradation-of-marine-oil-spill-residues-using-aboriginal-20ttzbpeyv","2018","Journal Article","Ecotoxicology and Environmental Safety","Chuanyuan Wang
Xing Liu
Jie Guo
Yingchun Lv
Yuanwei Li","10.1016/J.ECOENV.2018.04.059","http://ir.yic.ac.cn/bitstream/133337/24058/1/Biodegradation%20of%20marine%20oil%20spill%20residues%20using%20aboriginal%20bacterial%20consortium%20based%20on%20Penglai%2019-3%20oil%20spill%20accident%2c%20China.pdf","","1,2-DMN, 1,2,7-TMN isomers from DMN, TMNs indicate to be more depleted to biodegradation than the 1,6-DMN and 1,3,7-TMN. Alkylphenanthrenes isomers:
 The effect of biodegradation on alkylphenanthrenes was reported using variations in the distribution of methylphenanthrenes (MP), dimethylphenanthrenes (DMP) and trimethylphenanthrenes (TMP). The relative amount of phenanthrene and MP decrease significantly, while the proportion of DMP and TMP increased correspondingly (Fig. ), indicating that the DMP and TMP are more difficult to biodegradation than phenanthrene and MP. It can be concluded that, a decrease in the relative concentration of phenanthrene and lower methyl ""homologue'' comparing to the higher homologues occurred. This result is largely consistent with field observations by  and  that higher degree of alkylation leads to strong biodegradability. The difference between S-BR1 and S-BR2 is little. Alkylphenanthrenes isomers:
 It is observed that the 2-MP isomer is less resistant to biodegradation while the 9-MP and 1-MP isomers show higher resistance to biodegradation (Fig. ). For the MP isomers, the methylphenanthrene ratios on the oil-gas geochemical exploration study, such as (3-MP + 2-MP)/(9-MP + 1-MP), 1-MP/9-MP and 2-MP/MPs show a slight decrease with increasing degree of biodegradation. The reason may be contribute the higher thermally stability of 9-methyl, 1-methyl methylphenanthrenes isomers than 3-methyl, 2-methyl methylphenanthrenes. For the DMP isomers, the susceptibility to the biodegradation of the individual isomers is complicated and less clear due to large number of possible isomers and coelution of different substitution isomers on common stationary phases. In this study, the relative 4. GC-MS chromatograms for alkyl naphthalene (m/z 144 + 156 + 170; MN, DMN, TMN), alkylphenanthrenes (m/z 192 + 216; MP, DMP) and alkyldibenzothiophene distributions (m/z 198 + 212 + 226; MDBT, DMDBT, TMDBT) in oily sediment before and after biodegradation with surfactant-treated microcosms. Alkylphenanthrenes isomers:
 abundance of 1,7-DMP was the highest. On the whole, the order of susceptibility of the methylphenanthrenes to biodegradation in this study is: 2-MP > 3-MP > 1-MP > 9-MP (Figs. )."
"Environmental Forensics Study of Crude Oil and Petroleum Product Spills in Coastal and Oilfield Settings: Combined Insights from Conventional GC-MS, Thermodesorption-GC-MS and Pyrolysis-GC-MS","https://scispace.com/paper/environmental-forensics-study-of-crude-oil-and-petroleum-338xby8rqo","2018","Book Chapter","","Michael A. Kruge
José Luis R. Gallego
Azucena Lara-Gonzalo
N. Esquinas","10.1016/B978-0-12-804434-6.00007-0","https://scispace.com/pdf/environmental-forensics-study-of-crude-oil-and-petroleum-338xby8rqo.pdf","A representative set of five oil spill samples from four different regions displayed different product characteristics and different levels of weathering. Three of them were taken along shorelines affected by marine oil spill events, viz., Abono and Prestige (Spain) and Deepwater Horizon (Unites States) and the other two were taken at inland oil spill sites (Angola and Kuwait). A multifaceted environmental forensics approach revealed key molecular features. In addition to the conventional gas chromatography–mass spectrometry (GC–MS) analysis of saturated and aromatic fractions, the polar fractions also were analyzed, revealing a complex series of linear alkanones in those oil samples particularly enriched in aliphatics. Thermodesorption–GC–MS of the whole oils was also employed to further test its efficacy as a tool for the rapid fingerprinting of environmental contamination. The method was shown to accurately detect most of the essential features recognized in the conventional GC–MS analysis of the saturated and aromatic fractions, although in some instances with less sensitivity and poorer resolution. Characteristics so recognized included the distributions of normal and isoprenoid alkanes, saturate and aromatic biomarkers, and polycyclic aromatic compounds such as alkylphenanthrenes and alkyldibenzothiophenes. Sequential pyrolysis of the postthermodesorption residue and asphaltene pyrolysis yielded similar results, indicating that the residue consists primarily of asphaltenes. Thermodesorption and pyrolysis GC–MS also recognized substances likely to be associated with spill cleanup efforts that were not detected by conventional analysis.","Title: Environmental forensics study of crude oil and petroleum product spills in coastal and oilfield settings: Combined insights from conventional GC-MS, thermodesorption-GC-MS and pyrolysis-GC-MS Authors: Michael A Kruge,José Luis,R Gallego,Azucena Lara-Gonzalo,Noemi Esquinas Keywords: asphaltenes, petroleum biomarkers, polycyclic aromatic compounds, alkanones, Aboño (Spain) oil spill, Angola oil spill, Kuwait oil spill, Macondo oil spill, Prestige oil spill"
"Preliminary results on the organic geochemistry of the Oligocene Creede Formation, Colorado","https://scispace.com/paper/preliminary-results-on-the-organic-geochemistry-of-the-2w26d5x2qm","2001","Other","","Paul G. Lillis","10.3133/OFR94260L","https://scispace.com/pdf/preliminary-results-on-the-organic-geochemistry-of-the-2w26d5x2qm.pdf","","1R069). Only the isoprenoid thiolanes (m/z 101) and dithianes + alkylbenzenes (m/z 119) mass chromatograms show any pattern of homologous series of peaks. Molecular Geochemistry:
 Aromatic compounds that are terrestrial plant source indicators including cadelane, simonellite, norabietane bisnorsimonellite, retene, and tetrahydroretane are only abundant in sample 1R069. Aryl isoprenoids (alkylbenzene compounds) are present in all four samples, and most abundant in 1R069. Most of the poly aromatic hydrocarbons (PAH) are in 1R113 and 1R069, including phenanthrenes, perylenes, triaromatic steroids, and chrysenes; the naphthalenes, however, are only abundant in 1R069. Maturity parameters:
 Molecular composition of organic matter changes with thermal maturity due to a number of reactions that are temperature and time dependent. The Creede samples show a range of maturities based on biomarker maturity parameters, of which the most dynamic example is the aromatization of monoaromatic steranes to triaromatic steranes. This reaction is expressed as the ratio: triaromatic steranes/tri-+ monoaromatic steranes or T/T+M (0.0 -> 1.0). The order of maturity based on T/T+M is listed on Table . Most other biomarker maturity parameters agree with relative maturity order based on T/T+M including: C29 sterane S/S+R, C21 tricyclic/hopane, C23 tricyclic/hopane, hopane/sterane, diasterane/sterane, pregnane/sterane, C27 diasterane S/S+R, and Ts/Tm. With the exception of sample 1R006 the following maturity parameters also agree with the T/T+M maturity order: CSQ 170,210 hopane/17cc,210 hopane, GSI 170,210 hopane/17cc,210 hopane, hopene/hopane, C31 hopane S/S+R and the Tmax of the S2 peak from Rock-Eval. Disagreement with the T/T+M order was observed in moretane/hopane and 50 sterane concentrations. In addition, the methyl phenanthrene index (MPI) shows 1R069 (0.37) slightly more mature than 1R113 (0.24) rather than the other way (MPI formula from ."
"Processos naturais de biodegradação do petróleo em reservatórios","https://scispace.com/paper/processos-naturais-de-biodegradacao-do-petroleo-em-3nwu9jb0z6","2012","Journal Article","Química Nova","Georgiana Feitosa da Cruz
Anita J. Marsaioli","10.1590/S0100-40422012000800024","https://scispace.com/pdf/processos-naturais-de-biodegradacao-do-petroleo-em-3nwu9jb0z6.pdf","Petroleum biodegradation in reservoirs is a process caused by different microorganisms affecting many oil deposits which modifies the oil composition in a quasi-stepwise process starting from n-alkanes and isoprenoids through to diasteranes. This causes oil souring and increased viscosity, sulfur and metal content, having a direct impact on oil production and refining costs.","microbiana utilizada. Por exemplo, sob condições aeróbias, Bost et al. mostrou que os hopanos são degradados sem produção de 25-nor-hopanos ou degradação de esteranos. Compostos biomarcadores:
 Existe uma grande quantidade de microrganismos descritos na literatura que possuem capacidade enzimática para biodegradar biomarcadores do petróleo.  Dentre estes, citam-se, como exemplos, os aeróbios pertencentes aos gêneros Achromobacter, Bacillus, Brevibacterium, Mezorhizobium e Bordetella, descritos na literatura como degradadores de hidrocarbonetos e/ou associados a ambientes contaminados com óleo  e alguns anaeróbios facultativos pertencentes aos gêneros Bacillus e Acinetobacter, dentre outros, conhecidos pela capacidade de utilizar hidrocarbonetos como fonte de carbono diretamente  ou por utilizarem os metabólitos produzidos por outras bactérias, quando estão em consórcios.  Um dos principais produtos gerados a partir da biodegradação dos terpanos tricíclicos, hopanos e esteranos são seus correspondentes ácidos terpanoicos tricíclicos, hopanoicos e esteranoicos.  Esses ácidos são comumente derivatizados aos correspondentes ésteres metílicos e reduzidos a hidrocarbonetos, para serem analisados por cromatografia gasosa acoplada à espectrometria de massas. A Figura 6 apresenta alguns desses ácidos já detectados em amostras de petróleo. Compostos biomarcadores:
 Os estudos dos componentes ácidos correlacionados com os da fração neutra em amostras de óleos e sedimentos é um campo vasto não totalmente explorado e pode ser utilizado para um melhor entendimento dos processos que envolvem geração, migração e biodegradação dessas amostras.  Óleos crus imaturos, óleos biodegradados, frações e óleos pesados, assim como águas geradas na extração do óleo cru e betume, provenientes de várias partes do mundo, frequentemente apresentam ácidos orgânicos de ocorrência natural em sua constituição.  No Brasil, o aparecimento de petróleos ácidos está relacionado com a produção de Cherne e Pampo, na Bacia de Campos.  Este surgimento mantém uma estreita relação com a evolução das descobertas e produção de óleo no país."
