"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Entropy Analysis: A tool for optimal sustainable use of biorefineries","https://scispace.com/paper/entropy-analysis-a-tool-for-optimal-sustainable-use-of-4xo2nt0pay","2010","Book","","Kasra Samiei","","https://scispace.com/pdf/entropy-analysis-a-tool-for-optimal-sustainable-use-of-4xo2nt0pay.pdf","Increasing interest for use of biomass for biofuels and materials as one measure to mitigate climate change gives increasing reason to make sure that we optimally use available bioresources. Biomass resources should be converted to a maximum of beneficial products with minimum harm to the environment, suggested by the increased interest in biorefinery type processes. This book investigate a tool based on the entropy production of a process for evaluation of biomass conversion processes and to explore its implications as an aggregated measure for sustainability. The Integrated Biomass Utilization System (IBUS) in Denmark and their different processes routes for bioethanol production (with several co-products) from Danish wheat straw are compared by the proposed tool. The impact of integrating the biomass plant with a coal power plant, which is the idea with the IBUS plant, is also analyzed. The results from the case study highlight the importance of well integrated and well optimized systems for utilization of biomass. “Biorefinery thinking” is important.","1) is beneficial compared to the stand alone alternative (Scenario 2). Using the surplus steam from the coalfired power plant in the biorefinery instead of external supply of steam is shown to be a wise choice as evaluated in this thesis. Entropy analysis compared to conventional life cycle assessment:
 • An Improvement potential was signaled by entropy analysis which LCA did not raise. Cooling water for the process contributes highly in generation of entropy (28% of total entropy generation in scenario 1 and 24% in scenario 2). Admittedly, a simple energy balance might point to cooling as an important issue but energy balance is not as rigorous as entropy to describe the thermodynamic performance of a system because it does not take into account the availability of energy (refer to section 2.4 for more discussions on this). Entropy analysis compared to conventional life cycle assessment:
 • More entropy, more environmental load. More research is needed to postulate entropy as a measure of aggregate environmental harm potential or to interpret it in some other way, but results of the entropy analysis were consistent with the results of LCA based on two different weighting methods, Eco indicator 99 and EPS 2000. Compared with weighting methods, Entropy's pure scientific basis opens the way for rational arguments and comparisons. Besides, entropy does not rely on our knowledge of known environmental impacts and could be related to a more general level of anthropogenic disturbance. Entropy analysis compared to conventional life cycle assessment:
 • More entropy, more cost. In this case study results of the entropy analysis were consistent with the results of the cost analysis performed earlier. Once again, more research is recommended to explore different aspects of such a correlation and to investigate the relevance of entropy as a cost optimization tool. Recommendations:
 • Worth considering. Some interesting observations in the results of the entropy analysis carried out suggest that further exploration and development of this tool is worth considering. Possibility of integrating entropy analysis with chemical process simulators such as Aspen Plus or ChemCad would pave the way for systematic establishment of entropy as a thermodynamic performance indicator. Recommendations:
 • A more comprehensive future study is recommended, investigating more different cases, covering more phases of the life cycle and more activities and emission flows. The assumptions in this study also need to be improved especially development of entropy data for organic compounds could help better approximations in future. Recommendations:
 • Thermodynamic efficiency. One inherent advantage of entropy analysis over methods such as LCA is that the performance of the investigated system could be compared with a thermodynamically ideal system or process. In this way, a thermodynamic efficiency could be attributed to the studied process as an indicator of the distance of the existing technology from a perfect one. Such a comparison with an ideal case is missing in this study and is recommended for future studies. Recommendations:
 • Waste potential entropy is a concept developed by Ayres and Martinas, 1994  and suggested as an ultimate eco-toxicity measure (refer to section 2.2.6 for more discussions on their work). Further research is recommended to possibly integrate this concept with the entropy analysis discussed in this thesis in order to improve the method for better evaluation of eco-toxicity."
"Exergetic analysis of the process of pre-treatment of soybean oil for the production of biodiesel","https://scispace.com/paper/exergetic-analysis-of-the-process-of-pre-treatment-of-3gavxnpcno","2020","Journal Article","","Marina Marques da Silva
Rômulo Maziero
Bruno Dorneles de Castro
Juan Carlos Campos Rubio","10.47385/CADUNIFOA.V15I44.2986","https://scispace.com/pdf/exergetic-analysis-of-the-process-of-pre-treatment-of-3gavxnpcno.pdf","The raw materials used for the production of biodiesel can be vegetable oil, animal tallow or residual fat. Among them, the use of soybean oil stands out. The present study aims to analyze the exergy efficiency of the soybean oil pretreatment process of a biofuel plant in the state of Minas Gerais, with an installed capacity of 152 million liters/year of biodiesel. For that, the calculation of the chemical exergy and the physical exergy of the flows related to the process of refining the oil for biodiesel production was carried out. Plant operating parameters were in order to calculate the exergy efficiency of the process and the mass flow to perform the mass balance of the analyzed plant. The exergetic efficiency of the soybean oil pretreatment process was 88% and destroyed exergy or irreversibility of approximately 11%. Therefore, the yield of the chemical reactions of the process were satisfactory.","Authors: Rômulo Maziero,Bruno Dorneles De Castro,Juan Carlos,Campos Rubio Keywords: Exergy analysis, Soybean oil, Biodiesel"
"Exergy Analysis","https://scispace.com/paper/exergy-analysis-2ttygt1p","2023","Journal Article","Ecology, economy and society--the INSEE journal","Tejasvi Chauhan
Vinod K. Gaur","10.37773/ees.v6i1.914","https://scispace.com/pdf/exergy-analysis-2ttygt1p.pdf","This paper argues for a continuing exploration of Nature’s organizing principles that sustain prolonged homeostasis of the earth’s ecosystems punctuated by forceful transitions to new emergent states. Ecosystems develop and maintain a dynamically stable state by transacting energy and materials with the surrounding flows to keep reversing their continual fall to the ground state. Conversely, the elevation of any component of the ecosystem above the ground level may be regarded as a measure of its functional efficiency. This measure, called exergy, can be calculated for an eco-subsystem based on knowledge of the energy and material fluxes that thread it and, most importantly, of where the ground level happens to be. Admittedly, it is not straightforward to quantify these figures, and the departure of assumptions from reality will inevitably translate into errors in the calculated exergy figures. However, the variance may be estimated by analysing the results of an ensemble...","Title: Exergy Analysis: A Guide to Sustainability? Authors: Tejasvi Chauhan,Vinod K Gaur Keywords: Exergy, Ecosystem, Thermodynamic limits"
"Análise exergética de sistemas de compressão de gás em plataformas offshore de produção de petróleo.","https://scispace.com/paper/analise-exergetica-de-sistemas-de-compressao-de-gas-em-2i708fc7lk","2017","Dissertation","","Felipe Alves D'Aloia","10.11606/D.3.2017.TDE-27112017-151846","https://scispace.com/pdf/analise-exergetica-de-sistemas-de-compressao-de-gas-em-2i708fc7lk.pdf","","capaz de permitir análise do processo conforme são alterados parâmetros de entrada, respeitando as restrições da planta. Objetivo: 2 -Executar a análise exergética para cada cenário. Objetivo:
 3 -Analisar os efeitos de cada variável (modos de operação, vazão de gás exportado e composição do petróleo) no balanço exergético da plataforma. Organização:
 No capítulo 2 é apresentada a revisão bibliográfica, onde são relacionados os conceitos principais e base teórica. São destacados os conceitos de exergia e estudos específicos sobre análise exergética aplicados à indústria de óleo e gás. Por fim, são apresentados os conceitos básicos de operação de um FPSO. Organização:
 No capítulo 3 são definidos o volume de controle e os parâmetros utilizados para modelagem do FPSO. Por fim são apresentados os cenários de produção previstos para análise. Organização:
 No capítulo 4 são apresentados os resultados da análise exergética aplicada à planta de processamento de óleo e gás, bem como dos parâmetros de exergia utilizados nesse trabalho. As Discussões a respeito dos resultados obtidos são apresentadas no capítulo 5. Organização:
 No capítulo 6 são pontuadas as contribuições decorrentes deste trabalho, com sugestões para futuros trabalhos que podem ser desenvolvidos na área. Revisão Bibliográfica:
 Nesse capítulo é apresentada a revisão da bibliografia referente a exergia, e uma revisão de conceitos básicos de operação de plataformas do tipo FPSO. Apresentase um sub-item específico referente a trabalhos publicados sobre análise exergética aplicada à indústria de óleo & gás, mais especificamente na exploração de petróleo offshore. Histórico:
 Uma das principais aplicações da termodinâmica é estudar a eficiência de processos. Histórico:
 A técnica tradicional para verifica-la consiste em utilizar um balanço de energia do sistema em questão, e através dele obter um rendimento termodinâmico. Entretanto há problemas nessa abordagem tradicional."
"Entropy Generation/Availability Energy Loss Analysis Inside MIT Gas Spring and ""Two Space"" Test Rigs","https://scispace.com/paper/entropy-generation-availability-energy-loss-analysis-inside-3f65urq7pb","2005","Proceedings Article","","Asuquo B. Ebiana
Rupesh T. Savadekar
Kaushal V. Patel","10.2514/6.2005-5675","https://scispace.com/pdf/entropy-generation-availability-energy-loss-analysis-inside-3f65urq7pb.pdf","The results of the entropy generation and availability energy loss analysis under conditions of oscillating pressure and oscillating helium gas flow in two Massachusetts Institute of Technology (MIT) test rigs piston-cylinder and piston-cylinder-heat exchanger are presented. Two solution domains, the gas spring (single-space) in the piston-cylinder test rig and the gas spring + heat exchanger (two-space) in the piston-cylinder-heat exchanger test rig are of interest. Sage and CFD-ACE+ commercial numerical codes are used to obtain 1-D and 2-D computer models, respectively, of each of the two solution domains and to simulate the oscillating gas flow and heat transfer effects in these domains. Second law analysis is used to characterize the entropy generation and availability energy losses inside the two solution domains. Internal and external entropy generation and availability energy loss results predicted by Sage and CFD-ACE+ are compared. Thermodynamic loss analysis of simple systems such as the MIT test rigs are often useful to understand some important features of complex pattern forming processes in more complex systems like the Stirling engine. This study is aimed at improving numerical codes for the prediction of thermodynamic losses via the development of a loss post-processor. The incorporation of loss post-processors in Stirling engine numerical codes will facilitate Stirling engine performance optimization. Loss analysis using entropy-generation rates due to heat and fluid flow is a relatively new technique for assessing component performance. It offers a deep insight into the flow phenomena, allows a more exact calculation of losses than is possible with traditional means involving the application of loss correlations and provides an effective tool for improving component and overall system performance.","low. This objective however conflicts with the heat transfer objective because, for example, heat exchangers with higher heat transfer effectiveness generally have higher flow losses . It is therefore valuable for the designer to know the trade-off between thermodynamic losses and heat transfer. Greek letters:
 The second law of thermodynamics has proven to be a useful tool in identifying the mechanisms and system components that are responsible for thermodynamic losses and for indicating how to minimize these losses in practical equipment in order to improve performance. Five main approaches, developed over the last several decades and reported in the literature, form the basis of second-law analysis. These are, in order of decreasing comprehensiveness, exergy, physical-exergy, exergy-consumption, negentropy and entropy analyses. These second law analysis types can be grouped into two broad categories. The first (exergy and physical-exergy analyses) is more detailed, and examines systems in an analogous way to energy analysis. The second (exergy-consumption, negentropy and entropy analyses) is concerned mainly with losses due to internal irreversibilities. Exergy analysis is a thermodynamic approach used for analyzing and improving the efficiency of chemical and thermal processes. In the analysis and design of energy systems, techniques are often used which combine scientific disciplines (mainly thermodynamics) with economic disciplines (mainly cost accounting) to achieve optimum designs. Many researchers  have developed methods of performing economic analysis based on exergy, which are referred to by such names as thermo-economics, second-law costing and exergo-economics. The potential usefulness of exergy in addressing and solving environment problems have also been demonstrated by several researchers  . An understanding of the relations between exergy and the environment may reveal the underlying fundamental patterns and forces affecting changes in the environment, and help researchers to deal better with environmental damage. Physical exergy includes all components of exergy except chemical exergy. Thus physical-exergy analysis may be sufficient if chemical exergy is not important to the analysis or if the process involves only fixed composition flow (e.g. steam power cycles). Physical-exergy cannot be rationally applied to processes in which compositions of streams change (e.g. combustion). Exergy consumption is the difference in exergy between input and output plus accumulations (if any) of general work potential for a system. Entropy generation destroys the available work of a system and is associated with irreversibilities related to three fluid dynamic processes  : heat transfer across a nonzero temperature difference, viscous friction leading to pressure drop and non-equilibrium processes such as mixing of different streams of fluid, unrestrained expansion, non-quasi equilibrium compression and expansion, chemical reaction, leakages and other nonidealities within systems. The main difference between entropy and negentropy analyses  is that negentropy is regarded as a valuable commodity while entropy is not. Except for entropy analysis, all other main second-law analyses adopt the negentropy viewpoint. The entropy analysis concept is employed in this study."
"Life performance of oil and gas platforms: Site integration and thermodynamic evaluation","https://scispace.com/paper/life-performance-of-oil-and-gas-platforms-site-integration-4f69c12vez","2014","Journal Article","Energy","Tuong-Van Nguyen
Tamás Gábor Fülöp
Peter Breuhaus
Brian Elmegaard","10.1016/J.ENERGY.2014.06.021","https://orbit.dtu.dk/files/96856527/Life_performance_of_oil.pdf","","process. The opportunities for inter-process integration, through a common utility system, can be identified, and an appropriate integration strategy can be selected. A detailed description of the TSA (Total Site Analysis) method is presented in Klemeš et al. . 2:
 The application of these methods to existing plants has grown recently. Feng et al.  investigated possible retrofit schemes for heat exchanger networks of petrochemical plants and pinpointed the importance of choosing the relevant boundaries (process or site). Matsuda et al.  applied the total site approach to a large-scale steel plant, which revealed the significant energy saving potential of the facility, despite that high efficiency of each individual process. Hackl et al. , following the same method, pinpointed the numerous opportunities for energy recovery in an industrial cluster, by allowing for closer collaboration between the chemical companies on-site, and implementing a hot-water circuit. 2:
 Exergy-based methods are well-established methods, which allow for assessing the locations and extents of the system imperfections . Unlike energy, exergy is destroyed to a certain extent in real processes, and the quantity of exergy destroyed throughout successive process operations accounts for the performance losses of the system of interest, and thus for the additional fuel use . A few studies on the performance of oil and gas plants, using the exergy analysis method, can be found in the scientific literature. 2:
 An exergy analysis was conducted on a generic offshore platform , considering six different feeds. The combustion reactions in the gas turbines were pointed out as the most exergy-destroying processes, and it was argued that few improvements on these components could be performed. The subsequent studies focused on improving the processing plant, following the work of Oliveira and Van Hombeeck  on a Brazilian facility. Four processing plants, located in the North Sea  and in the Norwegian Sea , were investigated. The sources of exergy destruction and losses were analysed. The findings illustrated that most irreversibilities were taking place either in the production manifold or gas compression sections, depending on the platform design, the exploitation period, and the reservoir conditions. The main causes were identified as the heat exchanges over large temperature gaps in the heaters and coolers, and the pressure changes in throttling valves and compressors. The challenges that are faced for improving these systems were pinpointed, because of the large changes in the oil and gas rates during the lifetime of the field. 2:
 In summary, the literature appears to contain little, if none, (i) on the application of advanced thermodynamic methods to assess the performance of oil and gas platforms, (ii) on the mapping of their performance losses over their life cycle, (iii) on the variations in heating and cooling demands of such processes, and (iv) on the systematic evaluation of improvement measures. The present study aims to help addressing these gaps, by combining the strengths of the pinch-and exergy-based methods. A Norwegian Sea offshore platform is taken as case study, and the model of this facility was explained in further details in Nguyen et al. . The basic structural layout of this platform is similar to other offshore platforms exploiting oil fields in the North Sea . 2:
 The present work was structured following those four steps: 2:
 • the platform model was developed and calibrated, based on measured data and on engineering assumptions, for three different exploitation periods (early-life, plateau and end-life productions);"
"Elements of a Heavy Oil Technology Development Program","https://scispace.com/paper/elements-of-a-heavy-oil-technology-development-program-16706k7i3n","2009","","","Osvair V. Trevisan
Fernando A. França
Clarissa A. Okabe
Antônio C. Lisboa","","https://scispace.com/pdf/elements-of-a-heavy-oil-technology-development-program-16706k7i3n.pdf","Prospective studies point out that in the short to medium-term, Brazil will incorporate 4 bil- lion barrels to its proved reserves of heavy oil due to ad- vancements in production techniques. As a result, Brazil- ian reserves of heavy oil will reach 7 billion barrels, taking more than a 40% share in the proven volumes. These figures do not account for the reserves of 2 billion barrels of extra-heavy oils that exist in the offshore field of Membro Siri, Campos Basin. Advancements in heavy oil produc- tion techniques will certainly match those numbers as they may unveil new scenarios and even bring closer the pro- duction onset of extra-heavy oils from off-shore fields. Around the world heavy oil has been discovered when looking for conventional oil; and its reservoirs have gener- ally been produced by applying the same techniques as those in the production of light oil. The predictable consequence is that the remaining resources associated with conventional oils have a smaller participation in available natural energy resources, increasing the importance of those resources asso- ciated with heavy oils. On the production side, worldwide the percentage of heavy oils is now slightly over 10%; in Brazil the proportion is still negligible. However, in order to assure the present favorable demand-production relationship, the medium term per- spective requires that the Brazilian share of such oils be above 20% of total produced volume. To accomplish this, the country must develop an integrated program of technol- ogy development. The program must focus on the search for technological solutions supported by scientific knowledge to overcome the challenges associated with the explotation of heavy oil reservoirs located in Brazil's coastal waters. Seek- ing to supplement the efforts of specific corporate programs, technical managers from oil companies and members of the academic community have convened to propose prospective solutions and to set the priority for 40 previously selected projects. The present paper unveils the main conclusions drawn, starting from the challenges posed by all branches of the area, to the actions envisioned to tackle them.","acidity level. In fact, the price spread at the oil market is mainly due to this characteristic. Also, the high concentration of organic acids is mentioned to contribute to the precipitation of organo-metallic salts, causing buildups in processing equipment. Reservoir:
 Heavy oils, especially those formed by biodegradation, are found in shallow reservoirs, formed by unconsolidated sands. This characteristic, which brings about difficulties during well drilling and Trevisan, O.V., França, F.A., Okabe, C.A., Lisboa, A.C. Thermodynamic Behavior:
 To study the characteristics of the thermodynamic behavior of heavy oils, focusing on the development of correlations for PVT properties and on the development of models for off-equilibrium behavior Flow Properties in the Formation:
 To study the characteristics and rheological properties of live oil and its potential emulsions with gas, focusing on flow conditions inside the reservoir rock Primary Production Mechanisms:
 To develop models for reservoir phenomena associated with the depletion of heavy oils, with primary focus on gas entrapment, gravitational flow, and changes to permeability after altering the structure of the porous medium. Water injection:
 The focuses are two-fold: technical challenges of water injection in heavy oil offshore fields and waste water reconditioning for re-injection and disposal. Improved Recovery:
 To develop theoretical and experimental models on improved recovery methods applied to offshore heavy oil reservoirs. It is initially proposed that the focus be directed to air injection and its novel techniques, and to steam injection with bottomhole generation. Wellbore:
 In this portfolio, priorities are: Wellbore Stability:
 To develop geomechanical models to anticipate the behavior of heavy oil bearing formations in the limits of the pressure gradients involved in construction of wells with long horizontal extensions -exceeding 1000m and in thin sediment layers Drilling and Completion Fluids:
 Development of fluids appropriate to the construction of wells with long horizontal stretches, with tight gravity and viscosity restrictions This is compatible with the growing importance this resource is achieving in the scenario of energy reserves on Earth."
"Energy efficient control and optimisation techniques for distillation processes","https://scispace.com/paper/energy-efficient-control-and-optimisation-techniques-for-4lgyy6c1wi","2015","Dissertation","","Funmilayo Nihinlola Osuolale","","https://scispace.com/pdf/energy-efficient-control-and-optimisation-techniques-for-4lgyy6c1wi.pdf","","oil analysis. The Peng-Robinson method utilises EOS in its enthalpy calculations. Oil characterisation: Crude oil is a mixture of many identified chemical components and pseudo-components whose chemical identity might be difficult and sometimes impractical to determine. Oil characterisation:
 Hence, there is a need for the characterizations of the crude. The crude was characterized using experimental assay that include the bulk crude properties, light end volume percent, ASTM distillation, API gravity and TBP distillation. Oil characterisation:
 The result of the characterization is detailed chemical compositions of the identified components and the pseudo-components. The complete and definitive analysis of a crude oil is called crude assay. This is more detailed than a crude TBP curve. Building the flow sheet:
 The modelling of the crude distillation units were done in the HYSYS environment using their operating and design parameters. The simulation was done to be a prototype of the actual process as much as possible in terms of these parameters-the number of trays, feed tray, feed temperature, feed flow rates, heat exchangers supply and target temperatures, product specifications, steam flow rates, pump around flow rates. Data such as entropy, enthalpy, temperatures, pressures, compositions and stream flow rates were extracted from the simulation for exergy analysis. Exergy analysis:
 The total exergy of a stream is given as Exergy analysis:
 The physical exergy is calculated from equation 4.13-4.18. Exergy analysis:
 For the crude stream considered, standard molar chemical exergy 𝐸𝑥 𝑐ℎ𝑒𝑚 is calculated from the standard molar chemical exergies of all identified components and pseudocomponents as Exergy analysis:
 Where 𝑏 𝑐ℎ𝑖 is the chemical exergy for component i, 𝑏 𝑞𝑖 is the chemical exergy for pseudo component and 𝑎 𝑖 is the activity coefficient of component 𝑖 . The standard chemical exergy for pseudo-components can be determined for heuristic empirical expression as a function of the elementary composition and their heating values  𝑏 𝑞𝑖 = 𝜗 𝑖 𝐶 𝑖 6.3 Exergy analysis:
 Where 𝜗 𝑖 is the regression equation to express the ratio H/C, N/C, O/C and S/C for pseudo-component 𝑖, 𝐶 𝑖 is the net calorific heating value of the pseudo-component 𝑖. Exergy analysis:
 From figure 6.1, the inlet and outlet streams are given as ∑ 𝐸𝑥 𝑜𝑢𝑡 = 𝐸𝑥 𝑜𝑓𝑓𝑔𝑎𝑠 + 𝐸𝑥 𝑛𝑎𝑝ℎ𝑡ℎ𝑎 + 𝐸𝑥 𝑘𝑒𝑟𝑜 + 𝐸𝑥 𝑑𝑖𝑒𝑠𝑒𝑙 + 𝐸𝑥 𝐴𝐺𝑂 + 𝐸𝑥 𝑟𝑒𝑠𝑖𝑑𝑢𝑒 6.4"
"Life in the slow lane; biogeochemistry of biodegraded petroleum containing reservoirs and implications for energy recovery and carbon management","https://scispace.com/paper/life-in-the-slow-lane-biogeochemistry-of-biodegraded-3r1g0n14av","2014","Journal Article","Frontiers in Microbiology","Ian M. Head
Neil D. Gray
Stephen R. Larter
Stephen R. Larter","10.3389/FMICB.2014.00566","https://scispace.com/pdf/life-in-the-slow-lane-biogeochemistry-of-biodegraded-3r1g0n14av.pdf","Our understanding of the processes underlying the formation of heavy oil has been transformed in the last decade. The process was once thought to be driven by oxygen delivered to deep petroleum reservoirs by meteoric water. This paradigm has been replaced by a view that the process is anaerobic and frequently associated with methanogenic hydrocarbon degradation. The thermal history of a reservoir exerts a fundamental control on the occurrence of biodegraded petroleum and microbial activity is focussed at the base of the oil column in the oil water transition zone that represents a hotspot in the petroleum reservoir biome. Here we present a synthesis of new microbiological, geochemical and biogeochemical data that expands our view of the processes that regulate deep life in petroleum reservoir ecosystems and highlights interactions of a range of biotic and abiotic factors that determine whether petroleum is likely to be biodegraded in situ, with important consequences for oil exploration and production. We also discuss the role of microbial processes for energy recovery in the future and how this fits within the broader socioeconomic landscape of energy futures.","Title: Newcastle University ePrints Head IM, Gray ND, Larter SR. Life in the slow lane; biogeochemistry of biodegraded petroleum containing reservoirs and implications for energy recovery and carbon management. Frontiers in Microbiology 2014, 5: 566 Authors: Ian M Head (Corresponding Author),Neild Gray,Stephen R Larter Keywords: biogeochemistry, oil reservoirs, microbial ecology, energy, hydrocarbon biodegradation Our understanding of the processes underlying the formation of heavy oil has been transformed in the last decade. The process was once thought to be driven by oxygen delivered to deep petroleum reservoirs by meteoric water. This paradigm has been replaced by a view that the process is anaerobic and frequently associated with methanogenic hydrocarbon degradation. The thermal history of a reservoir exerts a fundamental control on the occurrence of biodegraded petroleum, and microbial activity is focused at the base of the oil column in the oil water transition zone, that represents a hotspot in the petroleum reservoir biome. Here we present a synthesis of new and existing microbiological, geochemical, and biogeochemical data that expands our view of the processes that regulate deep life in petroleum reservoir ecosystems and highlights interactions of a range of biotic and abiotic factors that determine whether petroleum is likely to be biodegraded in situ, with important consequences for oil exploration and production. Specifically we propose that the salinity of reservoir formation waters exerts a key control on the occurrence of biodegraded heavy oil reservoirs and introduce the concept of palaeopickling. We also evaluate the interaction between temperature and salinity to explain the occurrence of non-degraded oil in reservoirs where the temperature has not reached the 80-90 • C required for palaeopasteurization. In addition we evaluate several hypotheses that might explain the occurrence of organisms conventionally considered to be aerobic, in nominally anoxic petroleum reservoir habitats. Finally we discuss the role of microbial processes for energy recovery as we make the transition from fossil fuel reliance, and how these fit within the broader socioeconomic landscape of energy futures. AN INTRODUCTION TO HEAVY OIL SYSTEMS:
 Estimated global bitumen and heavy-oil resources are around 5.6 trillion barrels (bbl), mostly occurring in the western hemisphere. These resources, dominate the world petroleum inventory, and are increasingly being developed as light oil reserves deplete . This development has driven applied research into more efficient production, and fundamental research into the biogeochemical origin of these enigmatic large-scale oil accumulations. Much of the enabling technical developments have occurred in the largest bitumen and heavy-oil fields of the Canadian oil sands, the Orinoco Heavy Oil belt of Venezuela, the heavy oil on the North Slope of Alaska and the heavy-oil fields of California. Both applied and fundamental studies, are informed by understanding the microbial processes that have acted on, what began as, more conventional oil and gas. In some cases over geological and, in other cases, more recent timescales."
"Desempenho exergo-ambiental do processamento de petróleo e seus derivados","https://scispace.com/paper/desempenho-exergo-ambiental-do-processamento-de-petroleo-e-aumo0gzbud","2013","","","São Paulo","","https://scispace.com/pdf/desempenho-exergo-ambiental-do-processamento-de-petroleo-e-aumo0gzbud.pdf","","Authors: Ao Prof,Silvio De Oliveira,Análise Exergética Análise,Exergoeconômica Combustíveis,Derivados,Petróleo Petróleo,Refinaria,Refino Keywords: Exergy Analysis, Exergoeconomy Analysis, Fuels, Oil Products, Exergy, Oil, Refinery, Oil Refining, v"
"Comprehensive two-dimensional gas chromatography coupled to time of flight mass spectrometry: new biomarker parameter proposition for the characterization of biodegraded oil","https://scispace.com/paper/comprehensive-two-dimensional-gas-chromatography-coupled-to-3n7az1sc77","2013","Journal Article","Journal of the Brazilian Chemical Society","Renata F. Soares
Ricardo Pereira
Raphael S. F. Silva
Leonardo Mogollon
Débora A. Azevedo","10.5935/0103-5053.20130198","https://scispace.com/pdf/comprehensive-two-dimensional-gas-chromatography-coupled-to-3n7az1sc77.pdf","Comprehensive two-dimensional gas chromatography with time of flight mass spectrometry (GC×GC-TOFMS) is an appropriate technique for the elucidation of molecular composition of petrochemical samples, such as biodegraded oils. Biomarkers were separated and identified, and conventional biomarker ratios were determined via gas chromatography-mass spectrometry (GC-MS) and GC×GC-TOFMS. In the extracted ion chromatogram m/z 123 + 177 + 191, coelutions between tricyclic terpanes, hopanes and 25-nor-hopanes with secohopanes were resolved by GC×GC-TOFMS. GC×GC-TOFMS allowed the identification of complete series of 25-nor-hopanes, nor-gammacerane, C29 28-nor-spergulanes and oleanane not identified by using GC-MS. The biomarker ratios from the studied oils indicated that they derived from marine source rock deposited under anoxic conditions. The higher chromatographic resolution and sensitivity achieved by using GC×GC-TOFMS allowed for three new parameters to characterize biodegraded oils. These results indicated the superiority of GC×GC-TOFMS for separation and identification of individual and non-target compounds in severely biodegraded oils.","28-nor-spergulanes, 25,30-BNH, 25,28-BNH, 25,28,30-TNH and 8,14-secohopanes, which resulted from the heavy biodegradation that occurred in the reservoirs. Conclusion:
 The higher chromatographic resolution and sensitivity of the GC×GC-TOFMS allowed for the separation and identification of individual compounds, which normally coelute in conventional GC-MS analyses. This contributes to a better characterization of the oil fractions. As result of the chromatographic separation between 25,28,30-TNH and SH30; H30, D30R, and SH31 by GC×GC-TOFMS, it was possible to propose three new parameters for heavy biodegradation: 25,28-BNH/H30, 25,30-BNH/H30 and SH30/H30. These proposed parameters showed a trend of biodegradation between the studied samples, indicating a decreasing order of biodegradation: Oil #1 > Oil #2 > Oil #3 > Oil #4. In addition, geochemical parameters such as origin, thermal maturity and environment deposition were calculated, demonstrating the applicability of GC×GC-TOFMS in biomarker ratios. So, the use of GC×GC-TOFMS in geochemical analyses can easily support oil exploration. Conclusion:
 The samples showed a Hop/St ratio < 4, the predominance of C 27 steranes over C 29 homologous, the presence of C 30 steranes, low concentration of Tr19 and Tr20 when compared to Tr23, a condition which is indicative of marine oils. Moreover, the samples also showed H35/H34 ratio > 1 and the presence of 25,28,30-TNH signifying an anoxic depositional environment. The presence of Te24, gammacerane and Ts/Tm ratio < 1 suggests a carbonate or evaporitic depositional environment."
"Thermodynamics, Exergy, and Energy Efficiency in Desalination Systems","https://scispace.com/paper/thermodynamics-exergy-and-energy-efficiency-in-desalination-42rm2w8gjq","2017","Book Chapter","","John H. Lienhard
Karan H. Mistry
Mostafa H. Sharqawy
Gregory P. Thiel","10.1016/B978-0-12-809791-5.00004-3","https://scispace.com/pdf/thermodynamics-exergy-and-energy-efficiency-in-desalination-42rm2w8gjq.pdf","Desalination is the thermodynamic process of separating fresh water from water that contains dissolved salts. This chapter introduces the concepts and methods required for thermodynamic analysis of desalination systems. Thermodynamic laws are summarized along with the chemical thermodynamics of electrolytes. Exergy analysis is introduced. The work and heat of separation are defined, and the roles of entropy generation and exergy destruction are identified. Important sources of entropy generation are discussed. Examples are given for the application of these methods to several representative desalination systems.","Title: Thermodynamics, Exergy, and Energy Efficiency in Desalination Systems Authors: J H Lienhard,K H Mistry,M H Sharqawy,G P Thiel Keywords: Thermodynamics, exergy, entropy generation, efficiency, physical properties, desalination systems T D §4.3"
