"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Anaerobic hydrocarbon biodegradation in deep subsurface oil reservoirs","https://scispace.com/paper/anaerobic-hydrocarbon-biodegradation-in-deep-subsurface-oil-2hoq8ygl39","2004","Journal Article","Nature","Carolyn M. Aitken
David Jones
Steve Larter
Steve Larter","10.1038/NATURE02922","","Biodegradation of crude oil in subsurface petroleum reservoirs is an important alteration process with major economic consequences. Aerobic degradation of petroleum hydrocarbons at the surface is well documented and it has long been thought that the flow of oxygen- and nutrient-bearing meteoric waters into reservoirs was necessary for in-reservoir petroleum biodegradation. The occurrence of biodegraded oils in reservoirs where aerobic conditions are unlikely, together with the identification of several anaerobic microorganisms in oil fields and the discovery of anaerobic hydrocarbon biodegradation mechanisms, suggests that anaerobic degradation processes could also be responsible. The extent of anaerobic hydrocarbon degradation processes in the world's deep petroleum reservoirs, however, remains strongly contested. Moreover, no organism has yet been isolated that has been shown to degrade hydrocarbons under the conditions found in deep petroleum reservoirs. Here we report the isolation of metabolites indicative of anaerobic hydrocarbon degradation from a large fraction of 77 degraded oil samples from both marine and lacustrine sources from around the world, including the volumetrically important Canadian tar sands. Our results therefore suggest that anaerobic hydrocarbon degradation is a common process in biodegraded subsurface oil reservoirs.","The isolation of metabolites indicative of anaerobic hydrocarbon degradation from a large fraction of 77 degraded oil samples from both marine and lacustrine sources from around the world, including the volumetrically important Canadian tar sands are reported, suggesting that anaer aerobic degradation is a common process in biodegraded subsurface oil reservoirs."
"Microbiology of Oil Degradation in Reservoirs","https://scispace.com/paper/microbiology-of-oil-degradation-in-reservoirs-ef34rnerjtgy","","","","D. Blanchet
A. Grabowski
Vandecasteele J-P","10.2523/71449-ms","","Abstract The microbial alteration of crude oils in reservoirs is a widespread phenomenon. Its knowledge is of prime importance from an economical point of view, specially in offshore prospecting. The understanding of conditions that favored hydrocarbon biodegradation constitutes key information to conduct exploration. This understanding requires a better knowledge of the microbial communities present in these specific ecosystems. Our views of the microbial life and of its involvment in biodegradation of hydrocarbons in such deep anoxic environments have entirely been transformed these last two decades. First, the use of the recent molecular techniques have permitted to discover the large diversity of this microbial world. Second, undeniable proofs of attack of alkanes in strict anaerobic conditions by various groups such as sulfate-reducers, denitrifying bacteria and consortia including acetogenic bacteria and Archaea have been presented. Further progress will involve the study of key limiting factors of in-reservoir overall microbial activities, through better elucidation of available sources of nutrient and electron acceptors.","Microbial alteration of crude oils in reservoirs is a widespread phenomenon, influenced by diverse microbial communities, including sulfate-reducers, denitrifying bacteria, and consortia, which degrade hydrocarbons in deep anoxic environments."
"Coupling hydrocarbon degradation to anaerobic respiration and mineral diagenesis: theoretical constraints.","https://scispace.com/paper/coupling-hydrocarbon-degradation-to-anaerobic-respiration-13u7swn145","2010","Journal Article","Geobiology","Tullis C. Onstott
S. M. Hinton
B. J. Silver
H. E. King","10.1111/J.1472-4669.2009.00224.X","","The diagenetic mineral assemblages in petroleum reservoirs control the formation fluid pH and pCO2. Anaerobic biodegradation of petroleum is controlled by the transfer of electrons from reduced organic species to inorganic, redox sensitive, aqueous and mineral species in many cases through intermediates such as H2 and CH3COO ) . The terminal electron accepting reactions induce the dissolutionor precipitation of the same minerals that control the ambient pH and pCO2 in petroleum reservoirs. In this study, we develop a model for anaerobic biodegradation of petroleum that couples the production of acetate and H2 to ‘late stage’ diagenetic reactions. The model reveals that the principal terminal electron accepting process and electron donor control the type of diagenetic reaction, and that the petroleum biodegradation rate is controlled through thermodynamic restriction by the minimum DG required to support a specific microbial metabolism, the fluid flux and the mineral assemblage. These relationships are illustrated by modeling coupled microbial diagenesis and biodegradation of the Gullfaks oil reservoir. The results indicate that the complete dissolution of albite by acids generated during oil biodegradation and the corresponding elevated pCO2 seen in the Gullfaks field are best explained by methanogenic respiration coupled to hydrocarbon degradation and that the biodegradation rate is likely controlled by the pCH4. Biodegradation of Gullfaks oil by a consortium that includes either Fe 3+ -reducing or SO 2� 4 -reducing bacteria cannot explain the observed diagenetic mineral assemblage or pCO2. For octane, biodegradation, not water washing, was the principal agent for removal atfluid velocities <20 m Myr )1 .","The model reveals that the principal terminal electron accepting process and electron donor control the type of diagenetic reaction, and that the petroleum biodegradation rate is controlled through thermodynamic restriction by the minimum DeltaG required to support a specific microbial metabolism, the fluid flux and the mineral assemblage."
"Life in the slow lane; biogeochemistry of biodegraded petroleum containing reservoirs and implications for energy recovery and carbon management","https://scispace.com/paper/life-in-the-slow-lane-biogeochemistry-of-biodegraded-3r1g0n14av","2014","Journal Article","Frontiers in Microbiology","Ian M. Head
Neil D. Gray
Stephen R. Larter
Stephen R. Larter","10.3389/FMICB.2014.00566","https://scispace.com/pdf/life-in-the-slow-lane-biogeochemistry-of-biodegraded-3r1g0n14av.pdf","Our understanding of the processes underlying the formation of heavy oil has been transformed in the last decade. The process was once thought to be driven by oxygen delivered to deep petroleum reservoirs by meteoric water. This paradigm has been replaced by a view that the process is anaerobic and frequently associated with methanogenic hydrocarbon degradation. The thermal history of a reservoir exerts a fundamental control on the occurrence of biodegraded petroleum and microbial activity is focussed at the base of the oil column in the oil water transition zone that represents a hotspot in the petroleum reservoir biome. Here we present a synthesis of new microbiological, geochemical and biogeochemical data that expands our view of the processes that regulate deep life in petroleum reservoir ecosystems and highlights interactions of a range of biotic and abiotic factors that determine whether petroleum is likely to be biodegraded in situ, with important consequences for oil exploration and production. We also discuss the role of microbial processes for energy recovery in the future and how this fits within the broader socioeconomic landscape of energy futures.","A synthesis of new and existing microbiological, geochemical, and biogeochemical data is presented that proposes that the salinity of reservoir formation waters exerts a key control on the occurrence of biodegraded heavy oil reservoirs and introduces the concept of palaeopickling."
"The thermodynamic landscape of methanogenic PAH degradation","https://scispace.com/paper/the-thermodynamic-landscape-of-methanogenic-pah-degradation-42lyrkln21","2009","Journal Article","Microbial Biotechnology","Jan Dolfing
Aiping Xu
Neil D. Gray
Stephen R. Larter
Ian M. Head","10.1111/J.1751-7915.2009.00096.X","https://sfamjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1751-7915.2009.00096.x","Summary
Methanogenic degradation of polycyclic aromatic hydrocarbons (PAHs) has long been considered impossible, but evidence in contaminated near surface environments and biodegrading petroleum reservoirs suggests that this is not necessarily the case. To evaluate the thermodynamic constraints on methanogenic PAH degradation we have estimated the Gibbs free energy values for naphthalene, phenanthrene, anthracene, pyrene and chrysene in the aqueous phase, and used these values to evaluate several possible routes whereby PAHs may be converted to methane. Under standard conditions (25°C, solutes at 1 M concentrations, and gases at 1 atm), methanogenic degradation of these PAHs yields between 209 and 331 kJ mol−1. Per mole of methane produced this is 27–35 kJ mol−1, indicating that PAH-based methanogenesis is exergonic. We evaluated the energetics of three potential PAH degradation routes: oxidation to H2/CO2, complete conversion to acetate, or incomplete oxidation to H2 plus acetate. Depending on the in situ conditions the energetically most favourable pathway for the PAH-degrading organisms is oxidation to H2/CO2 or conversion into acetate. These are not necessarily the pathways that prevail in the environment. This may be because the kinetic theory of optimal length of metabolic pathways suggests that PAH degraders may have evolved towards incomplete oxidation to acetate plus H2 as the optimal pathway.","To evaluate the thermodynamic constraints on methanogenic PAH degradation, the Gibbs free energy values for naphthalene, phenanthrene, anthracene, pyrene and chrysene in the aqueous phase are estimated and used to evaluate several possible routes whereby PAHs may be converted to methane."
"Reactive Transport of Petroleum Hydrocarbon Constituents in a Shallow Aquifer: Modeling Geochemical Interactions Between Organic and Inorganic Species","https://scispace.com/paper/reactive-transport-of-petroleum-hydrocarbon-constituents-in-1zq9e82cm9","1995","Journal Article","Water Resources Research","W. W. McNab
T. N. Narasimhan","10.1029/95WR01254","","Dissolved organic contaminants such as petroleum hydrocarbon constituents are often observed to degrade in groundwater environments through biologically mediated transformation reactions into carbon dioxide, methane, or intermediate organic compounds. Such transformations are closely tied to local geochemical conditions. Favorable degradation pathways depend upon local redox conditions through thermodynamic constraints and the availability of appropriate mediating microbial populations. Conversely, the progress of the degradation reactions may affect the chemical composition of groundwater through changes in electron donor/acceptor speciation and pH, possibly inducing mineral precipitation/dissolution reactions. Transport of reactive organic and inorganic aqueous species through open systems may enhance the reaction process by mixing unlike waters and producing a state of general thermodynamic disequilibrium. In this study, field data from an aquifer contaminated by petroleum hydrocarbons have been analyzed using a mathematical model which dynamically couples equilibrium geochemistry of inorganic constituents, kinetically dominated sequential degradation of organic compounds, and advective-dispersive chemical transport. Simulation results indicate that coupled geochemical processes inferred from field data, such as organic biodegradation, iron reduction and dissolution, and methanogenesis, can be successfully modeled using a partial-redox-disequilibrium approach. The results of this study also suggest how the modeling approach can be used to study system sensitivity to various physical and chemical parameters, such as the effect of dispersion on the position of chemical fronts and the impact of alternative buffering mineral phases (e.g., goethite versus amorphous Fe(OH)3) on water chemistry.","In this article, field data from an aquifer contaminated by petroleum hydrocarbons have been analyzed using a mathematical model which dynamically couples equilibrium geochemistry of inorganic constituents, kinetically dominated sequential degradation of organic compounds, and advective-dispersive chemical transport."
"Natural Processes Of Petroleum Biodegradation In Reservoirs [processos Naturais De Biodegradação Do Petróleo Em Reservatórios]","https://scispace.com/paper/natural-processes-of-petroleum-biodegradation-in-reservoirs-14sg4tgqyp","2012","Journal Article","Scopus","G F Da Cruz
Anita J. Marsaioli","","","Petroleum biodegradation in reservoirs is a process caused by different microorganisms affecting many oil deposits which modifies the oil composition in a quasi-stepwise process starting from n-alkanes and isoprenoids through to diasteranes. This causes oil souring and increased viscosity, sulfur and metal content, having a direct impact on oil production and refining costs.","Petroleum biodegradation in reservoirs is a process caused by different microorganisms affecting many oil deposits which modifies the oil composition in a quasi-stepwise process starting from n-alkanes and isoprenoids through to diasteranes."
"Microbial Degradation of Petroleum Hydrocarbons: Realities, Challenges and Prospects","https://scispace.com/paper/microbial-degradation-of-petroleum-hydrocarbons-realities-3elfrrjz0j","2018","Journal Article","","A. A. Unimke
O. A. Mmuoegbulam
Ogemdi Chinwendu Anika","10.9734/BJI/2018/43957","https://scispace.com/pdf/microbial-degradation-of-petroleum-hydrocarbons-realities-3elfrrjz0j.pdf","One of the emerging environmental challenges today is hydrocarbon pollution arising from activities of petrochemical industries, natural sources of crude oil pollution and other anthropogenic activities. These petroleum products contain harmful, carcinogenic and mutagenic compounds which could have severe consequences on biotic and abiotic components of the ecosystem. Physicochemical and biological methods are employed for the remediation of hydrocarbon contaminated systems; however, the negative impacts of the physicochemical approach are presently directing greater attention to the exploitation of the biological alternatives. This article reviews basic concepts of petroleum hydrocarbons, hydrocarbon degrading microorganisms, factors that influence the biodegradation of contaminants and innovative technologies for the effective removal of these pollutants. This article also discusses the applications of relative advances in molecular biological techniques, such as the isolation of plasmid DNA of microbial communities and the use of genetically engineered microorganisms to increase the rates of biodegradation of hydrocarbon pollutants in the environment. Review Article Unimke et al.; BJI, 22(2): 1-10, 2018; Article no.BJI.43957 2","Unimke et al. as mentioned in this paper reviewed basic concepts of petroleum hydrocarbons, hydrocarbon degrading microorganisms, factors that influence the biodegradation of contaminants and innovative technologies for the effective removal of these pollutants."
"New Hydrocarbon Degradation Pathways in the Microbial Metagenome from Brazilian Petroleum Reservoirs","https://scispace.com/paper/new-hydrocarbon-degradation-pathways-in-the-microbial-4pgwaohwic","2014","Journal Article","PLOS ONE","Isabel N. Sierra-Garcia
Javier Correa Alvarez
Suzan Pantaroto de Vasconcellos
Anete Pereira de Souza
Eugenio V. Santos Neto
Valéria Maia de Oliveira","10.1371/JOURNAL.PONE.0090087","https://scispace.com/pdf/new-hydrocarbon-degradation-pathways-in-the-microbial-4pgwaohwic.pdf","Current knowledge of the microbial diversity and metabolic pathways involved in hydrocarbon degradation in petroleum reservoirs is still limited, mostly due to the difficulty in recovering the complex community from such an extreme environment Metagenomics is a valuable tool to investigate the genetic and functional diversity of previously uncultured microorganisms in natural environments Using a function-driven metagenomic approach, we investigated the metabolic abilities of microbial communities in oil reservoirs Here, we describe novel functional metabolic pathways involved in the biodegradation of aromatic compounds in a metagenomic library obtained from an oil reservoir Although many of the deduced proteins shared homology with known enzymes of different well-described aerobic and anaerobic catabolic pathways, the metagenomic fragments did not contain the complete clusters known to be involved in hydrocarbon degradation Instead, the metagenomic fragments comprised genes belonging to different pathways, showing novel gene arrangements These results reinforce the potential of the metagenomic approach for the identification and elucidation of new genes and pathways in poorly studied environments and contribute to a broader perspective on the hydrocarbon degradation processes in petroleum reservoirs","Novel functional metabolic pathways involved in the biodegradation of aromatic compounds in a metagenomic library obtained from an oil reservoir are described."
"Metabolic capability and in situ activity of microorganisms in an oil reservoir","https://scispace.com/paper/metabolic-capability-and-in-situ-activity-of-microorganisms-597m3f09fl","2018","Journal Article","Microbiome","Yi Fan Liu
Yi Fan Liu
Daniela Domingos Galzerani
Serge Maurice Mbadinga
Livia S. Zaramela
Ji-Dong Gu
Bo-Zhong Mu
Karsten Zengler","10.1186/S40168-017-0392-1","https://scispace.com/pdf/metabolic-capability-and-in-situ-activity-of-microorganisms-597m3f09fl.pdf","Microorganisms have long been associated with oxic and anoxic degradation of hydrocarbons in oil reservoirs and oil production facilities. While we can readily determine the abundance of microorganisms in the reservoir and study their activity in the laboratory, it has been challenging to resolve what microbes are actively participating in crude oil degradation in situ and to gain insight into what metabolic pathways they deploy. Here, we describe the metabolic potential and in situ activity of microbial communities obtained from the Jiangsu Oil Reservoir (China) by an integrated metagenomics and metatranscriptomics approach. Almost complete genome sequences obtained by differential binning highlight the distinct capability of different community members to degrade hydrocarbons under oxic or anoxic condition. Transcriptomic data delineate active members of the community and give insights that Acinetobacter species completely oxidize alkanes into carbon dioxide with the involvement of oxygen, and Archaeoglobus species mainly ferment alkanes to generate acetate which could be consumed by Methanosaeta species. Furthermore, nutritional requirements based on amino acid and vitamin auxotrophies suggest a complex network of interactions and dependencies among active community members that go beyond classical syntrophic exchanges; this network defines community composition and microbial ecology in oil reservoirs undergoing secondary recovery. Our data expand current knowledge of the metabolic potential and role in hydrocarbon metabolism of individual members of thermophilic microbial communities from an oil reservoir. The study also reveals potential metabolic exchanges based on vitamin and amino acid auxotrophies indicating the presence of complex network of interactions between microbial taxa within the community.","The data expand current knowledge of the metabolic potential and role in hydrocarbon metabolism of individual members of thermophilic microbial communities from an oil reservoir and reveals potential metabolic exchanges based on vitamin and amino acid auxotrophies indicating the presence of complex network of interactions between microbial taxa within the community."
