"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"The Reservoir Performance Assessment Model Based on Dissipative Structure Theory","https://scispace.com/paper/the-reservoir-performance-assessment-model-based-on-3s9lf8w7bc","2006","Journal Article","Xinjiang Petroleum Geology","Zhang Yu-rong","","","The oil field waterflooding system is a dissipative system and follows the law of dissipative structureBased on the grey correlation entropy,the system development and evolvement can be analyzed and studied by the use of the dominate factors that control the system evolvement directionThe minus entropy flow is the prerequisite for unbalanced and orderly structure of dissipative structureUnder the circumstances of minus entropy flow system,the system is in course of benign development and evolvement with decreasing gradually overall entropy and good efficiency of system energy in use,and in good order tendency and with good cooperation and matching among elemental subsystemsThe development technical policy must be continually readjusted in accordance with constantly diverse oil water motion law so that minus entropy can be introduced to harmoniously exploit the oil field","The development technical policy must be continually readjusted in accordance with constantly diverse oil water motion law so that minus entropy can be introduced to harmoniously exploit the oil field."
"The Reservoir Performance Assessment Model Based on Dissipative Structure Theory","https://scispace.com/paper/the-reservoir-performance-assessment-model-based-on-a3sjfrr38ynm","","","","WANG Ren-yi
XU Jun
ZHANG Yu-rong","10.3969/j.issn.1001-3873.2006.03.019","","The oil field waterflooding system is a dissipative system and follows the law of dissipative structure.Based on the grey correlation entropy,the system development and evolvement can be analyzed and studied by the use of the dominate factors that control the system evolvement direction.The minus entropy flow is the prerequisite for unbalanced and orderly structure of dissipative structure.Under the circumstances of minus entropy flow system,the system is in course of benign development and evolvement with decreasing gradually overall entropy and good efficiency of system energy in use,and in good order tendency and with good cooperation and matching among elemental subsystems.The development technical policy must be continually readjusted in accordance with constantly diverse oil water motion law so that minus entropy can be introduced to harmoniously exploit the oil field.","A reservoir performance assessment model is developed based on dissipative structure theory, analyzing oil field waterflooding systems using grey correlation entropy to identify dominant factors and optimize system development with decreasing entropy and improved efficiency."
"The physical foundation for describing reservoir oil displacement process with exergy transfer","https://scispace.com/paper/the-physical-foundation-for-describing-reservoir-oil-vhldkf70jztl","","","","Qing-lin CHENG
Yang LIU
Xin-yao XIANG","10.3969/j.issn.1007-2691.2010.01.003","","In oil and gas transport dynamics the fluid potential can characterize the comprehensive driving force of the driven fluid,its concept can unify transport,accumulation and dissipation of oil and gas.In seepage mechanics the transport process of oil and gas was seen as homogeneous multi-phase flow process in macroscopical scale,and the relation between force and motion velocity was expressed by Darcy Law.On the basis of above,the physical explanation of exergy transfer to oil displacement process was deeply discussed.It was illuminated that exergy transfer corresponds to the related theory of oil and gas transport dynamics and seepage mechanics from the points of flow potential,driving ability and driving velocity.Finally,the oil displacement mechanism of multi-field synergy based on exergy transfer theory was described,which is clear,succinct and can felicitously reflect practical process,thus it is showed that using exergy transfer to describe oil displacement process is reasonable and necessary.","This study establishes a physical foundation for describing oil displacement processes using exergy transfer, unifying transport, accumulation, and dissipation, and revealing the relationship between exergy transfer and oil transport dynamics and seepage mechanics."
"Irreversibility, entropy production, and thermal efficiency","https://scispace.com/paper/irreversibility-entropy-production-and-thermal-efficiency-1djj0h492y","1975","Journal Article","American Journal of Physics","Harvey S. Leff
Gerald L. Jones","10.1119/1.10032","","The relationships between the entropy production per cycle and the thermal efficiency are investigated for a class of irreversible cyclic processes. Examples are given that pinpoint specific sources of irreversibility and their thermodynamic consequences. It is found that an increase (decrease) in an irreversible cycle’s thermal efficiency does not necessarily lead to a decrease (increase) in its entropy production even if the work done per cycle is held constant. Only for the case of a reversible Carnot cycle is it guaranteed that a change (negative for this case) in the efficiency is met by an entropy production change of opposite algebraic sign. Sufficiency conditions are found for which the entropy production and the efficiency η are inversely related for more general cyclic processes. For a given set of heat reservoirs and specified values of the work output W, the absolute minimum and maximum entropy productions are determined and are shown to be monotonically decreasing functions of η for fixed W. It is shown also that, for an irreversible cycle with maximum and minimum temperatures T+ and T−, respectively, η? (1−T−/T+)(1+T−ΔS/W)−1, where ΔS is the entropy production per cycle. The equality holds only for a cycle employing two reservoirs. The potential relevance of these results to environmental and technological problems is mentioned.","In this article, the relationship between the entropy production per cycle and the thermal efficiency was investigated for a class of irreversible cyclic processes and it was shown that an increase (decrease) in an irreversible cycle's thermal efficiency does not necessarily lead to an increase in its entropy production even if the work done per cycle is held constant."
"Rethinking Loss of Available Work and Gouy-Stodola Theorem","https://scispace.com/paper/rethinking-loss-of-available-work-and-gouy-stodola-theorem-1no0yi8v178o","2024","Journal Article","ASME journal of heat and mass transfer","Yaodong Tu
Gang Chen","10.1115/1.4066860","","Abstract Exergy represents the maximum useful work possible when a system at a specific state reaches equilibrium with the environmental dead state at temperature To. Correspondingly, the exergy difference between two states is the maximum work output when the system changes from one state to the other, assuming that during the processes, the system exchanges heat reversibly with the environment. If the process involves irreversibility, the Guoy-Stodola theorem states that the exergy destruction equals the entropy generated during the process multiplied by To. The exergy concept and the Gouy-Stodola theorem are often used to optimize processes or systems, even when they are not directly connected to the environment. In the past, questions have been raised on if To is the proper temperature to use in calculating the exergy destruction. Here, we start from the first and the second laws of thermodynamics to unambiguously show that the useful energy loss (UEL) of a system or process should equal to the entropy generation multiplied by an equivalent temperature associated with the entropy rejected out of the entire system. For many engineering systems and processes, this entropy rejection temperature can be easily calculated as the ratio of the changes of the enthalpy and entropy of the fluid stream carrying the entropy out, which we call the state-change temperature. The UEL is unambiguous and independent of the environmental dead state, and it should be used for system optimization rather than the exergy destruction. ","Researchers challenge the Gouy-Stodola theorem, proposing a new concept of ""useful energy loss"" (UEL) as entropy generation multiplied by an equivalent ""state-change temperature"", independent of environmental dead state temperature."
"Rethinking loss of available work and Gouy-Stodola theorem","https://scispace.com/paper/rethinking-loss-of-available-work-and-gouy-stodola-theorem-2sto76abfj","2023","Preprint","","Yaodong Tu
Gang Chen","10.48550/arxiv.2307.16041","","Exergy represents the maximum useful work possible when a system at a specific state reaches equilibrium with the environmental dead state at temperature To. Correspondingly, the exergy difference between two states is the maximum work output when the system changes from one state to the other, assuming that during the processes, the system exchanges heat reversibly with the environment. If the process involves irreversibility, the Guoy-Stodola theorem states that the exergy destruction equals the entropy generated during the process multiplied by To. The exergy concept and the Gouy-Stodola theorem are widely used to optimize processes or systems, even when they are not directly connected to the environment. In the past, questions have been raised on if To is the proper temperature to use in calculating the exergy destruction. Here, we start from the first and the second laws of thermodynamics to unambiguously show that the useful energy loss (UEL) of a system or process should equal to the entropy generation multiplied by an equivalent temperature associated with the entropy rejected out of the entire system. For many engineering systems and processes, this entropy rejection temperature can be easily calculated as the ratio of the changes of the enthalpy and entropy of the fluid stream carrying the entropy out, which we call the state-change temperature. The UEL is unambiguous and independent of the environmental dead state, and it should be used for system optimization rather than the exergy destruction. ","The exergy destruction equals the entropy generated during the process multiplied by the environmental dead state temperature. The UEL is unambiguous and independent of the environmental dead state, and should be used for system optimization rather than the exergy destruction."
"Development of a Generalized Entropic Framework for Damage Assessment","https://scispace.com/paper/development-of-a-generalized-entropic-framework-for-damage-2c71pfs0mf","2016","Book Chapter","","Anahita Imanian
Mohammad Modarres","10.1007/978-3-319-21611-9_10","","Data-driven stochastic and probabilistic methods that underlie reliability prediction and structural integrity assessment remain unchanged for decades. This paper develops an alternative approach to reliability assessment in terms of fundamental concepts of science within the irreversible thermodynamic framework. The common definition of damage, which is widely used to measure the reduction of reliability over time, is based on observable markers of damage at different geometric scales. Observable markers are typically based on evidences of any change in the physical or spatial properties or the materials, and exclude unobservable and highly localized damages. Thermodynamically, all forms of damage share a common characteristic: “energy dissipation”. Energy dissipation is a fundamental measure of irreversibility that within the context of non-equilibrium thermodynamics is quantified by “entropy generation”. The definition of damage in the context of thermodynamics allows for incorporation of all underlying dissipative processes including unobservable markers of damage. Using a theorem relating entropy generation to energy dissipation associated with damage producing failure mechanisms, this paper presents an approach that formally describes and measures the resulting damage.","This paper develops an alternative approach to reliability assessment in terms of fundamental concepts of science within the irreversible thermodynamic framework using a theorem relating entropy generation to energy dissipation associated with damage producing failure mechanisms."
"Maximum or minimum entropy generation for open systems","https://scispace.com/paper/maximum-or-minimum-entropy-generation-for-open-systems-3gr13p63fe","2012","Journal Article","Physica A-statistical Mechanics and Its Applications","Umberto Lucia","10.1016/J.PHYSA.2012.01.055","","Entropy generation is analysed and obtained from the entropy balance for open systems, considering the lifetime of the natural real process. The Lagrangian approach is discussed in order to develop an analytical method to obtain the stationary states of the open irreversible systems. The stationary conditions of the open systems are obtained in relation to the entropy generation and its maximum principle. An analysis of both minimum and maximum entropy generation is proposed, suggesting that they are two different viewpoints of the same aspect: the first is related to the system, while the second is related to the interaction between the system and the environment.","An analysis of both minimum and maximum entropy generation is proposed, suggesting that they are two different viewpoints of the same aspect: the first is related to the system, while the second isrelated to the interaction between the system and the environment."
"Modeling Study on Reviving Abandoned Oil Reservoirs by In Situ Combustion Without CO2 Production While Recovering Both Oil and Heat","https://scispace.com/paper/modeling-study-on-reviving-abandoned-oil-reservoirs-by-in-qcmogazsnj","2021","Journal Article","Journal of Energy Resources Technology-transactions of The Asme","Yun Han
Yun Han
Kewen Li
Kewen Li
Kewen Li
Lin Jia
Lin Jia","10.1115/1.4050344","","\n A large number of oil wells have been or will be abandoned around the world. Yet, a very large amount of oil and energy is left behind inside the rocks in abandoned reservoirs because of technological and economic limitations. The residual oil saturation is usually more than 40%, and in shale reservoirs it can be more than 90%. There have been many enhanced oil recovery methods developed to tap the residual oil and improve the oil recovery. Interestingly, a concept has been proposed to transfer abandoned oil and gas reservoirs into exceptional enhanced geothermal reservoirs by oxidizing the residual oil with injected air (Li and Zhang, 2008, “Exceptional Enhanced Geothermal Systems From Oil and Gas Reservoirs,” 43rd Workshop on Geothermal Reservoir Engineering, Stanford University, Stanford, CA). This methodology was referred to as an exceptional enhanced geothermal system (EEGS). However, zero CO2 production has not been achieved during the process of EEGS. To this end, numerical models of EEGS in abandoned oil reservoirs configured with vertical wells were established in the present study. Numerical simulations in different well configurations were conducted. The effects of well distance, perforation position, and formation permeability on the CO2 production and the reservoir temperature have been investigated. The numerical simulation results showed that when the depth difference between the production and the injection well perforation positions reaches a specific value, the daily CO2 production rate could be kept at almost zero for over 50 years or even permanently while producing oil and thermal energy continuously. This implies that we realized the concept of EEGS with no CO2 successfully using numerical simulation.","In this article, Li et al. proposed an exceptional enhanced geothermal system (EEGS) to transfer abandoned oil and gas reservoirs into exceptional enhanced Geothermal reservoirs by oxidizing the residual oil with injected air."
"Uncertainty Analysis of Oil Well Flow Rate on the Basis of Differential Entropy","https://scispace.com/paper/uncertainty-analysis-of-oil-well-flow-rate-on-the-basis-of-2cojcgmb0d","2019","","","Ivan Luzyanin
Anton Petrochenkov
Sergey Bochkarev","10.25673/13484","","Oil well production efficiency depends on the accuracy of the flow rate prediction. The electrical submersible pumps are selecting and the well production control is carrying out based on the predicted values of flow rate. Inaccurate prediction may cause limitations of well deliverability or inefficient pumping. The prediction accuracy of flow rate changes in time related to initial data uncertainty that causes deviations between calculated flow rate values and measured ones. To minimize operating costs the same pump selection and control methods are used for groups of wells operating under the same conditions. However, sometimes wells demonstrate very different behavior even under the same conditions. In these wells flow rate changes becomes unpredictable by the common methods and additional studies required for correct prediction. The problem of finding wells with unpredictable flow rates at the early operation stages is very important because their inefficiency can significantly increase in time without special operation methods. The article considers the method of finding wells with potentially unpredictable flow rate changes with use of the entropy concept. The main feature of this method is that it is appropriate for data of any distribution types with given probability density function. The article discusses the relation between the value of joint reduction in uncertainty obtained from entropies of calculated flow rates and measured ones for a single well and the deviations between these flow rates. The novelty of the article is that the joint reduction in uncertainty in calculated value of well rate when knowing measured well rate is proposed as the measure of the well flow rate predictability.","In this article, the authors consider the problem of finding well with potentially unpredictable flow rate changes with use of the entropy concept and propose an entropy-based approach to find well with unpredictable flow rates at early operation stages."
